group,condition,seed,x_value,x_label,uncertainty_level,before_reward,after_reward,goal_rate_before,goal_rate_after,cds,spi
delay,delay_3,26,3.0,delay=3,3.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_3,27,3.0,delay=3,3.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_3,28,3.0,delay=3,3.0,-2.0,-2.0,0.0,0.0,0.916667,1.0
delay,delay_3,29,3.0,delay=3,3.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,0,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,1,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,2,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.119241,1.0
delay,delay_6,3,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,4,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,5,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,6,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,7,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,8,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.049708,1.0
delay,delay_6,9,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,10,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,1.0,1.0
delay,delay_6,11,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.129853,1.0
delay,delay_6,12,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,13,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,14,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.002849,1.0
delay,delay_6,15,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.166667,1.0
delay,delay_6,16,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.108368,1.0
delay,delay_6,17,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.278499,1.0
delay,delay_6,18,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,19,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.176955,1.0
delay,delay_6,20,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,21,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,22,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,23,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.955696,1.0
delay,delay_6,24,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.027778,1.0
delay,delay_6,25,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.186992,1.0
delay,delay_6,26,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_6,27,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,28,6.0,delay=6,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_6,29,6.0,delay=6,6.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,0,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,1,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,2,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.119241,1.0
delay,delay_10,3,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,4,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,5,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,6,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,7,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,8,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.049708,1.0
delay,delay_10,9,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.062049,1.0
delay,delay_10,10,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,1.0,1.0
delay,delay_10,11,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.129853,1.0
delay,delay_10,12,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,13,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,14,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,15,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,16,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.108368,1.0
delay,delay_10,17,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.134199,1.0
delay,delay_10,18,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,19,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.176955,1.0
delay,delay_10,20,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,21,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,22,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,23,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,24,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.027778,1.0
delay,delay_10,25,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,26,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
delay,delay_10,27,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,28,10.0,delay=10,10.0,-2.0,-2.0,0.0,0.0,0.0,0.0
delay,delay_10,29,10.0,delay=10,10.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,0,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.097222,1.0
noise,noise_0.0,1,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,2,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,3,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,4,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.002849,1.0
noise,noise_0.0,5,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,6,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,7,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,8,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,9,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.350649,1.0
noise,noise_0.0,10,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.074074,1.0
noise,noise_0.0,11,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.129853,1.0
noise,noise_0.0,12,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,13,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,14,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,15,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.027778,1.0
noise,noise_0.0,16,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,17,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.278499,1.0
noise,noise_0.0,18,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,19,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,20,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,21,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,22,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.055556,1.0
noise,noise_0.0,23,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.156118,1.0
noise,noise_0.0,24,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,25,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,26,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,27,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,28,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.0,29,0.0,noise=0.0,0.0,0.82,0.82,1.0,1.0,0.0,0.0
noise,noise_0.05,0,0.05,noise=0.05,0.05,0.812,0.812,1.0,1.0,0.157801,1.0
noise,noise_0.05,1,0.05,noise=0.05,0.05,0.810333,0.810333,1.0,1.0,0.042642,1.0
noise,noise_0.05,2,0.05,noise=0.05,0.05,0.811,0.811,1.0,1.0,0.133221,1.0
noise,noise_0.05,3,0.05,noise=0.05,0.05,0.812667,0.812667,1.0,1.0,0.0,0.0
noise,noise_0.05,4,0.05,noise=0.05,0.05,0.809,0.809,1.0,1.0,0.075939,1.0
noise,noise_0.05,5,0.05,noise=0.05,0.05,0.811667,0.811667,1.0,1.0,0.0,0.0
noise,noise_0.05,6,0.05,noise=0.05,0.05,0.81,0.81,1.0,1.0,0.0,0.0
noise,noise_0.05,7,0.05,noise=0.05,0.05,0.813,0.813,1.0,1.0,0.0,0.0
noise,noise_0.05,8,0.05,noise=0.05,0.05,0.813,0.813,1.0,1.0,0.0,0.0
noise,noise_0.05,9,0.05,noise=0.05,0.05,0.811333,0.811333,1.0,1.0,0.412602,1.0
noise,noise_0.05,10,0.05,noise=0.05,0.05,0.815,0.815,1.0,1.0,0.140679,1.0
noise,noise_0.05,11,0.05,noise=0.05,0.05,0.807333,0.807333,1.0,1.0,0.114103,1.0
noise,noise_0.05,12,0.05,noise=0.05,0.05,0.812667,0.812667,1.0,1.0,0.013469,1.0
noise,noise_0.05,13,0.05,noise=0.05,0.05,0.808667,0.808667,1.0,1.0,0.227857,1.0
noise,noise_0.05,14,0.05,noise=0.05,0.05,0.809667,0.809667,1.0,1.0,0.0,0.0
noise,noise_0.05,15,0.05,noise=0.05,0.05,0.811333,0.811333,1.0,1.0,0.023852,1.0
noise,noise_0.05,16,0.05,noise=0.05,0.05,0.81,0.81,1.0,1.0,0.0,0.0
noise,noise_0.05,17,0.05,noise=0.05,0.05,0.809333,0.809333,1.0,1.0,0.212151,1.0
noise,noise_0.05,18,0.05,noise=0.05,0.05,0.812333,0.812333,1.0,1.0,0.0,0.0
noise,noise_0.05,19,0.05,noise=0.05,0.05,0.812,0.812,1.0,1.0,0.047807,1.0
noise,noise_0.05,20,0.05,noise=0.05,0.05,0.806,0.806,1.0,1.0,0.0,0.0
noise,noise_0.05,21,0.05,noise=0.05,0.05,0.113,0.113,0.966667,0.966667,0.0,0.0
noise,noise_0.05,22,0.05,noise=0.05,0.05,0.809667,-0.058,1.0,0.9,0.162872,1.0
noise,noise_0.05,23,0.05,noise=0.05,0.05,0.813,0.813,1.0,1.0,0.011711,1.0
noise,noise_0.05,24,0.05,noise=0.05,0.05,0.813667,0.813667,1.0,1.0,0.0,0.0
noise,noise_0.05,25,0.05,noise=0.05,0.05,0.811333,0.811333,1.0,1.0,0.0,0.0
noise,noise_0.05,26,0.05,noise=0.05,0.05,0.812667,0.812667,1.0,1.0,0.0,0.0
noise,noise_0.05,27,0.05,noise=0.05,0.05,-0.005667,-0.005667,0.9,0.9,0.0,0.0
noise,noise_0.05,28,0.05,noise=0.05,0.05,0.81,0.81,1.0,1.0,0.077823,1.0
noise,noise_0.05,29,0.05,noise=0.05,0.05,0.810333,0.810333,1.0,1.0,0.0,0.0
noise,noise_0.1,0,0.1,noise=0.1,0.1,0.800333,0.800333,1.0,1.0,0.08389,1.0
noise,noise_0.1,1,0.1,noise=0.1,0.1,0.800333,0.800333,1.0,1.0,0.0,0.0
noise,noise_0.1,2,0.1,noise=0.1,0.1,0.342333,0.342333,0.966667,0.966667,0.0,0.0
noise,noise_0.1,3,0.1,noise=0.1,0.1,0.802,0.802,1.0,1.0,0.055556,1.0
noise,noise_0.1,4,0.1,noise=0.1,0.1,0.796333,0.796333,1.0,1.0,0.0,0.0
noise,noise_0.1,5,0.1,noise=0.1,0.1,0.797333,0.797333,1.0,1.0,0.0,0.0
noise,noise_0.1,6,0.1,noise=0.1,0.1,0.801333,0.801333,1.0,1.0,0.0,0.0
noise,noise_0.1,7,0.1,noise=0.1,0.1,0.442667,0.442667,1.0,1.0,0.0,0.0
noise,noise_0.1,8,0.1,noise=0.1,0.1,0.805333,0.805333,1.0,1.0,0.055966,1.0
noise,noise_0.1,9,0.1,noise=0.1,0.1,0.797,0.797,1.0,1.0,0.070224,1.0
noise,noise_0.1,10,0.1,noise=0.1,0.1,0.806667,0.806667,1.0,1.0,0.058355,1.0
noise,noise_0.1,11,0.1,noise=0.1,0.1,0.797,0.797,1.0,1.0,0.117653,1.0
noise,noise_0.1,12,0.1,noise=0.1,0.1,0.8,0.8,1.0,1.0,0.010549,1.0
noise,noise_0.1,13,0.1,noise=0.1,0.1,0.799333,0.799333,1.0,1.0,0.049834,1.0
noise,noise_0.1,14,0.1,noise=0.1,0.1,0.798,0.798,1.0,1.0,0.196073,1.0
noise,noise_0.1,15,0.1,noise=0.1,0.1,0.464667,0.464667,0.966667,0.966667,0.0,0.0
noise,noise_0.1,16,0.1,noise=0.1,0.1,0.796333,0.796333,1.0,1.0,0.0,0.0
noise,noise_0.1,17,0.1,noise=0.1,0.1,0.798,0.798,1.0,1.0,0.213493,1.0
noise,noise_0.1,18,0.1,noise=0.1,0.1,0.803667,0.803667,1.0,1.0,0.27397,1.0
noise,noise_0.1,19,0.1,noise=0.1,0.1,0.807667,0.807667,1.0,1.0,0.112053,1.0
noise,noise_0.1,20,0.1,noise=0.1,0.1,0.802,0.802,1.0,1.0,0.0,0.0
noise,noise_0.1,21,0.1,noise=0.1,0.1,0.797333,0.797333,1.0,1.0,0.091177,1.0
noise,noise_0.1,22,0.1,noise=0.1,0.1,0.807333,0.807333,1.0,1.0,0.051903,1.0
noise,noise_0.1,23,0.1,noise=0.1,0.1,0.803,0.803,1.0,1.0,0.068303,1.0
noise,noise_0.1,24,0.1,noise=0.1,0.1,0.807,0.807,1.0,1.0,0.0,0.0
noise,noise_0.1,25,0.1,noise=0.1,0.1,0.806667,0.806667,1.0,1.0,0.0,0.0
noise,noise_0.1,26,0.1,noise=0.1,0.1,0.802667,0.802667,1.0,1.0,0.0,0.0
noise,noise_0.1,27,0.1,noise=0.1,0.1,0.803667,0.803667,1.0,1.0,0.0,0.0
noise,noise_0.1,28,0.1,noise=0.1,0.1,0.799333,0.799333,1.0,1.0,0.062953,1.0
noise,noise_0.1,29,0.1,noise=0.1,0.1,0.796667,0.796667,1.0,1.0,0.0,0.0
noise,noise_0.2,0,0.2,noise=0.2,0.2,0.662,0.662,1.0,1.0,0.0,0.0
noise,noise_0.2,1,0.2,noise=0.2,0.2,0.777667,0.777667,1.0,1.0,0.090586,1.0
noise,noise_0.2,2,0.2,noise=0.2,0.2,0.149667,0.149667,0.9,0.9,0.0,0.0
noise,noise_0.2,3,0.2,noise=0.2,0.2,0.505,0.505,1.0,1.0,0.535189,1.0
noise,noise_0.2,4,0.2,noise=0.2,0.2,0.775667,0.775667,1.0,1.0,0.047548,1.0
noise,noise_0.2,5,0.2,noise=0.2,0.2,0.702333,0.702333,1.0,1.0,0.0,0.0
noise,noise_0.2,6,0.2,noise=0.2,0.2,0.778,0.778,1.0,1.0,0.0,0.0
noise,noise_0.2,7,0.2,noise=0.2,0.2,0.607667,0.607667,1.0,1.0,0.0,0.0
noise,noise_0.2,8,0.2,noise=0.2,0.2,0.681667,0.681667,1.0,1.0,0.0,0.0
noise,noise_0.2,9,0.2,noise=0.2,0.2,0.759,0.759,1.0,1.0,0.127014,1.0
noise,noise_0.2,10,0.2,noise=0.2,0.2,0.329333,0.329333,1.0,1.0,0.0,0.0
noise,noise_0.2,11,0.2,noise=0.2,0.2,0.757333,0.748667,1.0,1.0,0.005495,0.965517
noise,noise_0.2,12,0.2,noise=0.2,0.2,0.627,0.627,1.0,1.0,0.433264,1.0
noise,noise_0.2,13,0.2,noise=0.2,0.2,0.634333,0.634333,1.0,1.0,0.0,0.0
noise,noise_0.2,14,0.2,noise=0.2,0.2,0.6,0.614,1.0,1.0,0.018333,1.0
noise,noise_0.2,15,0.2,noise=0.2,0.2,0.781333,0.781333,1.0,1.0,0.13872,1.0
noise,noise_0.2,16,0.2,noise=0.2,0.2,0.569,0.569,1.0,1.0,0.0,0.0
noise,noise_0.2,17,0.2,noise=0.2,0.2,0.775333,0.775333,1.0,1.0,0.0,0.0
noise,noise_0.2,18,0.2,noise=0.2,0.2,0.767333,0.767333,1.0,1.0,0.080078,1.0
noise,noise_0.2,19,0.2,noise=0.2,0.2,0.603667,0.603667,1.0,1.0,9.3e-05,1.0
noise,noise_0.2,20,0.2,noise=0.2,0.2,0.762333,0.762333,1.0,1.0,0.0,0.0
noise,noise_0.2,21,0.2,noise=0.2,0.2,0.655333,0.655333,1.0,1.0,0.0,0.0
noise,noise_0.2,22,0.2,noise=0.2,0.2,0.601333,0.601333,1.0,1.0,0.0,0.0
noise,noise_0.2,23,0.2,noise=0.2,0.2,0.614333,0.614333,1.0,1.0,0.0,0.0
noise,noise_0.2,24,0.2,noise=0.2,0.2,0.524333,0.524333,1.0,1.0,0.0,0.0
noise,noise_0.2,25,0.2,noise=0.2,0.2,0.577333,0.577333,1.0,1.0,0.0,0.0
noise,noise_0.2,26,0.2,noise=0.2,0.2,0.782333,0.782333,1.0,1.0,0.0,0.0
noise,noise_0.2,27,0.2,noise=0.2,0.2,0.784333,0.784333,1.0,1.0,0.14596,1.0
noise,noise_0.2,28,0.2,noise=0.2,0.2,0.773333,0.773333,1.0,1.0,0.044118,1.0
noise,noise_0.2,29,0.2,noise=0.2,0.2,0.774333,0.774333,1.0,1.0,0.0,0.0
noise,noise_0.3,0,0.3,noise=0.3,0.3,0.122,0.122,0.933333,0.933333,0.193714,1.0
noise,noise_0.3,1,0.3,noise=0.3,0.3,0.680333,0.680333,1.0,1.0,0.0,0.0
noise,noise_0.3,2,0.3,noise=0.3,0.3,0.467667,0.467667,1.0,1.0,0.0,0.0
noise,noise_0.3,3,0.3,noise=0.3,0.3,0.620667,0.620667,1.0,1.0,0.0,0.0
noise,noise_0.3,4,0.3,noise=0.3,0.3,0.197667,0.197667,1.0,1.0,0.0,0.0
noise,noise_0.3,5,0.3,noise=0.3,0.3,0.395333,0.395333,1.0,1.0,0.0,0.0
noise,noise_0.3,6,0.3,noise=0.3,0.3,0.327667,0.327667,1.0,1.0,0.0,0.0
noise,noise_0.3,7,0.3,noise=0.3,0.3,0.687667,0.687667,1.0,1.0,0.0,0.0
noise,noise_0.3,8,0.3,noise=0.3,0.3,0.655333,0.655333,1.0,1.0,0.0,0.0
noise,noise_0.3,9,0.3,noise=0.3,0.3,0.726,0.726,1.0,1.0,0.11208,1.0
noise,noise_0.3,10,0.3,noise=0.3,0.3,-0.076333,-0.076333,0.933333,0.933333,0.0,0.0
noise,noise_0.3,11,0.3,noise=0.3,0.3,0.442,0.442,1.0,1.0,0.350808,1.0
noise,noise_0.3,12,0.3,noise=0.3,0.3,0.288333,0.288333,0.933333,0.933333,0.0,0.0
noise,noise_0.3,13,0.3,noise=0.3,0.3,0.740333,0.740333,1.0,1.0,0.0,0.0
noise,noise_0.3,14,0.3,noise=0.3,0.3,0.450333,0.450333,1.0,1.0,0.0,0.0
noise,noise_0.3,15,0.3,noise=0.3,0.3,0.574,0.574,1.0,1.0,0.0,0.0
noise,noise_0.3,16,0.3,noise=0.3,0.3,0.612667,0.612667,1.0,1.0,0.0,0.0
noise,noise_0.3,17,0.3,noise=0.3,0.3,0.628667,0.628667,1.0,1.0,0.0,0.0
noise,noise_0.3,18,0.3,noise=0.3,0.3,0.395,0.395,0.966667,0.966667,0.0,0.0
noise,noise_0.3,19,0.3,noise=0.3,0.3,0.585333,0.585333,1.0,1.0,0.0,0.0
noise,noise_0.3,20,0.3,noise=0.3,0.3,0.315667,0.315667,1.0,1.0,0.0,0.0
noise,noise_0.3,21,0.3,noise=0.3,0.3,0.454,0.454,1.0,1.0,0.31123,1.0
noise,noise_0.3,22,0.3,noise=0.3,0.3,0.456,0.456,1.0,1.0,0.020221,1.0
noise,noise_0.3,23,0.3,noise=0.3,0.3,0.431333,0.431333,1.0,1.0,0.0,0.0
noise,noise_0.3,24,0.3,noise=0.3,0.3,0.663333,0.663333,1.0,1.0,0.0,0.0
noise,noise_0.3,25,0.3,noise=0.3,0.3,0.262333,0.262333,0.933333,0.933333,0.0,0.0
noise,noise_0.3,26,0.3,noise=0.3,0.3,0.447,0.447,1.0,1.0,0.240049,1.0
noise,noise_0.3,27,0.3,noise=0.3,0.3,0.760333,0.760333,1.0,1.0,0.048679,1.0
noise,noise_0.3,28,0.3,noise=0.3,0.3,0.402,0.402,1.0,1.0,0.0,0.0
noise,noise_0.3,29,0.3,noise=0.3,0.3,0.749,0.749,1.0,1.0,0.0,0.0
combined,very_low,0,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.097222,1.0
combined,very_low,1,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,2,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,3,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,4,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.002849,1.0
combined,very_low,5,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,6,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,7,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,8,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,9,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.350649,1.0
combined,very_low,10,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.074074,1.0
combined,very_low,11,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.129853,1.0
combined,very_low,12,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,13,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,14,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,15,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.027778,1.0
combined,very_low,16,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,17,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.278499,1.0
combined,very_low,18,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,19,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,20,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,21,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,22,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.055556,1.0
combined,very_low,23,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.156118,1.0
combined,very_low,24,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,25,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,26,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,27,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,28,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,very_low,29,0.0,very_low,0.0,0.82,0.82,1.0,1.0,0.0,0.0
combined,low,0,0.255556,low,0.255556,0.345333,0.378667,1.0,1.0,0.224291,0.990119
combined,low,1,0.255556,low,0.255556,0.258333,0.258333,1.0,1.0,0.0,0.0
combined,low,2,0.255556,low,0.255556,0.577667,0.577667,1.0,1.0,0.133221,1.0
combined,low,3,0.255556,low,0.255556,0.579333,0.579333,1.0,1.0,0.0,0.0
combined,low,4,0.255556,low,0.255556,0.409333,0.409333,1.0,1.0,0.0,0.0
combined,low,5,0.255556,low,0.255556,0.545,0.545,1.0,1.0,0.0,0.0
combined,low,6,0.255556,low,0.255556,0.412333,0.412333,1.0,1.0,0.0,0.0
combined,low,7,0.255556,low,0.255556,0.48,0.48,1.0,1.0,0.0,0.0
combined,low,8,0.255556,low,0.255556,0.547667,0.547667,1.0,1.0,0.123594,1.0
combined,low,9,0.255556,low,0.255556,0.444667,0.444667,1.0,1.0,0.336882,1.0
combined,low,10,0.255556,low,0.255556,-0.137667,-0.137667,1.0,1.0,0.013233,1.0
combined,low,11,0.255556,low,0.255556,0.540667,0.540667,1.0,1.0,0.178722,1.0
combined,low,12,0.255556,low,0.255556,0.412667,0.412667,1.0,1.0,0.0,0.0
combined,low,13,0.255556,low,0.255556,0.51,0.51,1.0,1.0,0.0,0.0
combined,low,14,0.255556,low,0.255556,0.443,0.443,1.0,1.0,0.0,0.0
combined,low,15,0.255556,low,0.255556,0.474667,0.474667,1.0,1.0,0.0,0.0
combined,low,16,0.255556,low,0.255556,0.476667,0.476667,1.0,1.0,0.0,0.0
combined,low,17,0.255556,low,0.255556,-0.362667,-0.362667,0.9,0.9,0.0,0.0
combined,low,18,0.255556,low,0.255556,0.412333,0.412333,1.0,1.0,0.0,0.0
combined,low,19,0.255556,low,0.255556,0.512,0.512,1.0,1.0,0.113475,1.0
combined,low,20,0.255556,low,0.255556,0.340333,0.340333,1.0,1.0,0.0,0.0
combined,low,21,0.255556,low,0.255556,-0.584333,-0.584333,0.866667,0.866667,0.0,0.0
combined,low,22,0.255556,low,0.255556,0.643667,0.643667,1.0,1.0,0.033392,1.0
combined,low,23,0.255556,low,0.255556,-0.171,-0.171,1.0,1.0,0.0,0.0
combined,low,24,0.255556,low,0.255556,-0.323,-0.323,0.9,0.9,0.0,0.0
combined,low,25,0.255556,low,0.255556,0.478667,-0.346,1.0,0.833333,0.180505,1.0
combined,low,26,0.255556,low,0.255556,0.277333,0.277333,1.0,1.0,0.0,0.0
combined,low,27,0.255556,low,0.255556,0.378,0.378,1.0,1.0,0.0,0.0
combined,low,28,0.255556,low,0.255556,0.475667,0.576,1.0,1.0,0.066989,1.0
combined,low,29,0.255556,low,0.255556,0.409333,0.409333,1.0,1.0,0.0,0.0
combined,medium,0,0.566667,medium,0.566667,-0.981333,-0.981333,0.766667,0.766667,0.455742,1.0
combined,medium,1,0.566667,medium,0.566667,0.134333,0.134333,1.0,1.0,0.116195,1.0
combined,medium,2,0.566667,medium,0.566667,-0.393667,-0.393667,0.933333,0.933333,0.0,0.0
combined,medium,3,0.566667,medium,0.566667,0.038333,0.038333,1.0,1.0,0.0,0.0
combined,medium,4,0.566667,medium,0.566667,-0.842333,-0.842333,0.933333,0.933333,0.005941,1.0
