group,condition,seed,x_value,x_label,uncertainty_level,before_reward,after_reward,goal_rate_before,goal_rate_after,cds,spi
combined,medium,5,0.566667,medium,0.566667,0.130333,0.130333,1.0,1.0,0.0,0.0
combined,medium,6,0.566667,medium,0.566667,0.166,0.166,1.0,1.0,0.0,0.0
combined,medium,7,0.566667,medium,0.566667,0.201,-0.274,1.0,1.0,0.046901,1.0
combined,medium,8,0.566667,medium,0.566667,-0.158667,-0.158667,1.0,1.0,0.0,0.0
combined,medium,9,0.566667,medium,0.566667,0.096667,0.096667,1.0,1.0,0.0,0.0
combined,medium,10,0.566667,medium,0.566667,-1.155333,-1.155333,0.666667,0.666667,0.0,0.0
combined,medium,11,0.566667,medium,0.566667,0.197,0.197,1.0,1.0,0.117653,1.0
combined,medium,12,0.566667,medium,0.566667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,medium,13,0.566667,medium,0.566667,-0.352667,-0.352667,1.0,1.0,0.0,0.0
combined,medium,14,0.566667,medium,0.566667,0.333333,0.333333,1.0,1.0,0.05,1.0
combined,medium,15,0.566667,medium,0.566667,0.167667,0.167667,1.0,1.0,0.041876,1.0
combined,medium,16,0.566667,medium,0.566667,0.029667,0.029667,1.0,1.0,0.0,0.0
combined,medium,17,0.566667,medium,0.566667,0.166,0.166,1.0,1.0,0.216896,1.0
combined,medium,18,0.566667,medium,0.566667,-0.311,-0.311,1.0,1.0,0.0,0.0
combined,medium,19,0.566667,medium,0.566667,0.207667,0.207667,1.0,1.0,0.161264,1.0
combined,medium,20,0.566667,medium,0.566667,0.061,0.061,1.0,1.0,0.0,0.0
combined,medium,21,0.566667,medium,0.566667,-0.559,-0.559,0.866667,0.866667,0.267104,1.0
combined,medium,22,0.566667,medium,0.566667,0.202,0.202,1.0,1.0,0.0,0.0
combined,medium,23,0.566667,medium,0.566667,-1.872,-1.872,0.1,0.1,0.0,0.0
combined,medium,24,0.566667,medium,0.566667,0.072667,0.072667,1.0,1.0,0.177405,1.0
combined,medium,25,0.566667,medium,0.566667,0.105,0.138,1.0,1.0,0.05641,0.998294
combined,medium,26,0.566667,medium,0.566667,0.005,0.005,1.0,1.0,0.0,0.0
combined,medium,27,0.566667,medium,0.566667,-0.217333,-0.217333,1.0,1.0,0.0,0.0
combined,medium,28,0.566667,medium,0.566667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,medium,29,0.566667,medium,0.566667,0.063667,-0.101667,1.0,1.0,0.047619,1.0
combined,high,0,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.088333,1.0
combined,high,1,0.817778,high,0.817778,-0.334,-0.334,1.0,1.0,0.0,0.0
combined,high,2,0.817778,high,0.817778,-0.52,-0.52,0.966667,0.966667,0.0,0.0
combined,high,3,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,high,4,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,high,5,0.817778,high,0.817778,-0.270333,-0.270333,1.0,1.0,0.0,0.0
combined,high,6,0.817778,high,0.817778,-0.330333,-0.330333,1.0,1.0,0.0,0.0
combined,high,7,0.817778,high,0.817778,-0.016,-0.016,1.0,1.0,0.068139,1.0
combined,high,8,0.817778,high,0.817778,-0.201333,-0.201333,1.0,1.0,0.0,0.0
combined,high,9,0.817778,high,0.817778,-0.912333,-0.912333,0.666667,0.666667,0.181943,1.0
combined,high,10,0.817778,high,0.817778,-0.765667,-0.765667,0.9,0.9,0.0,0.0
combined,high,11,0.817778,high,0.817778,-0.085333,-0.085333,1.0,1.0,0.120262,1.0
combined,high,12,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,high,13,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.148148,1.0
combined,high,14,0.817778,high,0.817778,-0.254667,-0.254667,0.933333,0.933333,0.0,0.0
combined,high,15,0.817778,high,0.817778,-0.713667,-0.713667,0.866667,0.866667,0.0,0.0
combined,high,16,0.817778,high,0.817778,-0.130667,-0.130667,1.0,1.0,0.0,0.0
combined,high,17,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,high,18,0.817778,high,0.817778,-0.584667,-0.729667,0.9,0.9,0.006515,1.0
combined,high,19,0.817778,high,0.817778,-0.475,-0.475,0.966667,0.966667,0.0,0.0
combined,high,20,0.817778,high,0.817778,-0.477,-0.477,0.833333,0.833333,0.0,0.0
combined,high,21,0.817778,high,0.817778,-0.254333,-0.254333,1.0,1.0,0.0,0.0
combined,high,22,0.817778,high,0.817778,-0.994667,-0.994667,0.7,0.7,0.0,0.0
combined,high,23,0.817778,high,0.817778,-0.611333,-0.611333,0.966667,0.966667,0.0,0.0
combined,high,24,0.817778,high,0.817778,-0.875,-0.875,0.866667,0.866667,0.151282,1.0
combined,high,25,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,high,26,0.817778,high,0.817778,-0.613667,-0.613667,0.833333,0.833333,0.36285,1.0
combined,high,27,0.817778,high,0.817778,-1.261333,-1.261333,0.666667,0.666667,0.007463,0.75
combined,high,28,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,high,29,0.817778,high,0.817778,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,0,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,1,0.966667,very_high,0.966667,-0.505333,-0.505667,0.966667,0.933333,0.057692,0.363002
combined,very_high,2,0.966667,very_high,0.966667,-0.327333,-0.327333,1.0,1.0,0.0,0.0
combined,very_high,3,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,4,0.966667,very_high,0.966667,-0.749333,-0.874667,0.933333,0.9,0.480014,1.0
combined,very_high,5,0.966667,very_high,0.966667,-0.501667,-0.501667,1.0,1.0,0.193548,1.0
combined,very_high,6,0.966667,very_high,0.966667,-0.718333,-0.718333,0.766667,0.766667,0.0,0.0
combined,very_high,7,0.966667,very_high,0.966667,-0.855333,-0.855333,0.9,0.9,0.0,0.0
combined,very_high,8,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,9,0.966667,very_high,0.966667,-0.716667,-0.716667,0.766667,0.766667,0.28378,1.0
combined,very_high,10,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,11,0.966667,very_high,0.966667,-0.362333,-0.337667,1.0,1.0,0.019498,1.0
combined,very_high,12,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,13,0.966667,very_high,0.966667,-1.071333,-1.008333,0.766667,0.8,0.115993,0.165474
combined,very_high,14,0.966667,very_high,0.966667,-0.388667,-0.388667,0.966667,0.966667,0.0,0.0
combined,very_high,15,0.966667,very_high,0.966667,-1.105,-1.105,0.7,0.7,0.0,0.0
combined,very_high,16,0.966667,very_high,0.966667,-0.805333,-0.805333,0.7,0.7,0.0,0.0
combined,very_high,17,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,18,0.966667,very_high,0.966667,-0.963333,-0.963333,0.833333,0.833333,0.0,0.0
combined,very_high,19,0.966667,very_high,0.966667,-0.633333,-0.633333,0.833333,0.833333,0.0,0.0
combined,very_high,20,0.966667,very_high,0.966667,-0.733,-0.733,0.833333,0.833333,0.0,0.0
combined,very_high,21,0.966667,very_high,0.966667,-1.135333,-1.135333,0.633333,0.633333,0.095169,1.0
combined,very_high,22,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.733333,1.0
combined,very_high,23,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.773418,1.0
combined,very_high,24,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,25,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,26,0.966667,very_high,0.966667,-1.14,-1.14,0.733333,0.733333,0.511067,1.0
combined,very_high,27,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.027991,1.0
combined,very_high,28,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
combined,very_high,29,0.966667,very_high,0.966667,-2.0,-2.0,0.0,0.0,0.0,0.0
