phase,seed,episode,reward,epsilon,loss,reached_goal
mechanism_delay_delay_10,10,1,-2.0,0.685565,0.003499,0
mechanism_delay_delay_10,10,2,-2.0,0.458809,0.003737,0
mechanism_delay_delay_10,10,3,-2.0,0.307055,0.00369,0
mechanism_delay_delay_10,10,4,-2.0,0.205494,0.003508,0
mechanism_delay_delay_10,10,5,-2.0,0.137525,0.003078,0
mechanism_delay_delay_10,10,6,-2.0,0.092038,0.002647,0
mechanism_delay_delay_10,10,7,-2.0,0.061596,0.002361,0
mechanism_delay_delay_10,10,8,-2.0,0.05,0.002481,0
mechanism_delay_delay_10,10,9,-2.0,0.05,0.002082,0
mechanism_delay_delay_10,10,10,-2.0,0.05,0.002235,0
mechanism_delay_delay_10,10,11,-2.0,0.05,0.002099,0
mechanism_delay_delay_10,10,12,-2.0,0.05,0.002098,0
mechanism_delay_delay_10,10,13,-2.0,0.05,0.00201,0
mechanism_delay_delay_10,10,14,-2.0,0.05,0.002071,0
mechanism_delay_delay_10,10,15,-2.0,0.05,0.001847,0
mechanism_delay_delay_10,10,16,-2.0,0.05,0.002027,0
mechanism_delay_delay_10,10,17,-2.0,0.05,0.001796,0
mechanism_delay_delay_10,10,18,-2.0,0.05,0.001633,0
mechanism_delay_delay_10,10,19,-2.0,0.05,0.001674,0
mechanism_delay_delay_10,10,20,-2.0,0.05,0.001433,0
mechanism_delay_delay_10,10,21,-2.0,0.05,0.001494,0
mechanism_delay_delay_10,10,22,-2.0,0.05,0.001428,0
mechanism_delay_delay_10,10,23,-2.0,0.05,0.001361,0
mechanism_delay_delay_10,10,24,-2.0,0.05,0.001351,0
mechanism_delay_delay_10,10,25,-2.0,0.05,0.001264,0
mechanism_delay_delay_10,10,26,-2.0,0.05,0.001211,0
mechanism_delay_delay_10,10,27,-2.0,0.05,0.001232,0
mechanism_delay_delay_10,10,28,-2.0,0.05,0.001127,0
mechanism_delay_delay_10,10,29,-2.0,0.05,0.001094,0
mechanism_delay_delay_10,10,30,-2.0,0.05,0.001067,0
mechanism_delay_delay_10,10,31,-2.0,0.05,0.001012,0
mechanism_delay_delay_10,10,32,-2.0,0.05,0.001038,0
mechanism_delay_delay_10,10,33,-2.0,0.05,0.001023,0
mechanism_delay_delay_10,10,34,-2.0,0.05,0.000988,0
mechanism_delay_delay_10,10,35,-2.0,0.05,0.00098,0
mechanism_delay_delay_10,10,36,-2.0,0.05,0.000968,0
mechanism_delay_delay_10,10,37,-2.0,0.05,0.000953,0
mechanism_delay_delay_10,10,38,-2.0,0.05,0.000878,0
mechanism_delay_delay_10,10,39,-2.0,0.05,0.000964,0
mechanism_delay_delay_10,10,40,-2.0,0.05,0.000911,0
mechanism_delay_delay_10,10,41,-2.0,0.05,0.000964,0
mechanism_delay_delay_10,10,42,-2.0,0.05,0.001061,0
mechanism_delay_delay_10,10,43,-2.0,0.05,0.000976,0
mechanism_delay_delay_10,10,44,-2.0,0.05,0.000907,0
mechanism_delay_delay_10,10,45,-2.0,0.05,0.000904,0
mechanism_delay_delay_10,10,46,-2.0,0.05,0.00094,0
mechanism_delay_delay_10,10,47,-2.0,0.05,0.000767,0
mechanism_delay_delay_10,10,48,-2.0,0.05,0.00114,0
mechanism_delay_delay_10,10,49,-2.0,0.05,0.000966,0
mechanism_delay_delay_10,10,50,-2.0,0.05,0.000839,0
mechanism_delay_delay_10,10,51,-2.0,0.05,0.000988,0
mechanism_delay_delay_10,10,52,-2.0,0.05,0.000896,0
mechanism_delay_delay_10,10,53,-2.0,0.05,0.001022,0
mechanism_delay_delay_10,10,54,-2.0,0.05,0.000892,0
mechanism_delay_delay_10,10,55,-2.0,0.05,0.001083,0
mechanism_delay_delay_10,10,56,-2.0,0.05,0.000854,0
mechanism_delay_delay_10,10,57,-2.0,0.05,0.000969,0
mechanism_delay_delay_10,10,58,-2.0,0.05,0.000915,0
mechanism_delay_delay_10,10,59,-2.0,0.05,0.001169,0
mechanism_delay_delay_10,10,60,-2.0,0.05,0.000965,0
mechanism_delay_delay_10,10,61,-2.0,0.05,0.00079,0
mechanism_delay_delay_10,10,62,-2.0,0.05,0.000826,0
mechanism_delay_delay_10,10,63,-2.0,0.05,0.000811,0
mechanism_delay_delay_10,10,64,-2.0,0.05,0.001041,0
mechanism_delay_delay_10,10,65,-2.0,0.05,0.000767,0
mechanism_delay_delay_10,10,66,-2.0,0.05,0.000594,0
mechanism_delay_delay_10,10,67,-2.0,0.05,0.000851,0
mechanism_delay_delay_10,10,68,-2.0,0.05,0.000734,0
mechanism_delay_delay_10,10,69,-2.0,0.05,0.001067,0
mechanism_delay_delay_10,10,70,-2.0,0.05,0.000973,0
mechanism_delay_delay_10,10,71,-2.0,0.05,0.001348,0
mechanism_delay_delay_10,10,72,-2.0,0.05,0.000926,0
mechanism_delay_delay_10,10,73,-2.0,0.05,0.000808,0
mechanism_delay_delay_10,10,74,-2.0,0.05,0.001051,0
mechanism_delay_delay_10,10,75,-2.0,0.05,0.000721,0
mechanism_delay_delay_10,10,76,-2.0,0.05,0.001208,0
mechanism_delay_delay_10,10,77,-2.0,0.05,0.000621,0
mechanism_delay_delay_10,10,78,-2.0,0.05,0.00063,0
mechanism_delay_delay_10,10,79,-2.0,0.05,0.000914,0
mechanism_delay_delay_10,10,80,-2.0,0.05,0.000778,0
mechanism_delay_delay_10,10,81,-2.0,0.05,0.000943,0
mechanism_delay_delay_10,10,82,-2.0,0.05,0.000876,0
mechanism_delay_delay_10,10,83,-2.0,0.05,0.001283,0
mechanism_delay_delay_10,10,84,-2.0,0.05,0.00115,0
mechanism_delay_delay_10,10,85,-2.0,0.05,0.000772,0
mechanism_delay_delay_10,10,86,-2.0,0.05,0.000834,0
mechanism_delay_delay_10,10,87,-2.0,0.05,0.000558,0
mechanism_delay_delay_10,10,88,-2.0,0.05,0.000848,0
mechanism_delay_delay_10,10,89,-2.0,0.05,0.000998,0
mechanism_delay_delay_10,10,90,-2.0,0.05,0.000622,0
mechanism_delay_delay_10,10,91,-2.0,0.05,0.000699,0
mechanism_delay_delay_10,10,92,-2.0,0.05,0.000939,0
mechanism_delay_delay_10,10,93,-2.0,0.05,0.00059,0
mechanism_delay_delay_10,10,94,-2.0,0.05,0.001141,0
mechanism_delay_delay_10,10,95,-2.0,0.05,0.000823,0
mechanism_delay_delay_10,10,96,-2.0,0.05,0.000897,0
mechanism_delay_delay_10,10,97,-2.0,0.05,0.00103,0
mechanism_delay_delay_10,10,98,-2.0,0.05,0.000633,0
mechanism_delay_delay_10,10,99,-2.0,0.05,0.000992,0
mechanism_delay_delay_10,10,100,-2.0,0.05,0.000538,0
mechanism_delay_delay_10,10,101,-2.0,0.05,0.000736,0
mechanism_delay_delay_10,10,102,-2.0,0.05,0.000848,0
mechanism_delay_delay_10,10,103,-2.0,0.05,0.001139,0
mechanism_delay_delay_10,10,104,-2.0,0.05,0.001126,0
mechanism_delay_delay_10,10,105,-2.0,0.05,0.000771,0
mechanism_delay_delay_10,10,106,-2.0,0.05,0.001249,0
mechanism_delay_delay_10,10,107,-2.0,0.05,0.00151,0
mechanism_delay_delay_10,10,108,-2.0,0.05,0.001286,0
mechanism_delay_delay_10,10,109,-2.0,0.05,0.000653,0
mechanism_delay_delay_10,10,110,-2.0,0.05,0.001363,0
mechanism_delay_delay_10,10,111,-2.0,0.05,0.000603,0
mechanism_delay_delay_10,10,112,-2.0,0.05,0.001042,0
mechanism_delay_delay_10,10,113,-2.0,0.05,0.000827,0
mechanism_delay_delay_10,10,114,-2.0,0.05,0.000663,0
mechanism_delay_delay_10,10,115,-2.0,0.05,0.000871,0
mechanism_delay_delay_10,10,116,-2.0,0.05,0.000815,0
mechanism_delay_delay_10,10,117,-2.0,0.05,0.000943,0
mechanism_delay_delay_10,10,118,-2.0,0.05,0.00113,0
mechanism_delay_delay_10,10,119,-2.0,0.05,0.001082,0
mechanism_delay_delay_10,10,120,-2.0,0.05,0.000526,0
mechanism_delay_delay_10,10,121,-2.0,0.05,0.000656,0
mechanism_delay_delay_10,10,122,-2.0,0.05,0.00116,0
mechanism_delay_delay_10,10,123,-2.0,0.05,0.001122,0
mechanism_delay_delay_10,10,124,-2.0,0.05,0.000757,0
mechanism_delay_delay_10,10,125,-2.0,0.05,0.001106,0
mechanism_delay_delay_10,10,126,-2.0,0.05,0.001098,0
mechanism_delay_delay_10,10,127,-2.0,0.05,0.001067,0
mechanism_delay_delay_10,10,128,-2.0,0.05,0.00109,0
mechanism_delay_delay_10,10,129,-2.0,0.05,0.000895,0
mechanism_delay_delay_10,10,130,-2.0,0.05,0.000673,0
mechanism_delay_delay_10,10,131,-2.0,0.05,0.000963,0
mechanism_delay_delay_10,10,132,-2.0,0.05,0.001107,0
mechanism_delay_delay_10,10,133,-2.0,0.05,0.000827,0
mechanism_delay_delay_10,10,134,-2.0,0.05,0.001044,0
mechanism_delay_delay_10,10,135,-2.0,0.05,0.001105,0
mechanism_delay_delay_10,10,136,-2.0,0.05,0.001124,0
mechanism_delay_delay_10,10,137,-2.0,0.05,0.00086,0
mechanism_delay_delay_10,10,138,-2.0,0.05,0.000628,0
mechanism_delay_delay_10,10,139,-2.0,0.05,0.00099,0
mechanism_delay_delay_10,10,140,-2.0,0.05,0.000704,0
mechanism_delay_delay_10,10,141,-2.0,0.05,0.000752,0
mechanism_delay_delay_10,10,142,-2.0,0.05,0.000776,0
mechanism_delay_delay_10,10,143,-2.0,0.05,0.000638,0
mechanism_delay_delay_10,10,144,-2.0,0.05,0.001317,0
mechanism_delay_delay_10,10,145,-2.0,0.05,0.000941,0
mechanism_delay_delay_10,10,146,-2.0,0.05,0.00127,0
mechanism_delay_delay_10,10,147,-2.0,0.05,0.000845,0
mechanism_delay_delay_10,10,148,-2.0,0.05,0.000797,0
mechanism_delay_delay_10,10,149,-2.0,0.05,0.000958,0
mechanism_delay_delay_10,10,150,-2.0,0.05,0.00068,0
mechanism_delay_delay_10,10,151,-2.0,0.05,0.000758,0
mechanism_delay_delay_10,10,152,-2.0,0.05,0.000972,0
mechanism_delay_delay_10,10,153,-2.0,0.05,0.000485,0
mechanism_delay_delay_10,10,154,-2.0,0.05,0.00072,0
mechanism_delay_delay_10,10,155,-2.0,0.05,0.001095,0
mechanism_delay_delay_10,10,156,-2.0,0.05,0.000991,0
mechanism_delay_delay_10,10,157,-2.0,0.05,0.00136,0
mechanism_delay_delay_10,10,158,-2.0,0.05,0.001097,0
mechanism_delay_delay_10,10,159,-2.0,0.05,0.001162,0
mechanism_delay_delay_10,10,160,-2.0,0.05,0.000796,0
mechanism_delay_delay_10,10,161,-2.0,0.05,0.001207,0
mechanism_delay_delay_10,10,162,-2.0,0.05,0.000926,0
mechanism_delay_delay_10,10,163,-2.0,0.05,0.000846,0
mechanism_delay_delay_10,10,164,-2.0,0.05,0.001079,0
mechanism_delay_delay_10,10,165,-2.0,0.05,0.001535,0
mechanism_delay_delay_10,10,166,-2.0,0.05,0.000564,0
mechanism_delay_delay_10,10,167,-2.0,0.05,0.000999,0
mechanism_delay_delay_10,10,168,-2.0,0.05,0.000949,0
mechanism_delay_delay_10,10,169,-2.0,0.05,0.000769,0
mechanism_delay_delay_10,10,170,-2.0,0.05,0.001323,0
mechanism_delay_delay_10,10,171,-2.0,0.05,0.001229,0
mechanism_delay_delay_10,10,172,-2.0,0.05,0.00109,0
mechanism_delay_delay_10,10,173,-2.0,0.05,0.000914,0
mechanism_delay_delay_10,10,174,-2.0,0.05,0.001098,0
mechanism_delay_delay_10,10,175,-2.0,0.05,0.001128,0
mechanism_delay_delay_10,10,176,-2.0,0.05,0.00088,0
mechanism_delay_delay_10,10,177,-2.0,0.05,0.001004,0
mechanism_delay_delay_10,10,178,-2.0,0.05,0.001117,0
mechanism_delay_delay_10,10,179,-2.0,0.05,0.001279,0
mechanism_delay_delay_10,10,180,-2.0,0.05,0.001076,0
mechanism_delay_delay_10,10,181,-2.0,0.05,0.001351,0
mechanism_delay_delay_10,10,182,-2.0,0.05,0.000807,0
mechanism_delay_delay_10,10,183,-2.0,0.05,0.001252,0
mechanism_delay_delay_10,10,184,-2.0,0.05,0.000915,0
mechanism_delay_delay_10,10,185,-2.0,0.05,0.000668,0
mechanism_delay_delay_10,10,186,-2.0,0.05,0.001078,0
mechanism_delay_delay_10,10,187,-2.0,0.05,0.001169,0
mechanism_delay_delay_10,10,188,-2.0,0.05,0.001209,0
mechanism_delay_delay_10,10,189,-2.0,0.05,0.001478,0
mechanism_delay_delay_10,10,190,-2.0,0.05,0.001146,0
mechanism_delay_delay_10,10,191,-2.0,0.05,0.001265,0
mechanism_delay_delay_10,10,192,-2.0,0.05,0.001515,0
mechanism_delay_delay_10,10,193,-2.0,0.05,0.000663,0
mechanism_delay_delay_10,10,194,-2.0,0.05,0.001264,0
mechanism_delay_delay_10,10,195,-2.0,0.05,0.001059,0
mechanism_delay_delay_10,10,196,-2.0,0.05,0.001148,0
mechanism_delay_delay_10,10,197,-2.0,0.05,0.00111,0
mechanism_delay_delay_10,10,198,-2.0,0.05,0.00096,0
mechanism_delay_delay_10,10,199,-2.0,0.05,0.001245,0
mechanism_delay_delay_10,10,200,-2.0,0.05,0.000898,0
mechanism_delay_delay_10,10,201,-2.0,0.05,0.001151,0
mechanism_delay_delay_10,10,202,-2.0,0.05,0.001257,0
mechanism_delay_delay_10,10,203,-2.0,0.05,0.000951,0
mechanism_delay_delay_10,10,204,-2.0,0.05,0.001,0
mechanism_delay_delay_10,10,205,-2.0,0.05,0.001025,0
mechanism_delay_delay_10,10,206,-2.0,0.05,0.000894,0
mechanism_delay_delay_10,10,207,-2.0,0.05,0.001133,0
mechanism_delay_delay_10,10,208,-2.0,0.05,0.00113,0
mechanism_delay_delay_10,10,209,-2.0,0.05,0.000799,0
mechanism_delay_delay_10,10,210,-2.0,0.05,0.001726,0
mechanism_delay_delay_10,10,211,-2.0,0.05,0.000785,0
mechanism_delay_delay_10,10,212,-2.0,0.05,0.001264,0
mechanism_delay_delay_10,10,213,-2.0,0.05,0.000797,0
mechanism_delay_delay_10,10,214,-2.0,0.05,0.001067,0
mechanism_delay_delay_10,10,215,-2.0,0.05,0.001121,0
mechanism_delay_delay_10,10,216,-2.0,0.05,0.00084,0
mechanism_delay_delay_10,10,217,-2.0,0.05,0.001124,0
mechanism_delay_delay_10,10,218,-2.0,0.05,0.000793,0
mechanism_delay_delay_10,10,219,-2.0,0.05,0.001147,0
mechanism_delay_delay_10,10,220,-2.0,0.05,0.000923,0
mechanism_delay_delay_10,10,221,-2.0,0.05,0.001614,0
mechanism_delay_delay_10,10,222,-2.0,0.05,0.001188,0
mechanism_delay_delay_10,10,223,-2.0,0.05,0.001162,0
mechanism_delay_delay_10,10,224,-2.0,0.05,0.000756,0
mechanism_delay_delay_10,10,225,-2.0,0.05,0.001143,0
mechanism_delay_delay_10,10,226,-2.0,0.05,0.000818,0
mechanism_delay_delay_10,10,227,-2.0,0.05,0.001129,0
mechanism_delay_delay_10,10,228,-2.0,0.05,0.001062,0
mechanism_delay_delay_10,10,229,-2.0,0.05,0.000874,0
mechanism_delay_delay_10,10,230,-2.0,0.05,0.00094,0
mechanism_delay_delay_10,10,231,-2.0,0.05,0.000842,0
mechanism_delay_delay_10,10,232,-2.0,0.05,0.000982,0
mechanism_delay_delay_10,10,233,-2.0,0.05,0.000919,0
mechanism_delay_delay_10,10,234,-2.0,0.05,0.000999,0
mechanism_delay_delay_10,10,235,-2.0,0.05,0.000917,0
mechanism_delay_delay_10,10,236,-2.0,0.05,0.000814,0
mechanism_delay_delay_10,10,237,-2.0,0.05,0.001109,0
mechanism_delay_delay_10,10,238,-2.0,0.05,0.000907,0
mechanism_delay_delay_10,10,239,-2.0,0.05,0.00098,0
mechanism_delay_delay_10,10,240,-2.0,0.05,0.000891,0
mechanism_delay_delay_10,10,241,-2.0,0.05,0.000683,0
mechanism_delay_delay_10,10,242,-2.0,0.05,0.0012,0
mechanism_delay_delay_10,10,243,-2.0,0.05,0.000808,0
mechanism_delay_delay_10,10,244,-2.0,0.05,0.000939,0
mechanism_delay_delay_10,10,245,-2.0,0.05,0.001305,0
mechanism_delay_delay_10,10,246,-2.0,0.05,0.000674,0
mechanism_delay_delay_10,10,247,-2.0,0.05,0.001121,0
mechanism_delay_delay_10,10,248,-2.0,0.05,0.000999,0
mechanism_delay_delay_10,10,249,-2.0,0.05,0.001146,0
mechanism_delay_delay_10,10,250,-2.0,0.05,0.001118,0
mechanism_delay_delay_10,10,251,-2.0,0.05,0.000944,0
mechanism_delay_delay_10,10,252,-2.0,0.05,0.000827,0
mechanism_delay_delay_10,10,253,-2.0,0.05,0.000955,0
mechanism_delay_delay_10,10,254,-2.0,0.05,0.000727,0
mechanism_delay_delay_10,10,255,-2.0,0.05,0.000972,0
mechanism_delay_delay_10,10,256,-2.0,0.05,0.001312,0
mechanism_delay_delay_10,10,257,-2.0,0.05,0.001305,0
mechanism_delay_delay_10,10,258,-2.0,0.05,0.000695,0
mechanism_delay_delay_10,10,259,-2.0,0.05,0.000522,0
mechanism_delay_delay_10,10,260,-2.0,0.05,0.000845,0
mechanism_delay_delay_10,10,261,-2.0,0.05,0.000975,0
mechanism_delay_delay_10,10,262,-2.0,0.05,0.000789,0
mechanism_delay_delay_10,10,263,-2.0,0.05,0.000624,0
mechanism_delay_delay_10,10,264,-2.0,0.05,0.000875,0
mechanism_delay_delay_10,10,265,-2.0,0.05,0.000788,0
mechanism_delay_delay_10,10,266,-2.0,0.05,0.00116,0
mechanism_delay_delay_10,10,267,-2.0,0.05,0.001222,0
mechanism_delay_delay_10,10,268,-2.0,0.05,0.001235,0
mechanism_delay_delay_10,10,269,-2.0,0.05,0.000783,0
mechanism_delay_delay_10,10,270,-2.0,0.05,0.001101,0
mechanism_delay_delay_10,10,271,-2.0,0.05,0.00105,0
mechanism_delay_delay_10,10,272,-2.0,0.05,0.001425,0
mechanism_delay_delay_10,10,273,-2.0,0.05,0.001548,0
mechanism_delay_delay_10,10,274,-2.0,0.05,0.00108,0
mechanism_delay_delay_10,10,275,-2.0,0.05,0.000641,0
mechanism_delay_delay_10,10,276,-2.0,0.05,0.000855,0
mechanism_delay_delay_10,10,277,-2.0,0.05,0.00106,0
mechanism_delay_delay_10,10,278,-2.0,0.05,0.001076,0
mechanism_delay_delay_10,10,279,-2.0,0.05,0.000818,0
mechanism_delay_delay_10,10,280,-2.0,0.05,0.001209,0
mechanism_delay_delay_10,10,281,-2.0,0.05,0.000858,0
mechanism_delay_delay_10,10,282,-2.0,0.05,0.000915,0
mechanism_delay_delay_10,10,283,-2.0,0.05,0.000805,0
mechanism_delay_delay_10,10,284,-2.0,0.05,0.000983,0
mechanism_delay_delay_10,10,285,-2.0,0.05,0.001144,0
mechanism_delay_delay_10,10,286,-2.0,0.05,0.001039,0
mechanism_delay_delay_10,10,287,-2.0,0.05,0.000996,0
mechanism_delay_delay_10,10,288,-2.0,0.05,0.000931,0
mechanism_delay_delay_10,10,289,-2.0,0.05,0.001476,0
mechanism_delay_delay_10,10,290,-2.0,0.05,0.001111,0
mechanism_delay_delay_10,10,291,-2.0,0.05,0.001174,0
mechanism_delay_delay_10,10,292,-2.0,0.05,0.001039,0
mechanism_delay_delay_10,10,293,-2.0,0.05,0.001158,0
mechanism_delay_delay_10,10,294,-2.0,0.05,0.000633,0
mechanism_delay_delay_10,10,295,-2.0,0.05,0.000683,0
mechanism_delay_delay_10,10,296,-2.0,0.05,0.001375,0
mechanism_delay_delay_10,10,297,-2.0,0.05,0.000866,0
mechanism_delay_delay_10,10,298,-2.0,0.05,0.000926,0
mechanism_delay_delay_10,10,299,-2.0,0.05,0.00109,0
mechanism_delay_delay_10,10,300,-2.0,0.05,0.000942,0
mechanism_delay_delay_10,11,1,-0.59,0.748894,0.007137,1
mechanism_delay_delay_10,11,2,-2.0,0.501192,0.007159,0
mechanism_delay_delay_10,11,3,0.2,0.426813,0.004847,1
mechanism_delay_delay_10,11,4,0.67,0.397047,0.008439,1
mechanism_delay_delay_10,11,5,-0.05,0.322215,0.007459,1
mechanism_delay_delay_10,11,6,-0.05,0.261486,0.008815,1
mechanism_delay_delay_10,11,7,-0.77,0.183638,0.004096,1
mechanism_delay_delay_10,11,8,-2.0,0.122898,0.008744,0
mechanism_delay_delay_10,11,9,-2.0,0.082249,0.00569,0
mechanism_delay_delay_10,11,10,-2.0,0.055044,0.005293,0
mechanism_delay_delay_10,11,11,0.23,0.05,0.004934,1
mechanism_delay_delay_10,11,12,0.59,0.05,0.016578,1
mechanism_delay_delay_10,11,13,-2.0,0.05,0.004065,0
mechanism_delay_delay_10,11,14,-2.0,0.05,0.003311,0
mechanism_delay_delay_10,11,15,-2.0,0.05,0.00459,0
mechanism_delay_delay_10,11,16,-2.0,0.05,0.008817,0
mechanism_delay_delay_10,11,17,-2.0,0.05,0.004263,0
mechanism_delay_delay_10,11,18,-0.38,0.05,0.007093,1
mechanism_delay_delay_10,11,19,-0.07,0.05,0.003794,1
mechanism_delay_delay_10,11,20,0.82,0.05,0.0033,1
mechanism_delay_delay_10,11,21,0.82,0.05,0.001594,1
mechanism_delay_delay_10,11,22,0.82,0.05,0.002136,1
mechanism_delay_delay_10,11,23,0.82,0.05,0.001476,1
mechanism_delay_delay_10,11,24,0.81,0.05,0.001799,1
mechanism_delay_delay_10,11,25,0.72,0.05,0.016571,1
mechanism_delay_delay_10,11,26,-2.0,0.05,0.00508,0
mechanism_delay_delay_10,11,27,-2.0,0.05,0.008414,0
mechanism_delay_delay_10,11,28,0.63,0.05,0.013614,1
mechanism_delay_delay_10,11,29,0.81,0.05,0.005305,1
mechanism_delay_delay_10,11,30,0.58,0.05,0.002069,1
mechanism_delay_delay_10,11,31,0.82,0.05,0.003756,1
mechanism_delay_delay_10,11,32,0.82,0.05,0.001865,1
mechanism_delay_delay_10,11,33,0.82,0.05,0.001817,1
mechanism_delay_delay_10,11,34,0.82,0.05,0.001721,1
mechanism_delay_delay_10,11,35,0.82,0.05,0.003702,1
mechanism_delay_delay_10,11,36,0.82,0.05,0.005054,1
mechanism_delay_delay_10,11,37,0.82,0.05,0.002164,1
mechanism_delay_delay_10,11,38,-2.0,0.05,0.007613,0
mechanism_delay_delay_10,11,39,0.62,0.05,0.003526,1
mechanism_delay_delay_10,11,40,0.79,0.05,0.002086,1
mechanism_delay_delay_10,11,41,0.03,0.05,0.008072,1
mechanism_delay_delay_10,11,42,0.8,0.05,0.003822,1
mechanism_delay_delay_10,11,43,0.55,0.05,0.012994,1
mechanism_delay_delay_10,11,44,-0.51,0.05,0.010274,1
mechanism_delay_delay_10,11,45,0.28,0.05,0.007042,1
mechanism_delay_delay_10,11,46,0.78,0.05,0.002093,1
mechanism_delay_delay_10,11,47,0.58,0.05,0.011754,1
mechanism_delay_delay_10,11,48,0.02,0.05,0.002466,1
mechanism_delay_delay_10,11,49,-0.16,0.05,0.004022,1
mechanism_delay_delay_10,11,50,0.22,0.05,0.004492,1
mechanism_delay_delay_10,11,51,0.68,0.05,0.002118,1
mechanism_delay_delay_10,11,52,0.07,0.05,0.006527,1
mechanism_delay_delay_10,11,53,0.82,0.05,0.001554,1
mechanism_delay_delay_10,11,54,0.79,0.05,0.02086,1
mechanism_delay_delay_10,11,55,0.82,0.05,0.002307,1
mechanism_delay_delay_10,11,56,0.16,0.05,0.012204,1
mechanism_delay_delay_10,11,57,0.49,0.05,0.009962,1
mechanism_delay_delay_10,11,58,0.82,0.05,0.004701,1
mechanism_delay_delay_10,11,59,0.8,0.05,0.032001,1
mechanism_delay_delay_10,11,60,0.73,0.05,0.01645,1
mechanism_delay_delay_10,11,61,0.82,0.05,0.003965,1
mechanism_delay_delay_10,11,62,0.82,0.05,0.00222,1
mechanism_delay_delay_10,11,63,0.29,0.05,0.010867,1
mechanism_delay_delay_10,11,64,0.82,0.05,0.013505,1
mechanism_delay_delay_10,11,65,0.82,0.05,0.014986,1
mechanism_delay_delay_10,11,66,0.81,0.05,0.004754,1
mechanism_delay_delay_10,11,67,0.8,0.05,0.021364,1
mechanism_delay_delay_10,11,68,0.82,0.05,0.002525,1
mechanism_delay_delay_10,11,69,0.18,0.05,0.00742,1
mechanism_delay_delay_10,11,70,0.74,0.05,0.020356,1
mechanism_delay_delay_10,11,71,0.82,0.05,0.013678,1
mechanism_delay_delay_10,11,72,0.8,0.05,0.022099,1
mechanism_delay_delay_10,11,73,0.8,0.05,0.013048,1
mechanism_delay_delay_10,11,74,0.8,0.05,0.012053,1
mechanism_delay_delay_10,11,75,0.72,0.05,0.002482,1
mechanism_delay_delay_10,11,76,0.01,0.05,0.009302,1
mechanism_delay_delay_10,11,77,0.82,0.05,0.001929,1
mechanism_delay_delay_10,11,78,0.82,0.05,0.012998,1
mechanism_delay_delay_10,11,79,0.75,0.05,0.011004,1
mechanism_delay_delay_10,11,80,0.8,0.05,0.002645,1
mechanism_delay_delay_10,11,81,0.82,0.05,0.012752,1
mechanism_delay_delay_10,11,82,0.82,0.05,0.003065,1
mechanism_delay_delay_10,11,83,0.82,0.05,0.0023,1
mechanism_delay_delay_10,11,84,0.22,0.05,0.017177,1
mechanism_delay_delay_10,11,85,0.73,0.05,0.011043,1
mechanism_delay_delay_10,11,86,0.19,0.05,0.016023,1
mechanism_delay_delay_10,11,87,0.8,0.05,0.021272,1
mechanism_delay_delay_10,11,88,0.82,0.05,0.00302,1
mechanism_delay_delay_10,11,89,0.82,0.05,0.003439,1
mechanism_delay_delay_10,11,90,0.8,0.05,0.002661,1
mechanism_delay_delay_10,11,91,0.82,0.05,0.022479,1
mechanism_delay_delay_10,11,92,0.78,0.05,0.022672,1
mechanism_delay_delay_10,11,93,0.72,0.05,0.022287,1
mechanism_delay_delay_10,11,94,0.82,0.05,0.003522,1
mechanism_delay_delay_10,11,95,0.8,0.05,0.004085,1
mechanism_delay_delay_10,11,96,0.8,0.05,0.011644,1
mechanism_delay_delay_10,11,97,0.62,0.05,0.009519,1
mechanism_delay_delay_10,11,98,0.78,0.05,0.013835,1
mechanism_delay_delay_10,11,99,0.82,0.05,0.006271,1
mechanism_delay_delay_10,11,100,0.6,0.05,0.020928,1
mechanism_delay_delay_10,11,101,0.82,0.05,0.004701,1
mechanism_delay_delay_10,11,102,0.77,0.05,0.018268,1
mechanism_delay_delay_10,11,103,0.57,0.05,0.011173,1
mechanism_delay_delay_10,11,104,0.23,0.05,0.008158,1
mechanism_delay_delay_10,11,105,0.47,0.05,0.014418,1
mechanism_delay_delay_10,11,106,0.82,0.05,0.013379,1
mechanism_delay_delay_10,11,107,0.79,0.05,0.023593,1
mechanism_delay_delay_10,11,108,0.8,0.05,0.011847,1
mechanism_delay_delay_10,11,109,0.82,0.05,0.023391,1
mechanism_delay_delay_10,11,110,0.55,0.05,0.010884,1
mechanism_delay_delay_10,11,111,0.82,0.05,0.012525,1
mechanism_delay_delay_10,11,112,0.8,0.05,0.03188,1
mechanism_delay_delay_10,11,113,0.5,0.05,0.023907,1
mechanism_delay_delay_10,11,114,0.68,0.05,0.015641,1
mechanism_delay_delay_10,11,115,0.28,0.05,0.018137,1
mechanism_delay_delay_10,11,116,0.79,0.05,0.014649,1
mechanism_delay_delay_10,11,117,0.78,0.05,0.011124,1
mechanism_delay_delay_10,11,118,0.82,0.05,0.029666,1
mechanism_delay_delay_10,11,119,0.74,0.05,0.010461,1
mechanism_delay_delay_10,11,120,0.71,0.05,0.03157,1
mechanism_delay_delay_10,11,121,0.8,0.05,0.004447,1
mechanism_delay_delay_10,11,122,0.82,0.05,0.003778,1
mechanism_delay_delay_10,11,123,-0.34,0.05,0.021444,1
mechanism_delay_delay_10,11,124,0.05,0.05,0.012548,1
mechanism_delay_delay_10,11,125,0.53,0.05,0.010783,1
mechanism_delay_delay_10,11,126,0.76,0.05,0.017722,1
