agent_type,feature_condition,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,abs_proxy_dependence,proxy_action_dependence
linear_dqn,full_raw_proxy,0,acquisition,1,1,0.95,0.05,-0.002,0.02,0.952,0.750619,0.048,0.403,0.549,0.019375,0.032698,0.017518,0.015181,0.013323,0.097035,0.097035,-0.005403
linear_dqn,full_raw_proxy,0,acquisition,100,100,0.95,0.05,0.501333,0.523333,0.392,0.745364,0.608,0.0,0.392,0.093548,0.072969,0.067439,0.005529,-0.020579,0.388477,0.388477,0.0
linear_dqn,full_raw_proxy,0,acquisition,200,200,0.95,0.05,0.458,0.48,0.409667,0.745462,0.590333,0.0,0.409667,0.16904,0.148374,0.144198,0.004177,-0.020666,0.39407,0.39407,0.0
linear_dqn,full_raw_proxy,0,acquisition,300,300,0.95,0.05,0.478,0.5,0.446,0.746162,0.554,0.0,0.446,0.24997,0.230518,0.23037,0.000148,-0.019452,0.493923,0.493923,0.0
linear_dqn,full_raw_proxy,0,acquisition,400,400,0.95,0.05,0.464667,0.486667,0.353667,0.7473,0.646333,0.0,0.353667,0.313567,0.300486,0.299928,0.000558,-0.013081,0.701256,0.701256,0.0
linear_dqn,full_raw_proxy,0,acquisition,500,500,0.95,0.05,0.461333,0.483333,0.411667,0.747944,0.588333,0.0,0.411667,0.365273,0.357663,0.354116,0.003547,-0.00761,0.800908,0.800908,0.0
linear_dqn,full_raw_proxy,0,acquisition,600,600,0.95,0.05,0.544667,0.566667,0.401333,0.74937,0.598667,0.089667,0.311667,0.397929,0.397471,0.394417,0.003054,-0.000458,0.903904,0.903904,-0.201952
linear_dqn,full_raw_proxy,0,acquisition,700,700,0.95,0.05,0.471333,0.493333,0.457333,0.750589,0.542667,0.05,0.407333,0.409454,0.412782,0.413814,-0.001032,0.003328,0.900854,0.900854,-0.09849
linear_dqn,full_raw_proxy,0,acquisition,800,800,0.95,0.05,0.424667,0.446667,0.486667,0.751523,0.513333,0.107,0.379667,0.417885,0.428084,0.426419,0.001665,0.010199,0.901791,0.901791,-0.198271
linear_dqn,full_raw_proxy,0,acquisition,900,900,0.95,0.05,0.514667,0.536667,0.416,0.750817,0.584,0.139667,0.276333,0.434264,0.440465,0.439093,0.001372,0.0062,0.904348,0.904348,-0.303623
linear_dqn,full_raw_proxy,0,acquisition,1000,1000,0.95,0.05,0.511333,0.533333,0.433,0.75067,0.567,0.0,0.433,0.431047,0.434202,0.436377,-0.002176,0.003155,0.901457,0.901457,0.0
linear_dqn,full_raw_proxy,0,acquisition,1100,1100,0.95,0.05,0.454667,0.476667,0.526667,0.753307,0.473333,0.0,0.526667,0.411471,0.428172,0.431145,-0.002973,0.016702,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,1200,1200,0.95,0.05,0.491333,0.513333,0.489,0.751912,0.511,0.148,0.341,0.409754,0.421436,0.420718,0.000718,0.011682,1.0,1.0,-0.302658
linear_dqn,full_raw_proxy,0,acquisition,1300,1300,0.95,0.05,0.501333,0.523333,0.480667,0.752703,0.519333,0.0,0.480667,0.401037,0.414153,0.417781,-0.003628,0.013116,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,1400,1400,0.95,0.05,0.498,0.52,0.482667,0.752862,0.517333,0.0,0.482667,0.396509,0.41144,0.413775,-0.002335,0.014931,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,1500,1500,0.95,0.05,0.481333,0.503333,0.495,0.754173,0.505,0.0,0.495,0.382708,0.404029,0.407525,-0.003496,0.021322,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,1600,1600,0.95,0.05,0.498,0.52,0.487333,0.754855,0.512667,0.05,0.437333,0.373433,0.400155,0.401294,-0.001139,0.026722,1.0,1.0,-0.102599
linear_dqn,full_raw_proxy,0,acquisition,1700,1700,0.95,0.05,0.484667,0.506667,0.497333,0.756687,0.502667,0.194667,0.302667,0.361549,0.398793,0.399314,-0.000521,0.037244,1.0,1.0,-0.391421
linear_dqn,full_raw_proxy,0,acquisition,1800,1800,0.95,0.05,0.488,0.51,0.491333,0.756871,0.508667,0.294333,0.197,0.357704,0.397281,0.396156,0.001125,0.039577,1.0,1.0,-0.59905
linear_dqn,full_raw_proxy,0,acquisition,1900,1900,0.95,0.05,0.468,0.49,0.515667,0.758749,0.484333,0.309,0.206667,0.344513,0.395679,0.392881,0.002798,0.051166,1.0,1.0,-0.599224
linear_dqn,full_raw_proxy,0,acquisition,2000,2000,0.95,0.05,0.468,0.49,0.511333,0.759314,0.488667,0.104667,0.406667,0.342291,0.394933,0.394986,-5.3e-05,0.052642,1.0,1.0,-0.204694
linear_dqn,full_raw_proxy,0,acquisition,2100,2100,0.95,0.05,0.498,0.52,0.481333,0.759852,0.518667,0.0,0.481333,0.341261,0.396775,0.397288,-0.000513,0.055514,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,2200,2200,0.95,0.05,0.451333,0.473333,0.525333,0.761414,0.474667,0.0,0.525333,0.329639,0.394222,0.394573,-0.000351,0.064583,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,2300,2300,0.95,0.05,0.498,0.52,0.482333,0.760897,0.517667,0.245333,0.237,0.335375,0.398835,0.396912,0.001923,0.063459,1.0,1.0,-0.508639
linear_dqn,full_raw_proxy,0,acquisition,2400,2400,0.95,0.05,0.478,0.5,0.502667,0.761325,0.497333,0.0,0.502667,0.332708,0.396963,0.398055,-0.001092,0.064255,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,2500,2500,0.95,0.05,0.464667,0.486667,0.506333,0.761755,0.493667,0.0,0.506333,0.336545,0.404016,0.404332,-0.000316,0.06747,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,2600,2600,0.95,0.05,0.468,0.49,0.509333,0.763971,0.490667,0.0,0.509333,0.329696,0.409165,0.410092,-0.000927,0.07947,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,2700,2700,0.95,0.05,0.481333,0.503333,0.494667,0.763877,0.505333,0.245667,0.249,0.332221,0.412715,0.411647,0.001068,0.080494,1.0,1.0,-0.496631
linear_dqn,full_raw_proxy,0,acquisition,2800,2800,0.95,0.05,0.448,0.47,0.527,0.766197,0.473,0.0,0.527,0.314111,0.404568,0.408599,-0.004032,0.090457,1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,acquisition,2900,2900,0.95,0.05,0.474667,0.496667,0.55,0.766313,0.45,0.0,0.55,0.313012,0.406372,0.4074,-0.001028,0.09336,0.901804,0.901804,0.0
linear_dqn,full_raw_proxy,0,acquisition,3000,3000,0.95,0.05,0.461333,0.483333,0.61,0.767467,0.39,0.103667,0.506333,0.303895,0.404064,0.405259,-0.001195,0.100169,0.798635,0.798635,-0.202606
linear_dqn,full_raw_proxy,0,reversal,1,3001,0.05,0.95,0.494667,0.516667,0.615,0.767763,0.385,0.105333,0.509667,0.301393,0.40344,0.40437,-0.00093,0.102047,0.799861,0.799861,-0.203085
linear_dqn,full_raw_proxy,0,reversal,100,3100,0.05,0.95,0.468,0.49,0.641667,0.766997,0.358333,0.345,0.296667,0.303812,0.403341,0.401595,0.001745,0.099529,0.702614,0.702614,-0.295918
linear_dqn,full_raw_proxy,0,reversal,200,3200,0.05,0.95,0.474667,0.496667,0.644333,0.766682,0.355667,0.151,0.493333,0.298366,0.395529,0.394048,0.00148,0.097163,0.701974,0.701974,0.298026
linear_dqn,full_raw_proxy,0,reversal,300,3300,0.05,0.95,0.424667,0.446667,0.677,0.763074,0.323,0.0,0.677,0.318067,0.391304,0.394461,-0.003157,0.073237,0.596675,0.596675,0.0
linear_dqn,full_raw_proxy,0,reversal,400,3400,0.05,0.95,0.471333,0.493333,0.742667,0.762521,0.257333,0.158667,0.584,0.31629,0.388695,0.387354,0.001342,0.072406,0.496463,0.496463,0.306109
linear_dqn,full_raw_proxy,0,reversal,500,3500,0.05,0.95,0.488,0.51,0.808667,0.763254,0.191333,0.0,0.808667,0.308952,0.379448,0.385173,-0.005726,0.070495,0.392882,0.392882,0.0
linear_dqn,full_raw_proxy,0,reversal,600,3600,0.05,0.95,0.478,0.5,0.797,0.76044,0.203,0.196667,0.600333,0.32129,0.377337,0.380038,-0.002701,0.056047,0.406271,0.406271,0.393596
linear_dqn,full_raw_proxy,0,reversal,700,3700,0.05,0.95,0.514667,0.536667,0.808333,0.758737,0.191667,0.0,0.808333,0.325522,0.368907,0.375586,-0.006679,0.043385,0.195673,0.195673,0.0
linear_dqn,full_raw_proxy,0,reversal,800,3800,0.05,0.95,0.494667,0.516667,0.849667,0.756914,0.150333,0.093667,0.756,0.338001,0.369922,0.378402,-0.00848,0.031921,-0.096085,0.096085,0.193793
linear_dqn,full_raw_proxy,0,reversal,900,3900,0.05,0.95,0.498,0.52,0.842,0.754388,0.158,0.0,0.842,0.356171,0.36869,0.386064,-0.017374,0.012518,-0.301335,0.301335,0.0
linear_dqn,full_raw_proxy,0,reversal,1000,4000,0.05,0.95,0.454667,0.476667,0.517,0.752528,0.483,0.0,0.517,0.379693,0.377717,0.402498,-0.024781,-0.001976,-1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,reversal,1100,4100,0.05,0.95,0.418,0.44,0.557667,0.75417,0.442333,0.0,0.557667,0.392767,0.395245,0.427669,-0.032424,0.002477,-1.0,1.0,0.0
linear_dqn,full_raw_proxy,0,reversal,1200,4200,0.05,0.95,0.494667,0.516667,0.488333,0.754421,0.511667,0.047333,0.441,0.395916,0.40236,0.432385,-0.030025,0.006444,-1.0,1.0,0.096928
linear_dqn,full_raw_proxy,0,reversal,1300,4300,0.05,0.95,0.461333,0.483333,0.518667,0.756859,0.481333,0.157333,0.361333,0.38563,0.41256,0.433073,-0.020514,0.02693,-1.0,1.0,0.303342
linear_dqn,full_raw_proxy,0,reversal,1400,4400,0.05,0.95,0.471333,0.493333,0.551667,0.757714,0.448333,0.502667,0.049,0.372981,0.407351,0.425048,-0.017698,0.034369,-0.901475,0.901475,1.0
linear_dqn,full_raw_proxy,0,reversal,1500,4500,0.05,0.95,0.461333,0.483333,0.569,0.760734,0.431,0.469,0.1,0.343506,0.396297,0.412943,-0.016645,0.052791,-0.897917,0.897917,0.901923
linear_dqn,full_raw_proxy,0,extinction,1,4501,0.5,0.5,0.468,0.49,0.606667,0.760049,0.393333,0.448,0.158667,0.346759,0.395019,0.412761,-0.017743,0.048259,-0.789826,0.789826,0.89243
linear_dqn,full_raw_proxy,0,extinction,100,4600,0.5,0.5,0.484667,0.506667,0.646667,0.763541,0.353333,0.457333,0.189333,0.308858,0.377853,0.39501,-0.017156,0.068995,-0.712845,0.712845,0.906808
linear_dqn,full_raw_proxy,0,extinction,200,4700,0.5,0.5,0.494667,0.516667,0.688333,0.76567,0.311667,0.108333,0.58,0.286317,0.365961,0.385503,-0.019542,0.079644,-0.624166,0.624166,0.216378
linear_dqn,full_raw_proxy,0,extinction,300,4800,0.5,0.5,0.468,0.49,0.696667,0.765526,0.303333,0.050333,0.646333,0.287156,0.363983,0.386285,-0.022302,0.076827,-0.601852,0.601852,0.101478
linear_dqn,full_raw_proxy,0,extinction,400,4900,0.5,0.5,0.498,0.52,0.756,0.765951,0.244,0.089333,0.666667,0.288796,0.369772,0.388647,-0.018875,0.080976,-0.483807,0.483807,0.180229
linear_dqn,full_raw_proxy,0,extinction,500,5000,0.5,0.5,0.491333,0.513333,0.747667,0.767844,0.252333,0.094,0.653667,0.28089,0.373326,0.390131,-0.016806,0.092436,-0.502656,0.502656,0.188755
linear_dqn,full_raw_proxy,0,extinction,600,5100,0.5,0.5,0.461333,0.483333,0.700333,0.764922,0.299667,0.1,0.600333,0.29987,0.377575,0.390606,-0.013031,0.077706,-0.594184,0.594184,0.201748
linear_dqn,full_raw_proxy,0,extinction,700,5200,0.5,0.5,0.508,0.53,0.644333,0.763411,0.355667,0.143,0.501333,0.310164,0.379616,0.390866,-0.01125,0.069452,-0.692408,0.692408,0.294037
linear_dqn,full_raw_proxy,0,extinction,800,5300,0.5,0.5,0.524667,0.546667,0.713,0.765529,0.287,0.349333,0.363667,0.291653,0.379206,0.380176,-0.00097,0.087553,-0.584918,0.584918,0.685864
linear_dqn,full_raw_proxy,0,extinction,900,5400,0.5,0.5,0.454667,0.476667,0.593,0.760863,0.407,0.353,0.24,0.312047,0.3718,0.374355,-0.002555,0.059754,-0.808074,0.808074,0.711216
linear_dqn,full_raw_proxy,0,extinction,1000,5500,0.5,0.5,0.448,0.47,0.657,0.760184,0.343,0.346667,0.310333,0.309313,0.364825,0.367188,-0.002363,0.055511,-0.686916,0.686916,0.69241
linear_dqn,full_raw_proxy,0,extinction,1100,5600,0.5,0.5,0.551333,0.573333,0.656667,0.759012,0.343333,0.298333,0.358333,0.305608,0.352839,0.357424,-0.004585,0.047231,-0.692204,0.692204,0.591931
linear_dqn,full_raw_proxy,0,extinction,1200,5700,0.5,0.5,0.531333,0.553333,0.698333,0.759111,0.301667,0.243,0.455333,0.29721,0.342978,0.350237,-0.007259,0.045768,-0.600133,0.600133,0.488606
linear_dqn,full_raw_proxy,0,extinction,1300,5800,0.5,0.5,0.461333,0.483333,0.644,0.757326,0.356,0.143,0.501,0.298947,0.332447,0.343154,-0.010707,0.0335,-0.694408,0.694408,0.293434
linear_dqn,full_raw_proxy,0,extinction,1400,5900,0.5,0.5,0.484667,0.506667,0.591667,0.755539,0.408333,0.052667,0.539,0.3083,0.330483,0.343202,-0.012719,0.022183,-0.78576,0.78576,0.109646
linear_dqn,full_raw_proxy,0,extinction,1500,6000,0.5,0.5,0.508,0.53,0.750667,0.757377,0.249333,0.208,0.542667,0.294137,0.32711,0.338549,-0.011439,0.032973,-0.496021,0.496021,0.418231
linear_dqn,full_raw_proxy,1,acquisition,1,1,0.95,0.05,-0.022,0.0,0.842333,0.749468,0.157667,0.190667,0.651667,-0.004963,-0.015748,-0.004155,-0.011592,-0.010785,0.299178,0.299178,-0.403101
linear_dqn,full_raw_proxy,1,acquisition,100,100,0.95,0.05,0.478,0.5,0.301,0.74473,0.699,0.301,0.0,0.086656,0.059918,0.0584,0.001518,-0.026737,0.6,0.6,-0.6
linear_dqn,full_raw_proxy,1,acquisition,200,200,0.95,0.05,0.454667,0.476667,0.371,0.745747,0.629,0.371,0.0,0.17641,0.157998,0.152711,0.005288,-0.018411,0.70577,0.70577,-0.70577
linear_dqn,full_raw_proxy,1,acquisition,300,300,0.95,0.05,0.518,0.54,0.327,0.744773,0.673,0.327,0.0,0.286028,0.263239,0.257451,0.005788,-0.022789,0.713974,0.713974,-0.713974
linear_dqn,full_raw_proxy,1,acquisition,400,400,0.95,0.05,0.454667,0.476667,0.368333,0.747617,0.631667,0.368333,0.0,0.356224,0.345201,0.344384,0.000817,-0.011023,0.706522,0.706522,-0.706522
linear_dqn,full_raw_proxy,1,acquisition,500,500,0.95,0.05,0.474667,0.496667,0.396,0.749162,0.604,0.396,0.0,0.412716,0.410677,0.408471,0.002206,-0.002039,0.796247,0.796247,-0.796247
linear_dqn,full_raw_proxy,1,acquisition,600,600,0.95,0.05,0.448,0.47,0.470667,0.750767,0.529333,0.470667,0.0,0.435982,0.444626,0.439088,0.005538,0.008644,0.898219,0.898219,-0.898219
linear_dqn,full_raw_proxy,1,acquisition,700,700,0.95,0.05,0.508,0.53,0.475667,0.750192,0.524333,0.475667,0.0,0.462421,0.46699,0.462991,0.003999,0.004569,1.0,1.0,-1.0
linear_dqn,full_raw_proxy,1,acquisition,800,800,0.95,0.05,0.518,0.54,0.463667,0.751201,0.536333,0.372,0.091667,0.466156,0.473175,0.473536,-0.000361,0.007019,1.0,1.0,-0.802301
linear_dqn,full_raw_proxy,1,acquisition,900,900,0.95,0.05,0.511333,0.533333,0.477333,0.751026,0.522667,0.288,0.189333,0.464625,0.47124,0.470897,0.000343,0.006615,1.0,1.0,-0.603352
linear_dqn,full_raw_proxy,1,acquisition,1000,1000,0.95,0.05,0.451333,0.473333,0.519,0.753095,0.481,0.208,0.311,0.44627,0.463652,0.46393,-0.000279,0.017382,1.0,1.0,-0.400771
linear_dqn,full_raw_proxy,1,acquisition,1100,1100,0.95,0.05,0.491333,0.513333,0.496333,0.754312,0.503667,0.203,0.293333,0.436249,0.461297,0.459911,0.001386,0.025048,1.0,1.0,-0.408999
linear_dqn,full_raw_proxy,1,acquisition,1200,1200,0.95,0.05,0.488,0.51,0.491333,0.753552,0.508667,0.197333,0.294,0.428471,0.450014,0.447827,0.002187,0.021543,1.0,1.0,-0.401628
linear_dqn,full_raw_proxy,1,acquisition,1300,1300,0.95,0.05,0.464667,0.486667,0.51,0.754908,0.49,0.253333,0.256667,0.408068,0.437922,0.434311,0.003611,0.029854,1.0,1.0,-0.496732
linear_dqn,full_raw_proxy,1,acquisition,1400,1400,0.95,0.05,0.464667,0.486667,0.513333,0.755496,0.486667,0.409,0.104333,0.39444,0.429261,0.422992,0.006268,0.034821,1.0,1.0,-0.796753
linear_dqn,full_raw_proxy,1,acquisition,1500,1500,0.95,0.05,0.531333,0.553333,0.444,0.753915,0.556,0.444,0.0,0.396318,0.425826,0.414834,0.010992,0.029508,1.0,1.0,-1.0
linear_dqn,full_raw_proxy,1,acquisition,1600,1600,0.95,0.05,0.514667,0.536667,0.470333,0.755005,0.529667,0.470333,0.0,0.380993,0.413618,0.407008,0.00661,0.032625,1.0,1.0,-1.0
linear_dqn,full_raw_proxy,1,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.484,0.755684,0.516,0.484,0.0,0.370888,0.408317,0.400132,0.008185,0.037429,1.0,1.0,-1.0
linear_dqn,full_raw_proxy,1,acquisition,1800,1800,0.95,0.05,0.464667,0.486667,0.509,0.757241,0.491,0.307667,0.201333,0.358,0.402612,0.396554,0.006058,0.044612,1.0,1.0,-0.604453
linear_dqn,full_raw_proxy,1,acquisition,1900,1900,0.95,0.05,0.484667,0.506667,0.599,0.758711,0.401,0.250667,0.348333,0.343603,0.394523,0.391088,0.003435,0.05092,0.803071,0.803071,-0.500666
linear_dqn,full_raw_proxy,1,acquisition,2000,2000,0.95,0.05,0.514667,0.536667,0.468667,0.757624,0.531333,0.234333,0.234333,0.341891,0.387521,0.383525,0.003996,0.04563,1.0,1.0,-0.5
linear_dqn,full_raw_proxy,1,acquisition,2100,2100,0.95,0.05,0.444667,0.466667,0.536,0.7603,0.464,0.268333,0.267667,0.319247,0.379869,0.375674,0.004195,0.060622,1.0,1.0,-0.500622
linear_dqn,full_raw_proxy,1,acquisition,2200,2200,0.95,0.05,0.424667,0.446667,0.544333,0.760838,0.455667,0.219,0.325333,0.314689,0.376778,0.375117,0.001661,0.062089,1.0,1.0,-0.402327
linear_dqn,full_raw_proxy,1,acquisition,2300,2300,0.95,0.05,0.464667,0.486667,0.610667,0.761542,0.389333,0.407667,0.203,0.315445,0.38586,0.377932,0.007928,0.070415,0.79836,0.79836,-0.402133
linear_dqn,full_raw_proxy,1,acquisition,2400,2400,0.95,0.05,0.498,0.52,0.535,0.761068,0.465,0.345,0.19,0.318512,0.385809,0.378999,0.006811,0.067298,0.895954,0.895954,-0.500943
linear_dqn,full_raw_proxy,1,acquisition,2500,2500,0.95,0.05,0.454667,0.476667,0.519,0.762305,0.481,0.413333,0.105667,0.308437,0.384896,0.375418,0.009478,0.076459,1.0,1.0,-0.796403
linear_dqn,full_raw_proxy,1,acquisition,2600,2600,0.95,0.05,0.521333,0.543333,0.462667,0.759788,0.537333,0.322,0.140667,0.336471,0.39767,0.390914,0.006756,0.061199,1.0,1.0,-0.695965
linear_dqn,full_raw_proxy,1,acquisition,2700,2700,0.95,0.05,0.481333,0.503333,0.499333,0.761814,0.500667,0.3,0.199333,0.326106,0.39702,0.393103,0.003917,0.070913,1.0,1.0,-0.600801
linear_dqn,full_raw_proxy,1,acquisition,2800,2800,0.95,0.05,0.478,0.5,0.501,0.763196,0.499,0.248667,0.252333,0.325167,0.403229,0.400452,0.002777,0.078062,1.0,1.0,-0.496341
linear_dqn,full_raw_proxy,1,acquisition,2900,2900,0.95,0.05,0.538,0.56,0.447667,0.761501,0.552333,0.222667,0.225,0.343812,0.411392,0.410632,0.00076,0.06758,1.0,1.0,-0.497394
linear_dqn,full_raw_proxy,1,acquisition,3000,3000,0.95,0.05,0.478,0.5,0.546,0.76559,0.454,0.195667,0.350333,0.313405,0.401314,0.404885,-0.00357,0.08791,0.896643,0.896643,-0.396354
linear_dqn,full_raw_proxy,1,reversal,1,3001,0.05,0.95,0.458,0.48,0.532667,0.764958,0.467333,0.189667,0.343,0.318209,0.40275,0.406176,-0.003425,0.084541,0.898142,0.898142,-0.395413
linear_dqn,full_raw_proxy,1,reversal,100,3100,0.05,0.95,0.491333,0.513333,0.656667,0.768446,0.343333,0.153,0.503667,0.294604,0.397158,0.40309,-0.005931,0.102555,0.69736,0.69736,-0.301379
linear_dqn,full_raw_proxy,1,reversal,200,3200,0.05,0.95,0.538,0.56,0.779333,0.772289,0.220667,0.213333,0.566,0.261894,0.385218,0.392175,-0.006956,0.123324,0.49887,0.49887,-0.202822
linear_dqn,full_raw_proxy,1,reversal,300,3300,0.05,0.95,0.471333,0.493333,0.691333,0.765952,0.308667,0.346667,0.344667,0.296215,0.387753,0.387806,-5.4e-05,0.091537,0.602081,0.602081,-0.096293
linear_dqn,full_raw_proxy,1,reversal,400,3400,0.05,0.95,0.491333,0.513333,0.805333,0.766889,0.194667,0.350333,0.455,0.28189,0.37812,0.377244,0.000876,0.096229,0.401651,0.401651,-0.093935
linear_dqn,full_raw_proxy,1,reversal,500,3500,0.05,0.95,0.504667,0.526667,0.810667,0.76498,0.189333,0.504,0.306667,0.277445,0.36287,0.360443,0.002427,0.085425,0.396925,0.396925,-0.203396
linear_dqn,full_raw_proxy,1,reversal,600,3600,0.05,0.95,0.501333,0.523333,0.854667,0.762075,0.145333,0.710333,0.144333,0.279413,0.3494,0.344395,0.005005,0.069987,0.302358,0.302358,-0.602635
linear_dqn,full_raw_proxy,1,reversal,700,3700,0.05,0.95,0.498,0.52,0.854,0.758161,0.146,0.515,0.339,0.289639,0.336038,0.333368,0.002671,0.046399,0.301031,0.301031,-1.0
linear_dqn,full_raw_proxy,1,reversal,800,3800,0.05,0.95,0.474667,0.496667,0.849667,0.756771,0.150333,0.496667,0.353,0.294127,0.333941,0.329304,0.004637,0.039815,0.102667,0.102667,-0.803991
linear_dqn,full_raw_proxy,1,reversal,900,3900,0.05,0.95,0.498,0.52,0.746333,0.753689,0.253667,0.553,0.193333,0.314374,0.340982,0.331531,0.009451,0.026608,-0.299801,0.299801,-0.101583
linear_dqn,full_raw_proxy,1,reversal,1000,4000,0.05,0.95,0.484667,0.506667,0.541,0.753597,0.459,0.492667,0.048333,0.333273,0.362234,0.349102,0.013133,0.028961,-0.900589,0.900589,0.802016
linear_dqn,full_raw_proxy,1,reversal,1100,4100,0.05,0.95,0.464667,0.486667,0.509,0.754421,0.491,0.509,0.0,0.354491,0.392832,0.373397,0.019435,0.03834,-1.0,1.0,1.0
linear_dqn,full_raw_proxy,1,reversal,1200,4200,0.05,0.95,0.488,0.51,0.494333,0.754919,0.505667,0.494333,0.0,0.373146,0.417381,0.394417,0.022964,0.044235,-1.0,1.0,1.0
linear_dqn,full_raw_proxy,1,reversal,1300,4300,0.05,0.95,0.514667,0.536667,0.522667,0.755406,0.477333,0.430667,0.092,0.38103,0.432979,0.403864,0.029114,0.051949,-0.900063,0.900063,0.704179
linear_dqn,full_raw_proxy,1,reversal,1400,4400,0.05,0.95,0.491333,0.513333,0.539333,0.756476,0.460667,0.248333,0.291,0.378013,0.437789,0.406959,0.03083,0.059776,-0.89857,0.89857,0.301442
linear_dqn,full_raw_proxy,1,reversal,1500,4500,0.05,0.95,0.438,0.46,0.535667,0.760987,0.464333,0.162667,0.373,0.348805,0.430821,0.405246,0.025575,0.082016,-1.0,1.0,0.303671
linear_dqn,full_raw_proxy,1,extinction,1,4501,0.5,0.5,0.468,0.49,0.498667,0.758919,0.501333,0.158667,0.34,0.358568,0.43029,0.403118,0.027173,0.071722,-1.0,1.0,0.318182
linear_dqn,full_raw_proxy,1,extinction,100,4600,0.5,0.5,0.451333,0.473333,0.65,0.762482,0.35,0.146,0.504,0.336424,0.425204,0.403301,0.021902,0.088779,-0.705645,0.705645,-0.294355
linear_dqn,full_raw_proxy,1,extinction,200,4700,0.5,0.5,0.481333,0.503333,0.689333,0.764627,0.310667,0.251,0.438333,0.322098,0.425326,0.400658,0.024668,0.103228,-0.605195,0.605195,-0.29549
linear_dqn,full_raw_proxy,1,extinction,300,4800,0.5,0.5,0.478,0.5,0.705,0.767845,0.295,0.191333,0.513667,0.300037,0.420071,0.397736,0.022335,0.120033,-0.60658,0.60658,-0.39342
linear_dqn,full_raw_proxy,1,extinction,400,4900,0.5,0.5,0.488,0.51,0.696667,0.768014,0.303333,0.203,0.493667,0.296683,0.415536,0.395702,0.019833,0.118853,-0.599078,0.599078,-0.400922
linear_dqn,full_raw_proxy,1,extinction,500,5000,0.5,0.5,0.458,0.48,0.758,0.769433,0.242,0.239333,0.518667,0.286656,0.408981,0.394959,0.014022,0.122325,-0.50277,0.50277,-0.49723
linear_dqn,full_raw_proxy,1,extinction,600,5100,0.5,0.5,0.484667,0.506667,0.697333,0.766398,0.302667,0.199667,0.497667,0.302586,0.403123,0.394449,0.008674,0.100537,-0.602522,0.602522,-0.397478
linear_dqn,full_raw_proxy,1,extinction,700,5200,0.5,0.5,0.418,0.44,0.701,0.766204,0.299,0.203667,0.497333,0.301807,0.398613,0.392492,0.00612,0.096806,-0.594828,0.594828,-0.405172
linear_dqn,full_raw_proxy,1,extinction,800,5300,0.5,0.5,0.454667,0.476667,0.655,0.763866,0.345,0.150333,0.504667,0.310969,0.39199,0.388295,0.003695,0.081021,-0.696501,0.696501,-0.303499
linear_dqn,full_raw_proxy,1,extinction,900,5400,0.5,0.5,0.484667,0.506667,0.702333,0.763926,0.297667,0.189,0.513333,0.301223,0.38298,0.377957,0.005022,0.081757,-0.611644,0.611644,-0.388356
linear_dqn,full_raw_proxy,1,extinction,1000,5500,0.5,0.5,0.494667,0.516667,0.595,0.760421,0.405,0.098667,0.496333,0.30983,0.368847,0.36795,0.000897,0.059016,-0.804103,0.804103,-0.195897
linear_dqn,full_raw_proxy,1,extinction,1100,5600,0.5,0.5,0.508,0.53,0.612667,0.758951,0.387333,0.099,0.513667,0.307118,0.356828,0.357076,-0.000249,0.04971,-0.796436,0.796436,-0.203564
linear_dqn,full_raw_proxy,1,extinction,1200,5700,0.5,0.5,0.498,0.52,0.667,0.758967,0.333,0.145667,0.521333,0.303967,0.351428,0.354803,-0.003375,0.047461,-0.695682,0.695682,-0.304318
linear_dqn,full_raw_proxy,1,extinction,1300,5800,0.5,0.5,0.474667,0.496667,0.501,0.755769,0.499,0.0,0.501,0.31557,0.346469,0.348264,-0.001795,0.030899,-1.0,1.0,0.0
linear_dqn,full_raw_proxy,1,extinction,1400,5900,0.5,0.5,0.481333,0.503333,0.555667,0.754716,0.444333,0.054667,0.501,0.324966,0.349241,0.352121,-0.00288,0.024274,-0.890448,0.890448,-0.109552
linear_dqn,full_raw_proxy,1,extinction,1500,6000,0.5,0.5,0.451333,0.473333,0.701667,0.756037,0.298333,0.201333,0.500333,0.321045,0.354974,0.353919,0.001055,0.03393,-0.597065,0.597065,-0.402935
