agent_type,feature_condition,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,abs_proxy_dependence,proxy_action_dependence
linear_dqn,proxy_interaction_only,6,reversal,800,3800,0.05,0.95,0.481333,0.503333,0.654333,0.754597,0.345667,0.0,0.654333,0.47818,0.488299,0.518117,-0.029818,0.010119,-0.103844,0.103844,0.0
linear_dqn,proxy_interaction_only,6,reversal,900,3900,0.05,0.95,0.511333,0.533333,0.646,0.757133,0.354,0.281,0.365,0.469778,0.496667,0.522824,-0.026157,0.026889,-0.099559,0.099559,0.6
linear_dqn,proxy_interaction_only,6,reversal,1000,4000,0.05,0.95,0.508,0.53,0.790667,0.76364,0.209333,0.285667,0.505,0.429561,0.495427,0.516631,-0.021204,0.065866,-0.39873,0.39873,0.601404
linear_dqn,proxy_interaction_only,6,reversal,1100,4100,0.05,0.95,0.481333,0.503333,0.796,0.763637,0.204,0.246333,0.549667,0.411957,0.480278,0.49782,-0.017542,0.068321,-0.404227,0.404227,0.497308
linear_dqn,proxy_interaction_only,6,reversal,1200,4200,0.05,0.95,0.488,0.51,0.751,0.76558,0.249,0.100333,0.650667,0.380429,0.460522,0.477966,-0.017443,0.080093,-0.299001,0.299001,0.200801
linear_dqn,proxy_interaction_only,6,reversal,1300,4300,0.05,0.95,0.454667,0.476667,0.708333,0.764161,0.291667,0.264,0.444333,0.367526,0.443396,0.455687,-0.012291,0.07587,-0.202778,0.202778,0.499369
linear_dqn,proxy_interaction_only,6,reversal,1400,4400,0.05,0.95,0.468,0.49,0.648667,0.763035,0.351333,0.304667,0.344,0.359971,0.430824,0.441734,-0.010909,0.070854,-0.097071,0.097071,0.599344
linear_dqn,proxy_interaction_only,6,reversal,1500,4500,0.05,0.95,0.541333,0.563333,0.649,0.761797,0.351,0.224333,0.424667,0.358044,0.423756,0.433318,-0.009562,0.065712,-0.107367,0.107367,0.506396
linear_dqn,proxy_interaction_only,6,extinction,1,4501,0.5,0.5,0.468,0.49,0.645,0.761858,0.355,0.249667,0.395333,0.352895,0.418941,0.427556,-0.008614,0.066046,-0.098,0.098,0.499333
linear_dqn,proxy_interaction_only,6,extinction,100,4600,0.5,0.5,0.474667,0.496667,0.796667,0.763888,0.203333,0.401667,0.395,0.333128,0.42383,0.411366,0.012464,0.090702,-0.404509,0.404509,0.807641
linear_dqn,proxy_interaction_only,6,extinction,200,4700,0.5,0.5,0.534667,0.556667,0.859667,0.76809,0.140333,0.553667,0.306,0.304332,0.425524,0.39963,0.025895,0.121192,-0.284076,0.284076,0.482115
linear_dqn,proxy_interaction_only,6,extinction,300,4800,0.5,0.5,0.494667,0.516667,0.853333,0.767014,0.146667,0.464667,0.388667,0.314666,0.428585,0.401807,0.026778,0.113919,-0.306407,0.306407,0.891304
linear_dqn,proxy_interaction_only,6,extinction,400,4900,0.5,0.5,0.444667,0.466667,0.909333,0.766546,0.090667,0.403,0.506333,0.315903,0.425076,0.399736,0.02534,0.109173,-0.183042,0.183042,0.798547
linear_dqn,proxy_interaction_only,6,extinction,500,5000,0.5,0.5,0.451333,0.473333,0.898667,0.764499,0.101333,0.550333,0.348333,0.321586,0.422338,0.391394,0.030943,0.100751,-0.203481,0.203481,0.526939
linear_dqn,proxy_interaction_only,6,extinction,600,5100,0.5,0.5,0.514667,0.536667,0.896667,0.760155,0.103333,0.552,0.344667,0.332186,0.404601,0.379233,0.025368,0.072415,-0.205707,0.205707,0.525163
linear_dqn,proxy_interaction_only,6,extinction,700,5200,0.5,0.5,0.481333,0.503333,0.702667,0.756171,0.297333,0.299333,0.403333,0.347123,0.395948,0.373054,0.022894,0.048825,0.010235,0.010235,0.60228
linear_dqn,proxy_interaction_only,6,extinction,800,5300,0.5,0.5,0.521333,0.543333,0.749667,0.753836,0.250333,0.497333,0.252333,0.356193,0.390825,0.369797,0.021028,0.034632,0.092004,0.092004,0.195982
linear_dqn,proxy_interaction_only,6,extinction,900,5400,0.5,0.5,0.461333,0.483333,0.655,0.752166,0.345,0.353,0.302,0.360209,0.383852,0.365863,0.017989,0.023643,0.104301,0.104301,0.295023
linear_dqn,proxy_interaction_only,6,extinction,1000,5500,0.5,0.5,0.488,0.51,0.601,0.751471,0.399,0.352,0.249,0.360428,0.38096,0.36214,0.01882,0.020532,-0.003872,0.003872,0.304546
linear_dqn,proxy_interaction_only,6,extinction,1100,5600,0.5,0.5,0.461333,0.483333,0.610333,0.752116,0.389667,0.415,0.195333,0.356072,0.381393,0.360537,0.020856,0.025321,2.2e-05,2.2e-05,0.19188
linear_dqn,proxy_interaction_only,6,extinction,1200,5700,0.5,0.5,0.468,0.49,0.606667,0.752191,0.393333,0.405,0.201667,0.351882,0.375017,0.358022,0.016995,0.023135,-0.018038,0.018038,0.205626
linear_dqn,proxy_interaction_only,6,extinction,1300,5800,0.5,0.5,0.531333,0.553333,0.603667,0.750247,0.396333,0.507333,0.096333,0.358493,0.373281,0.353194,0.020087,0.014787,-0.196034,0.196034,0.000235
linear_dqn,proxy_interaction_only,6,extinction,1400,5900,0.5,0.5,0.551333,0.573333,0.641667,0.750841,0.358333,0.545,0.096667,0.355772,0.375097,0.353219,0.021878,0.019325,-0.295381,0.295381,0.103836
linear_dqn,proxy_interaction_only,6,extinction,1500,6000,0.5,0.5,0.484667,0.506667,0.661333,0.751708,0.338667,0.366,0.295333,0.348573,0.369541,0.351851,0.01769,0.020968,-0.291771,0.291771,0.508631
linear_dqn,proxy_interaction_only,7,acquisition,1,1,0.95,0.05,-0.022,0.0,1.0,0.757571,0.0,0.401,0.599,-0.038475,0.000619,0.002957,-0.002337,0.039094,0.0,0.0,0.197912
linear_dqn,proxy_interaction_only,7,acquisition,100,100,0.95,0.05,0.488,0.51,0.451,0.746557,0.549,0.256,0.195,0.0465,0.030201,0.027584,0.002617,-0.0163,-0.106996,0.106996,0.503607
linear_dqn,proxy_interaction_only,7,acquisition,200,200,0.95,0.05,0.504667,0.526667,0.598667,0.745771,0.401333,0.358667,0.24,0.120527,0.099791,0.099028,0.000763,-0.020736,0.200721,0.200721,0.307037
linear_dqn,proxy_interaction_only,7,acquisition,300,300,0.95,0.05,0.478,0.5,0.548667,0.746283,0.451333,0.198667,0.35,0.186454,0.164405,0.169827,-0.005422,-0.022049,0.100561,0.100561,0.400538
linear_dqn,proxy_interaction_only,7,acquisition,400,400,0.95,0.05,0.511333,0.533333,0.543333,0.746742,0.456667,0.266,0.277333,0.253293,0.236263,0.23823,-0.001968,-0.017031,0.097745,0.097745,0.497817
linear_dqn,proxy_interaction_only,7,acquisition,500,500,0.95,0.05,0.474667,0.496667,0.649667,0.747948,0.350333,0.247,0.402667,0.307777,0.298361,0.298184,0.000177,-0.009416,0.099073,0.099073,0.496649
linear_dqn,proxy_interaction_only,7,acquisition,600,600,0.95,0.05,0.441333,0.463333,0.601,0.748855,0.399,0.601,0.0,0.342688,0.343338,0.335191,0.008147,0.00065,-0.00188,0.00188,0.00188
linear_dqn,proxy_interaction_only,7,acquisition,700,700,0.95,0.05,0.484667,0.506667,0.599,0.74953,0.401,0.55,0.049,0.379402,0.380775,0.376939,0.003836,0.001372,-0.002291,0.002291,0.101481
linear_dqn,proxy_interaction_only,7,acquisition,800,800,0.95,0.05,0.541333,0.563333,0.604,0.749674,0.396,0.604,0.0,0.406856,0.414049,0.40254,0.011509,0.007193,0.005222,0.005222,-0.005222
linear_dqn,proxy_interaction_only,7,acquisition,900,900,0.95,0.05,0.478,0.5,0.703667,0.751589,0.296333,0.703667,0.0,0.403072,0.418749,0.409678,0.00907,0.015676,-0.00279,0.00279,0.00279
linear_dqn,proxy_interaction_only,7,acquisition,1000,1000,0.95,0.05,0.474667,0.496667,0.599667,0.751148,0.400333,0.599667,0.0,0.420576,0.4318,0.425863,0.005937,0.011224,-0.001471,0.001471,0.001471
linear_dqn,proxy_interaction_only,7,acquisition,1100,1100,0.95,0.05,0.421333,0.443333,0.644333,0.751604,0.355667,0.224667,0.419667,0.416244,0.424653,0.426746,-0.002093,0.008409,-0.099816,0.099816,0.500371
linear_dqn,proxy_interaction_only,7,acquisition,1200,1200,0.95,0.05,0.464667,0.486667,0.654667,0.752047,0.345333,0.404667,0.25,0.419489,0.434182,0.430642,0.00354,0.014693,-0.09289,0.09289,0.198933
linear_dqn,proxy_interaction_only,7,acquisition,1300,1300,0.95,0.05,0.478,0.5,0.649333,0.751532,0.350667,0.447667,0.201667,0.424852,0.436232,0.43378,0.002452,0.011381,-0.102807,0.102807,-0.10025
linear_dqn,proxy_interaction_only,7,acquisition,1400,1400,0.95,0.05,0.441333,0.463333,0.591667,0.752004,0.408333,0.24,0.351667,0.418414,0.430389,0.430755,-0.000367,0.011975,-0.197208,0.197208,0.301287
linear_dqn,proxy_interaction_only,7,acquisition,1500,1500,0.95,0.05,0.501333,0.523333,0.698333,0.751378,0.301667,0.358,0.340333,0.432456,0.442941,0.440647,0.002294,0.010485,0.001955,0.001955,0.291942
linear_dqn,proxy_interaction_only,7,acquisition,1600,1600,0.95,0.05,0.541333,0.563333,0.746,0.752121,0.254,0.310333,0.435667,0.435839,0.448782,0.449163,-0.000382,0.012943,0.097228,0.097228,0.199219
linear_dqn,proxy_interaction_only,7,acquisition,1700,1700,0.95,0.05,0.481333,0.503333,0.701667,0.751513,0.298333,0.35,0.351667,0.430329,0.441327,0.439513,0.001814,0.010998,-0.002538,0.002538,0.310267
linear_dqn,proxy_interaction_only,7,acquisition,1800,1800,0.95,0.05,0.448,0.47,0.689667,0.751664,0.310333,0.337,0.352667,0.424762,0.434922,0.435491,-0.000569,0.010159,0.005512,0.005512,0.282987
linear_dqn,proxy_interaction_only,7,acquisition,1900,1900,0.95,0.05,0.481333,0.503333,0.847667,0.753354,0.152333,0.308,0.539667,0.419576,0.442763,0.43725,0.005513,0.023187,0.298693,0.298693,0.603922
linear_dqn,proxy_interaction_only,7,acquisition,2000,2000,0.95,0.05,0.458,0.48,0.750667,0.752318,0.249333,0.552,0.198667,0.412176,0.433192,0.422622,0.01057,0.021016,0.095688,0.095688,0.101815
linear_dqn,proxy_interaction_only,7,acquisition,2100,2100,0.95,0.05,0.514667,0.536667,0.700333,0.751959,0.299667,0.403667,0.296667,0.417425,0.429896,0.429444,0.000452,0.012471,0.000173,0.000173,0.195309
linear_dqn,proxy_interaction_only,7,acquisition,2200,2200,0.95,0.05,0.501333,0.523333,0.698,0.750845,0.302,0.352,0.346,0.410887,0.414953,0.417619,-0.002667,0.004065,-0.000313,0.000313,0.103428
linear_dqn,proxy_interaction_only,7,acquisition,2300,2300,0.95,0.05,0.441333,0.463333,0.698333,0.752076,0.301667,0.184667,0.513667,0.386224,0.395318,0.400439,-0.005121,0.009094,0.006934,0.006934,0.397133
linear_dqn,proxy_interaction_only,7,acquisition,2400,2400,0.95,0.05,0.514667,0.536667,0.65,0.749458,0.35,0.261333,0.388667,0.411598,0.408878,0.411037,-0.002159,-0.002721,-0.101019,0.101019,0.30121
linear_dqn,proxy_interaction_only,7,acquisition,2500,2500,0.95,0.05,0.488,0.51,0.656667,0.75065,0.343333,0.308667,0.348,0.399888,0.402436,0.406289,-0.003852,0.002548,-0.095663,0.095663,0.406353
linear_dqn,proxy_interaction_only,7,acquisition,2600,2600,0.95,0.05,0.471333,0.493333,0.647,0.749856,0.353,0.246,0.401,0.395635,0.392572,0.39853,-0.005958,-0.003064,-0.10273,0.10273,0.302616
linear_dqn,proxy_interaction_only,7,acquisition,2700,2700,0.95,0.05,0.481333,0.503333,0.700667,0.751758,0.299333,0.348667,0.352,0.384593,0.39475,0.396152,-0.001402,0.010157,-0.007864,0.007864,0.29994
linear_dqn,proxy_interaction_only,7,acquisition,2800,2800,0.95,0.05,0.468,0.49,0.748667,0.75139,0.251333,0.293667,0.455,0.386817,0.394339,0.396821,-0.002482,0.007522,0.099848,0.099848,0.394123
linear_dqn,proxy_interaction_only,7,acquisition,2900,2900,0.95,0.05,0.528,0.55,0.598667,0.749468,0.401333,0.269333,0.329333,0.404154,0.401773,0.403894,-0.002122,-0.002381,-0.003459,0.003459,0.495402
linear_dqn,proxy_interaction_only,7,acquisition,3000,3000,0.95,0.05,0.468,0.49,0.851333,0.751492,0.148667,0.396667,0.454667,0.386099,0.396008,0.395428,0.00058,0.009909,0.302168,0.302168,0.200745
linear_dqn,proxy_interaction_only,7,reversal,1,3001,0.05,0.95,0.434667,0.456667,0.842333,0.750987,0.157667,0.457333,0.385,0.398196,0.406322,0.404354,0.001968,0.008126,0.290184,0.290184,0.100148
linear_dqn,proxy_interaction_only,7,reversal,100,3100,0.05,0.95,0.444667,0.466667,0.838,0.749335,0.162,0.214667,0.623333,0.408371,0.402016,0.408171,-0.006154,-0.006355,0.302993,0.302993,0.401496
linear_dqn,proxy_interaction_only,7,reversal,200,3200,0.05,0.95,0.498,0.52,0.502667,0.748005,0.497333,0.096667,0.406,0.404527,0.388918,0.397372,-0.008454,-0.015609,-0.002199,0.002199,0.200692
linear_dqn,proxy_interaction_only,7,reversal,300,3300,0.05,0.95,0.468,0.49,0.499333,0.747874,0.500667,0.101333,0.398,0.413854,0.399685,0.404812,-0.005127,-0.014169,0.000643,0.000643,0.199083
linear_dqn,proxy_interaction_only,7,reversal,400,3400,0.05,0.95,0.544667,0.566667,0.481333,0.746278,0.518667,0.139667,0.341667,0.428991,0.403972,0.413501,-0.00953,-0.02502,-0.188833,0.188833,0.094201
linear_dqn,proxy_interaction_only,7,reversal,500,3500,0.05,0.95,0.441333,0.463333,0.554667,0.746092,0.445333,0.098667,0.456,0.470539,0.444396,0.454921,-0.010526,-0.026144,-0.097792,0.097792,-0.001178
linear_dqn,proxy_interaction_only,7,reversal,600,3600,0.05,0.95,0.521333,0.543333,0.545,0.747617,0.455,0.098,0.447,0.477171,0.463252,0.468861,-0.00561,-0.013919,-0.096484,0.096484,-0.003006
linear_dqn,proxy_interaction_only,7,reversal,700,3700,0.05,0.95,0.441333,0.463333,0.551667,0.751502,0.448333,0.153333,0.398333,0.477738,0.488792,0.490057,-0.001265,0.011054,-0.101144,0.101144,0.095946
linear_dqn,proxy_interaction_only,7,reversal,800,3800,0.05,0.95,0.478,0.5,0.653,0.755376,0.347,0.355667,0.297333,0.460275,0.491072,0.497225,-0.006153,0.030797,-0.106225,0.106225,0.705688
linear_dqn,proxy_interaction_only,7,reversal,900,3900,0.05,0.95,0.458,0.48,0.657,0.760288,0.343,0.0,0.657,0.429408,0.479273,0.497076,-0.017803,0.049865,-0.101338,0.101338,0.0
linear_dqn,proxy_interaction_only,7,reversal,1000,4000,0.05,0.95,0.528,0.55,0.644667,0.758778,0.355333,0.089333,0.555333,0.423439,0.463862,0.484114,-0.020252,0.040423,-0.093203,0.093203,0.196625
linear_dqn,proxy_interaction_only,7,reversal,1100,4100,0.05,0.95,0.461333,0.483333,0.704333,0.763674,0.295667,0.100333,0.604,0.378212,0.449147,0.463571,-0.014424,0.070935,-0.197781,0.197781,0.195075
linear_dqn,proxy_interaction_only,7,reversal,1200,4200,0.05,0.95,0.481333,0.503333,0.8,0.762522,0.2,0.150667,0.649333,0.363994,0.429793,0.44213,-0.012337,0.065799,-0.399467,0.399467,0.301736
linear_dqn,proxy_interaction_only,7,reversal,1300,4300,0.05,0.95,0.484667,0.506667,0.799667,0.762147,0.200333,0.05,0.749667,0.343073,0.401559,0.421946,-0.020387,0.058487,-0.39775,0.39775,0.100739
linear_dqn,proxy_interaction_only,7,reversal,1400,4400,0.05,0.95,0.471333,0.493333,0.801333,0.761096,0.198667,0.050333,0.751,0.328178,0.382419,0.400402,-0.017982,0.054241,-0.405442,0.405442,0.098693
linear_dqn,proxy_interaction_only,7,reversal,1500,4500,0.05,0.95,0.498,0.52,0.696,0.760411,0.304,0.049333,0.646667,0.317032,0.37046,0.384212,-0.013752,0.053428,-0.202917,0.202917,0.102493
linear_dqn,proxy_interaction_only,7,extinction,1,4501,0.5,0.5,0.514667,0.536667,0.709667,0.761063,0.290333,0.05,0.659667,0.309027,0.366142,0.379416,-0.013273,0.057115,-0.193718,0.193718,0.096962
linear_dqn,proxy_interaction_only,7,extinction,100,4600,0.5,0.5,0.521333,0.543333,0.691667,0.760752,0.308333,0.049333,0.642333,0.307423,0.359803,0.377858,-0.018055,0.05238,-0.197488,0.197488,0.099396
linear_dqn,proxy_interaction_only,7,extinction,200,4700,0.5,0.5,0.421333,0.443333,0.848667,0.766589,0.151333,0.0,0.848667,0.282609,0.355472,0.389044,-0.033573,0.072862,-0.306136,0.306136,0.0
linear_dqn,proxy_interaction_only,7,extinction,300,4800,0.5,0.5,0.441333,0.463333,0.855,0.769111,0.145,0.0,0.855,0.283012,0.363073,0.404974,-0.0419,0.080061,-0.295115,0.295115,0.0
linear_dqn,proxy_interaction_only,7,extinction,400,4900,0.5,0.5,0.474667,0.496667,0.844667,0.766713,0.155333,0.0,0.844667,0.303953,0.373051,0.409832,-0.036781,0.069098,-0.303188,0.303188,0.0
linear_dqn,proxy_interaction_only,7,extinction,500,5000,0.5,0.5,0.488,0.51,0.853667,0.764382,0.146333,0.155,0.698667,0.318253,0.37553,0.409222,-0.033692,0.057277,-0.292083,0.292083,-0.118714
linear_dqn,proxy_interaction_only,7,extinction,600,5100,0.5,0.5,0.484667,0.506667,0.9,0.761105,0.1,0.248333,0.651667,0.334433,0.373256,0.406085,-0.032829,0.038823,-0.19698,0.19698,-0.290453
linear_dqn,proxy_interaction_only,7,extinction,700,5200,0.5,0.5,0.444667,0.466667,0.901667,0.756752,0.098333,0.249,0.652667,0.353122,0.369923,0.399477,-0.029555,0.016801,-0.200136,0.200136,-0.304057
linear_dqn,proxy_interaction_only,7,extinction,800,5300,0.5,0.5,0.478,0.5,0.693,0.75107,0.307,0.201333,0.491667,0.376657,0.363137,0.392004,-0.028867,-0.013519,-0.002199,0.002199,-0.20055
linear_dqn,proxy_interaction_only,7,extinction,900,5400,0.5,0.5,0.508,0.53,0.595667,0.749176,0.404333,0.050667,0.545,0.387195,0.360842,0.393641,-0.032799,-0.026353,0.00109,0.00109,0.100066
linear_dqn,proxy_interaction_only,7,extinction,1000,5500,0.5,0.5,0.508,0.53,0.594333,0.750697,0.405667,0.104333,0.49,0.380403,0.365447,0.393471,-0.028024,-0.014956,-0.008517,0.008517,0.008784
linear_dqn,proxy_interaction_only,7,extinction,1100,5600,0.5,0.5,0.458,0.48,0.555333,0.749865,0.444667,0.0,0.555333,0.380242,0.361699,0.388457,-0.026757,-0.018543,0.106739,0.106739,0.0
linear_dqn,proxy_interaction_only,7,extinction,1200,5700,0.5,0.5,0.464667,0.486667,0.694333,0.751168,0.305667,0.0,0.694333,0.37275,0.361885,0.387515,-0.02563,-0.010865,-0.001668,0.001668,0.0
linear_dqn,proxy_interaction_only,7,extinction,1300,5800,0.5,0.5,0.491333,0.513333,0.606,0.750101,0.394,0.047667,0.558333,0.376441,0.362542,0.384253,-0.021711,-0.013899,0.001739,0.001739,0.096361
linear_dqn,proxy_interaction_only,7,extinction,1400,5900,0.5,0.5,0.481333,0.503333,0.598333,0.749436,0.401667,0.051,0.547333,0.378891,0.362395,0.382605,-0.020211,-0.016496,-0.006958,0.006958,0.105736
linear_dqn,proxy_interaction_only,7,extinction,1500,6000,0.5,0.5,0.444667,0.466667,0.515333,0.74791,0.484667,0.049667,0.465667,0.390114,0.365145,0.385915,-0.02077,-0.024969,0.000368,0.000368,0.098155
linear_dqn,proxy_interaction_only,8,acquisition,1,1,0.95,0.05,-0.015333,0.006667,0.698667,0.748806,0.301333,0.355333,0.343333,-0.016155,-0.02468,-0.021517,-0.003163,-0.008526,0.201467,0.201467,-0.696732
linear_dqn,proxy_interaction_only,8,acquisition,100,100,0.95,0.05,0.458,0.48,0.612333,0.746209,0.387667,0.366333,0.246,0.051783,0.028512,0.034043,-0.005531,-0.023271,0.39876,0.39876,-0.70134
linear_dqn,proxy_interaction_only,8,acquisition,200,200,0.95,0.05,0.494667,0.516667,0.693,0.747238,0.307,0.440667,0.252333,0.117154,0.103162,0.103435,-0.000273,-0.013991,0.601568,0.601568,-0.899932
linear_dqn,proxy_interaction_only,8,acquisition,300,300,0.95,0.05,0.494667,0.516667,0.501,0.746919,0.499,0.095333,0.405667,0.184605,0.168,0.170168,-0.002168,-0.016605,9e-05,9e-05,-0.199581
linear_dqn,proxy_interaction_only,8,acquisition,400,400,0.95,0.05,0.494667,0.516667,0.499667,0.746651,0.500333,0.049667,0.45,0.255478,0.236967,0.240235,-0.003268,-0.018511,-8e-06,8e-06,-0.100472
linear_dqn,proxy_interaction_only,8,acquisition,500,500,0.95,0.05,0.511333,0.533333,0.544,0.748196,0.456,0.199667,0.344333,0.315802,0.308439,0.30737,0.001069,-0.007363,0.099173,0.099173,-9.7e-05
linear_dqn,proxy_interaction_only,8,acquisition,600,600,0.95,0.05,0.461333,0.483333,0.494667,0.748342,0.505333,0.152667,0.342,0.361036,0.353947,0.353243,0.000704,-0.007089,0.000256,0.000256,-0.098062
linear_dqn,proxy_interaction_only,8,acquisition,700,700,0.95,0.05,0.471333,0.493333,0.555333,0.749217,0.444667,0.101,0.454333,0.396495,0.392259,0.393982,-0.001723,-0.004236,-0.098967,0.098967,-0.200264
linear_dqn,proxy_interaction_only,8,acquisition,800,800,0.95,0.05,0.441333,0.463333,0.546333,0.749593,0.453667,0.053667,0.492667,0.418247,0.416486,0.417684,-0.001199,-0.001762,-0.09992,0.09992,-0.101258
linear_dqn,proxy_interaction_only,8,acquisition,900,900,0.95,0.05,0.514667,0.536667,0.599667,0.749905,0.400333,0.107667,0.492,0.45308,0.454723,0.453448,0.001275,0.001644,-0.000452,0.000452,0.200372
linear_dqn,proxy_interaction_only,8,acquisition,1000,1000,0.95,0.05,0.468,0.49,0.602,0.750842,0.398,0.0,0.602,0.460836,0.46164,0.469142,-0.007503,0.000804,0.003171,0.003171,0.0
linear_dqn,proxy_interaction_only,8,acquisition,1100,1100,0.95,0.05,0.458,0.48,0.600667,0.752756,0.399333,0.0,0.600667,0.458181,0.468391,0.477241,-0.00885,0.01021,-0.004335,0.004335,0.0
linear_dqn,proxy_interaction_only,8,acquisition,1200,1200,0.95,0.05,0.468,0.49,0.552667,0.752162,0.447333,0.0,0.552667,0.462441,0.473128,0.476461,-0.003333,0.010686,-0.1017,0.1017,0.0
linear_dqn,proxy_interaction_only,8,acquisition,1300,1300,0.95,0.05,0.464667,0.486667,0.647,0.753084,0.353,0.452667,0.194333,0.454716,0.476712,0.470654,0.006058,0.021996,-0.10212,0.10212,-0.294749
linear_dqn,proxy_interaction_only,8,acquisition,1400,1400,0.95,0.05,0.484667,0.506667,0.600667,0.752072,0.399333,0.15,0.450667,0.445642,0.455966,0.459004,-0.003038,0.010324,-0.199998,0.199998,0.299003
linear_dqn,proxy_interaction_only,8,acquisition,1500,1500,0.95,0.05,0.484667,0.506667,0.645667,0.752313,0.354333,0.495333,0.150333,0.43602,0.453484,0.447967,0.005517,0.017464,-0.100782,0.100782,-0.193221
linear_dqn,proxy_interaction_only,8,acquisition,1600,1600,0.95,0.05,0.438,0.46,0.703333,0.753411,0.296667,0.055333,0.648,0.412657,0.426995,0.435109,-0.008115,0.014337,5.4e-05,5.4e-05,-0.103234
linear_dqn,proxy_interaction_only,8,acquisition,1700,1700,0.95,0.05,0.531333,0.553333,0.646667,0.751586,0.353333,0.322,0.324667,0.429691,0.441566,0.438887,0.002679,0.011875,0.101402,0.101402,-0.701525
linear_dqn,proxy_interaction_only,8,acquisition,1800,1800,0.95,0.05,0.501333,0.523333,0.798333,0.752104,0.201667,0.046667,0.751667,0.415938,0.422182,0.43188,-0.009698,0.006244,0.196483,0.196483,-0.096286
linear_dqn,proxy_interaction_only,8,acquisition,1900,1900,0.95,0.05,0.498,0.52,0.748667,0.752263,0.251333,0.145,0.603667,0.41331,0.424729,0.428105,-0.003376,0.01142,0.303952,0.303952,-0.300622
linear_dqn,proxy_interaction_only,8,acquisition,2000,2000,0.95,0.05,0.471333,0.493333,0.699667,0.751717,0.300333,0.0,0.699667,0.402514,0.408703,0.415604,-0.006901,0.006189,0.196429,0.196429,0.0
linear_dqn,proxy_interaction_only,8,acquisition,2100,2100,0.95,0.05,0.484667,0.506667,0.794333,0.752919,0.205667,0.255,0.539333,0.39501,0.411418,0.41283,-0.001411,0.016408,0.40459,0.40459,-0.303918
linear_dqn,proxy_interaction_only,8,acquisition,2200,2200,0.95,0.05,0.444667,0.466667,0.646667,0.751459,0.353333,0.0,0.646667,0.390789,0.39783,0.401642,-0.003812,0.007041,0.098246,0.098246,0.0
linear_dqn,proxy_interaction_only,8,acquisition,2300,2300,0.95,0.05,0.528,0.55,0.739667,0.75229,0.260333,0.0,0.739667,0.399455,0.408955,0.415963,-0.007008,0.0095,0.300163,0.300163,0.0
linear_dqn,proxy_interaction_only,8,acquisition,2400,2400,0.95,0.05,0.494667,0.516667,0.65,0.751294,0.35,0.346333,0.303667,0.397253,0.406789,0.405768,0.001021,0.009536,0.10135,0.10135,-0.306108
linear_dqn,proxy_interaction_only,8,acquisition,2500,2500,0.95,0.05,0.501333,0.523333,0.795,0.752302,0.205,0.589667,0.205333,0.398593,0.416968,0.410908,0.00606,0.018375,0.205383,0.205383,-0.601016
linear_dqn,proxy_interaction_only,8,acquisition,2600,2600,0.95,0.05,0.461333,0.483333,0.852333,0.752029,0.147667,0.660333,0.192,0.395438,0.414136,0.405115,0.009021,0.018698,0.304258,0.304258,-0.699863
linear_dqn,proxy_interaction_only,8,acquisition,2700,2700,0.95,0.05,0.494667,0.516667,0.748667,0.752143,0.251333,0.299333,0.449333,0.397112,0.410578,0.410284,0.000294,0.013465,0.096315,0.096315,-0.203894
linear_dqn,proxy_interaction_only,8,acquisition,2800,2800,0.95,0.05,0.474667,0.496667,0.854667,0.753429,0.145333,0.0,0.854667,0.384645,0.399087,0.407289,-0.008201,0.014443,0.291834,0.291834,0.0
linear_dqn,proxy_interaction_only,8,acquisition,2900,2900,0.95,0.05,0.488,0.51,0.749333,0.751641,0.250667,0.290667,0.458667,0.390603,0.39656,0.403224,-0.006664,0.005957,0.108054,0.108054,-0.598901
linear_dqn,proxy_interaction_only,8,acquisition,3000,3000,0.95,0.05,0.464667,0.486667,0.852667,0.753227,0.147333,0.461667,0.391,0.378287,0.392992,0.399478,-0.006486,0.014705,0.30274,0.30274,-0.899351
linear_dqn,proxy_interaction_only,8,reversal,1,3001,0.05,0.95,0.534667,0.556667,0.868,0.754028,0.132,0.498333,0.369667,0.365614,0.386196,0.390294,-0.004098,0.020581,0.294643,0.294643,-0.902778
linear_dqn,proxy_interaction_only,8,reversal,100,3100,0.05,0.95,0.478,0.5,0.850667,0.7524,0.149333,0.509,0.341667,0.385043,0.397141,0.400029,-0.002888,0.012097,0.304141,0.304141,-1.0
linear_dqn,proxy_interaction_only,8,reversal,200,3200,0.05,0.95,0.478,0.5,0.604,0.749668,0.396,0.2,0.404,0.389852,0.385347,0.390352,-0.005005,-0.004505,0.198879,0.198879,-0.396563
linear_dqn,proxy_interaction_only,8,reversal,300,3300,0.05,0.95,0.458,0.48,0.5,0.747659,0.5,0.246,0.254,0.402655,0.389769,0.39121,-0.001441,-0.012886,0.002671,0.002671,-0.302831
linear_dqn,proxy_interaction_only,8,reversal,400,3400,0.05,0.95,0.524667,0.546667,0.549667,0.749927,0.450333,0.354333,0.195333,0.388433,0.393744,0.386685,0.007059,0.005311,-0.105797,0.105797,-0.096334
