condition,ambiguity_level,reward_prob,cue_given_reward,eval_mode,seed,reward,goal_rate,causal_target_rate,SPI,CDS,causal_action_rate,spurious_action_rate,neutral_action_rate,Q_causal,Q_spurious,Q_neutral_mean,spurious_Q_advantage,causal_Q_advantage,spurious_vs_causal_Q
high_ambiguity,2.0,0.55,0.9,training_distribution,12,0.528,0.55,1.0,1.0,0.741505,0.0,1.0,0.0,0.668872,0.681335,0.593502,0.087833,0.075369,0.012464
high_ambiguity,2.0,0.55,0.9,decorrelated,12,0.528,0.55,1.0,1.0,0.741505,0.0,1.0,0.0,0.668872,0.681335,0.593502,0.087833,0.075369,0.012464
high_ambiguity,2.0,0.55,0.9,training_distribution,13,0.544,0.566,1.0,1.0,0.760578,0.0,1.0,0.0,0.632606,0.757891,0.653976,0.103915,-0.02137,0.125285
high_ambiguity,2.0,0.55,0.9,decorrelated,13,0.544,0.566,1.0,1.0,0.760578,0.0,1.0,0.0,0.632606,0.757891,0.653976,0.103915,-0.02137,0.125285
high_ambiguity,2.0,0.55,0.9,training_distribution,14,0.566,0.588,1.0,1.0,0.755988,0.0,0.0,1.0,0.646745,0.65273,0.691144,-0.038414,-0.044399,0.005985
high_ambiguity,2.0,0.55,0.9,decorrelated,14,0.566,0.588,1.0,1.0,0.755988,0.0,0.0,1.0,0.646745,0.65273,0.691144,-0.038414,-0.044399,0.005985
high_ambiguity,2.0,0.55,0.9,training_distribution,15,0.548,0.57,1.0,1.0,0.755928,0.0,1.0,0.0,0.678489,0.819377,0.651032,0.168345,0.027457,0.140888
high_ambiguity,2.0,0.55,0.9,decorrelated,15,0.548,0.57,1.0,1.0,0.755928,0.0,1.0,0.0,0.678489,0.819377,0.651032,0.168345,0.027457,0.140888
high_ambiguity,2.0,0.55,0.9,training_distribution,16,0.522,0.544,1.0,1.0,0.778432,0.0,0.0,1.0,0.543662,0.644743,0.727248,-0.082506,-0.183587,0.101081
high_ambiguity,2.0,0.55,0.9,decorrelated,16,0.522,0.544,1.0,1.0,0.778432,0.0,0.0,1.0,0.543662,0.644743,0.727248,-0.082506,-0.183587,0.101081
high_ambiguity,2.0,0.55,0.9,training_distribution,17,0.532,0.554,1.0,0.0,0.706641,1.0,0.0,0.0,0.823119,0.614194,0.598178,0.016016,0.224941,-0.208925
high_ambiguity,2.0,0.55,0.9,decorrelated,17,0.532,0.554,1.0,0.0,0.706641,1.0,0.0,0.0,0.823119,0.614194,0.598178,0.016016,0.224941,-0.208925
high_ambiguity,2.0,0.55,0.9,training_distribution,18,0.52,0.542,1.0,1.0,0.765057,0.0,0.0,1.0,0.560838,0.570395,0.673489,-0.103094,-0.112651,0.009557
high_ambiguity,2.0,0.55,0.9,decorrelated,18,0.52,0.542,1.0,1.0,0.765057,0.0,0.0,1.0,0.560838,0.570395,0.673489,-0.103094,-0.112651,0.009557
high_ambiguity,2.0,0.55,0.9,training_distribution,19,0.532,0.554,1.0,1.0,0.746335,0.0,0.0,1.0,0.690519,0.649061,0.681621,-0.03256,0.008898,-0.041457
high_ambiguity,2.0,0.55,0.9,decorrelated,19,0.532,0.554,1.0,1.0,0.746335,0.0,0.0,1.0,0.690519,0.649061,0.681621,-0.03256,0.008898,-0.041457
high_ambiguity,2.0,0.55,0.9,training_distribution,20,0.494,0.516,1.0,0.0,0.700085,1.0,0.0,0.0,0.862438,0.59612,0.619083,-0.022963,0.243355,-0.266318
high_ambiguity,2.0,0.55,0.9,decorrelated,20,0.494,0.516,1.0,0.0,0.700085,1.0,0.0,0.0,0.862438,0.59612,0.619083,-0.022963,0.243355,-0.266318
high_ambiguity,2.0,0.55,0.9,training_distribution,21,0.528,0.55,1.0,0.0,0.726638,1.0,0.0,0.0,0.758471,0.639938,0.635602,0.004337,0.122869,-0.118532
high_ambiguity,2.0,0.55,0.9,decorrelated,21,0.528,0.55,1.0,0.0,0.726638,1.0,0.0,0.0,0.758471,0.639938,0.635602,0.004337,0.122869,-0.118532
high_ambiguity,2.0,0.55,0.9,training_distribution,22,0.546,0.568,1.0,1.0,0.755871,0.0,0.0,1.0,0.668812,0.621174,0.732808,-0.111634,-0.063996,-0.047639
high_ambiguity,2.0,0.55,0.9,decorrelated,22,0.546,0.568,1.0,1.0,0.755871,0.0,0.0,1.0,0.668812,0.621174,0.732808,-0.111634,-0.063996,-0.047639
high_ambiguity,2.0,0.55,0.9,training_distribution,23,0.526,0.548,1.0,0.0,0.735915,1.0,0.0,0.0,0.706218,0.660125,0.617996,0.042129,0.088223,-0.046094
high_ambiguity,2.0,0.55,0.9,decorrelated,23,0.526,0.548,1.0,0.0,0.735915,1.0,0.0,0.0,0.706218,0.660125,0.617996,0.042129,0.088223,-0.046094
high_ambiguity,2.0,0.55,0.9,training_distribution,24,0.54,0.562,1.0,1.0,0.757171,0.0,0.0,1.0,0.606901,0.609156,0.662604,-0.053449,-0.055703,0.002254
high_ambiguity,2.0,0.55,0.9,decorrelated,24,0.54,0.562,1.0,1.0,0.757171,0.0,0.0,1.0,0.606901,0.609156,0.662604,-0.053449,-0.055703,0.002254
high_ambiguity,2.0,0.55,0.9,training_distribution,25,0.532,0.554,1.0,0.0,0.721094,1.0,0.0,0.0,0.751047,0.640296,0.578514,0.061782,0.172532,-0.11075
high_ambiguity,2.0,0.55,0.9,decorrelated,25,0.532,0.554,1.0,0.0,0.721094,1.0,0.0,0.0,0.751047,0.640296,0.578514,0.061782,0.172532,-0.11075
high_ambiguity,2.0,0.55,0.9,training_distribution,26,0.496,0.518,1.0,1.0,0.76323,0.0,1.0,0.0,0.546973,0.686355,0.582024,0.104331,-0.035051,0.139382
high_ambiguity,2.0,0.55,0.9,decorrelated,26,0.496,0.518,1.0,1.0,0.76323,0.0,1.0,0.0,0.546973,0.686355,0.582024,0.104331,-0.035051,0.139382
high_ambiguity,2.0,0.55,0.9,training_distribution,27,0.53,0.552,1.0,1.0,0.75419,0.0,0.0,1.0,0.663126,0.601495,0.724137,-0.122642,-0.061011,-0.061631
high_ambiguity,2.0,0.55,0.9,decorrelated,27,0.53,0.552,1.0,1.0,0.75419,0.0,0.0,1.0,0.663126,0.601495,0.724137,-0.122642,-0.061011,-0.061631
high_ambiguity,2.0,0.55,0.9,training_distribution,28,0.53,0.552,1.0,1.0,0.7569,0.0,0.0,1.0,0.701677,0.689785,0.757622,-0.067837,-0.055945,-0.011892
high_ambiguity,2.0,0.55,0.9,decorrelated,28,0.53,0.552,1.0,1.0,0.7569,0.0,0.0,1.0,0.701677,0.689785,0.757622,-0.067837,-0.055945,-0.011892
high_ambiguity,2.0,0.55,0.9,training_distribution,29,0.534,0.556,1.0,0.0,0.727243,1.0,0.0,0.0,0.742171,0.618935,0.626852,-0.007918,0.115318,-0.123236
high_ambiguity,2.0,0.55,0.9,decorrelated,29,0.534,0.556,1.0,0.0,0.727243,1.0,0.0,0.0,0.742171,0.618935,0.626852,-0.007918,0.115318,-0.123236
extreme_ambiguity,3.0,0.45,0.95,training_distribution,0,0.4,0.422,1.0,1.0,0.763777,0.0,0.0,1.0,0.586706,0.566671,0.699618,-0.132946,-0.112912,-0.020034
extreme_ambiguity,3.0,0.45,0.95,decorrelated,0,0.4,0.422,1.0,1.0,0.763777,0.0,0.0,1.0,0.586706,0.566671,0.699618,-0.132946,-0.112912,-0.020034
extreme_ambiguity,3.0,0.45,0.95,training_distribution,1,0.446,0.468,1.0,0.0,0.712154,1.0,0.0,0.0,0.733946,0.561084,0.528235,0.032849,0.205711,-0.172862
extreme_ambiguity,3.0,0.45,0.95,decorrelated,1,0.446,0.468,1.0,0.0,0.712154,1.0,0.0,0.0,0.733946,0.561084,0.528235,0.032849,0.205711,-0.172862
extreme_ambiguity,3.0,0.45,0.95,training_distribution,2,0.44,0.462,1.0,1.0,0.769061,0.0,0.0,1.0,0.540384,0.584119,0.667828,-0.083709,-0.127444,0.043735
extreme_ambiguity,3.0,0.45,0.95,decorrelated,2,0.44,0.462,1.0,1.0,0.769061,0.0,0.0,1.0,0.540384,0.584119,0.667828,-0.083709,-0.127444,0.043735
extreme_ambiguity,3.0,0.45,0.95,training_distribution,3,0.458,0.48,1.0,0.0,0.726489,1.0,0.0,0.0,0.741703,0.651152,0.602815,0.048337,0.138888,-0.090551
extreme_ambiguity,3.0,0.45,0.95,decorrelated,3,0.458,0.48,1.0,0.0,0.726489,1.0,0.0,0.0,0.741703,0.651152,0.602815,0.048337,0.138888,-0.090551
extreme_ambiguity,3.0,0.45,0.95,training_distribution,4,0.414,0.436,1.0,0.0,0.712621,1.0,0.0,0.0,0.754318,0.533407,0.578661,-0.045254,0.175657,-0.220911
extreme_ambiguity,3.0,0.45,0.95,decorrelated,4,0.414,0.436,1.0,0.0,0.712621,1.0,0.0,0.0,0.754318,0.533407,0.578661,-0.045254,0.175657,-0.220911
extreme_ambiguity,3.0,0.45,0.95,training_distribution,5,0.406,0.428,1.0,1.0,0.751488,0.0,0.0,1.0,0.59146,0.522821,0.635346,-0.112525,-0.043886,-0.068639
extreme_ambiguity,3.0,0.45,0.95,decorrelated,5,0.406,0.428,1.0,1.0,0.751488,0.0,0.0,1.0,0.59146,0.522821,0.635346,-0.112525,-0.043886,-0.068639
extreme_ambiguity,3.0,0.45,0.95,training_distribution,6,0.46,0.482,1.0,1.0,0.759214,0.0,0.0,1.0,0.589853,0.514404,0.694496,-0.180092,-0.104643,-0.07545
extreme_ambiguity,3.0,0.45,0.95,decorrelated,6,0.46,0.482,1.0,1.0,0.759214,0.0,0.0,1.0,0.589853,0.514404,0.694496,-0.180092,-0.104643,-0.07545
extreme_ambiguity,3.0,0.45,0.95,training_distribution,7,0.42,0.442,1.0,1.0,0.749825,0.0,0.0,1.0,0.683652,0.667253,0.690271,-0.023018,-0.006619,-0.016399
extreme_ambiguity,3.0,0.45,0.95,decorrelated,7,0.42,0.442,1.0,1.0,0.749825,0.0,0.0,1.0,0.683652,0.667253,0.690271,-0.023018,-0.006619,-0.016399
extreme_ambiguity,3.0,0.45,0.95,training_distribution,8,0.432,0.454,1.0,1.0,0.758918,0.0,0.0,1.0,0.578745,0.55183,0.661221,-0.109391,-0.082476,-0.026914
extreme_ambiguity,3.0,0.45,0.95,decorrelated,8,0.432,0.454,1.0,1.0,0.758918,0.0,0.0,1.0,0.578745,0.55183,0.661221,-0.109391,-0.082476,-0.026914
extreme_ambiguity,3.0,0.45,0.95,training_distribution,9,0.388,0.41,1.0,0.0,0.728513,1.0,0.0,0.0,0.712907,0.621893,0.590963,0.03093,0.121944,-0.091014
extreme_ambiguity,3.0,0.45,0.95,decorrelated,9,0.388,0.41,1.0,0.0,0.728513,1.0,0.0,0.0,0.712907,0.621893,0.590963,0.03093,0.121944,-0.091014
extreme_ambiguity,3.0,0.45,0.95,training_distribution,10,0.422,0.444,1.0,1.0,0.751951,0.0,0.0,1.0,0.588478,0.559008,0.611095,-0.052087,-0.022617,-0.02947
extreme_ambiguity,3.0,0.45,0.95,decorrelated,10,0.422,0.444,1.0,1.0,0.751951,0.0,0.0,1.0,0.588478,0.559008,0.611095,-0.052087,-0.022617,-0.02947
extreme_ambiguity,3.0,0.45,0.95,training_distribution,11,0.418,0.44,1.0,0.0,0.708958,1.0,0.0,0.0,0.792976,0.588905,0.581248,0.007656,0.211728,-0.204071
extreme_ambiguity,3.0,0.45,0.95,decorrelated,11,0.418,0.44,1.0,0.0,0.708958,1.0,0.0,0.0,0.792976,0.588905,0.581248,0.007656,0.211728,-0.204071
extreme_ambiguity,3.0,0.45,0.95,training_distribution,12,0.434,0.456,1.0,0.0,0.744558,1.0,0.0,0.0,0.641491,0.629062,0.604314,0.024747,0.037177,-0.01243
extreme_ambiguity,3.0,0.45,0.95,decorrelated,12,0.434,0.456,1.0,0.0,0.744558,1.0,0.0,0.0,0.641491,0.629062,0.604314,0.024747,0.037177,-0.01243
extreme_ambiguity,3.0,0.45,0.95,training_distribution,13,0.432,0.454,1.0,1.0,0.753794,0.0,1.0,0.0,0.605215,0.691923,0.590463,0.10146,0.014752,0.086707
extreme_ambiguity,3.0,0.45,0.95,decorrelated,13,0.432,0.454,1.0,1.0,0.753794,0.0,1.0,0.0,0.605215,0.691923,0.590463,0.10146,0.014752,0.086707
extreme_ambiguity,3.0,0.45,0.95,training_distribution,14,0.462,0.484,1.0,1.0,0.766485,0.0,1.0,0.0,0.564894,0.709041,0.626529,0.082512,-0.061635,0.144147
extreme_ambiguity,3.0,0.45,0.95,decorrelated,14,0.462,0.484,1.0,1.0,0.766485,0.0,1.0,0.0,0.564894,0.709041,0.626529,0.082512,-0.061635,0.144147
extreme_ambiguity,3.0,0.45,0.95,training_distribution,15,0.444,0.466,1.0,0.0,0.705039,1.0,0.0,0.0,0.811041,0.599242,0.576012,0.02323,0.235029,-0.211799
extreme_ambiguity,3.0,0.45,0.95,decorrelated,15,0.444,0.466,1.0,0.0,0.705039,1.0,0.0,0.0,0.811041,0.599242,0.576012,0.02323,0.235029,-0.211799
extreme_ambiguity,3.0,0.45,0.95,training_distribution,16,0.422,0.444,1.0,1.0,0.771111,0.0,1.0,0.0,0.541004,0.745476,0.609588,0.135887,-0.068584,0.204472
extreme_ambiguity,3.0,0.45,0.95,decorrelated,16,0.422,0.444,1.0,1.0,0.771111,0.0,1.0,0.0,0.541004,0.745476,0.609588,0.135887,-0.068584,0.204472
extreme_ambiguity,3.0,0.45,0.95,training_distribution,17,0.42,0.442,1.0,1.0,0.764815,0.0,1.0,0.0,0.576532,0.79959,0.577536,0.222054,-0.001004,0.223058
extreme_ambiguity,3.0,0.45,0.95,decorrelated,17,0.42,0.442,1.0,1.0,0.764815,0.0,1.0,0.0,0.576532,0.79959,0.577536,0.222054,-0.001004,0.223058
extreme_ambiguity,3.0,0.45,0.95,training_distribution,18,0.402,0.424,1.0,1.0,0.764214,0.0,0.0,1.0,0.547418,0.560529,0.6511,-0.09057,-0.103682,0.013112
extreme_ambiguity,3.0,0.45,0.95,decorrelated,18,0.402,0.424,1.0,1.0,0.764214,0.0,0.0,1.0,0.547418,0.560529,0.6511,-0.09057,-0.103682,0.013112
extreme_ambiguity,3.0,0.45,0.95,training_distribution,19,0.434,0.456,1.0,0.0,0.738969,1.0,0.0,0.0,0.649647,0.56944,0.602354,-0.032915,0.047293,-0.080207
extreme_ambiguity,3.0,0.45,0.95,decorrelated,19,0.434,0.456,1.0,0.0,0.738969,1.0,0.0,0.0,0.649647,0.56944,0.602354,-0.032915,0.047293,-0.080207
extreme_ambiguity,3.0,0.45,0.95,training_distribution,20,0.412,0.434,1.0,1.0,0.766992,0.0,1.0,0.0,0.572835,0.83278,0.569809,0.262971,0.003026,0.259945
extreme_ambiguity,3.0,0.45,0.95,decorrelated,20,0.412,0.434,1.0,1.0,0.766992,0.0,1.0,0.0,0.572835,0.83278,0.569809,0.262971,0.003026,0.259945
extreme_ambiguity,3.0,0.45,0.95,training_distribution,21,0.426,0.448,1.0,1.0,0.759157,0.0,1.0,0.0,0.588413,0.727215,0.589967,0.137248,-0.001554,0.138802
extreme_ambiguity,3.0,0.45,0.95,decorrelated,21,0.426,0.448,1.0,1.0,0.759157,0.0,1.0,0.0,0.588413,0.727215,0.589967,0.137248,-0.001554,0.138802
extreme_ambiguity,3.0,0.45,0.95,training_distribution,22,0.456,0.478,1.0,0.0,0.697468,1.0,0.0,0.0,0.819782,0.582049,0.543196,0.038852,0.276586,-0.237734
extreme_ambiguity,3.0,0.45,0.95,decorrelated,22,0.456,0.478,1.0,0.0,0.697468,1.0,0.0,0.0,0.819782,0.582049,0.543196,0.038852,0.276586,-0.237734
extreme_ambiguity,3.0,0.45,0.95,training_distribution,23,0.412,0.434,1.0,1.0,0.752592,0.0,0.0,1.0,0.614311,0.597458,0.64241,-0.044952,-0.028099,-0.016853
extreme_ambiguity,3.0,0.45,0.95,decorrelated,23,0.412,0.434,1.0,1.0,0.752592,0.0,0.0,1.0,0.614311,0.597458,0.64241,-0.044952,-0.028099,-0.016853
extreme_ambiguity,3.0,0.45,0.95,training_distribution,24,0.414,0.436,1.0,1.0,0.762316,0.0,1.0,0.0,0.552928,0.666949,0.595115,0.071834,-0.042187,0.114021
extreme_ambiguity,3.0,0.45,0.95,decorrelated,24,0.414,0.436,1.0,1.0,0.762316,0.0,1.0,0.0,0.552928,0.666949,0.595115,0.071834,-0.042187,0.114021
extreme_ambiguity,3.0,0.45,0.95,training_distribution,25,0.408,0.43,1.0,1.0,0.741052,0.0,0.0,1.0,0.628194,0.588866,0.572283,0.016583,0.055911,-0.039328
extreme_ambiguity,3.0,0.45,0.95,decorrelated,25,0.408,0.43,1.0,1.0,0.741052,0.0,0.0,1.0,0.628194,0.588866,0.572283,0.016583,0.055911,-0.039328
extreme_ambiguity,3.0,0.45,0.95,training_distribution,26,0.398,0.42,1.0,1.0,0.76597,0.0,1.0,0.0,0.523293,0.666791,0.580237,0.086554,-0.056944,0.143498
extreme_ambiguity,3.0,0.45,0.95,decorrelated,26,0.398,0.42,1.0,1.0,0.76597,0.0,1.0,0.0,0.523293,0.666791,0.580237,0.086554,-0.056944,0.143498
extreme_ambiguity,3.0,0.45,0.95,training_distribution,27,0.426,0.448,1.0,1.0,0.753996,0.0,0.0,1.0,0.612303,0.574958,0.660876,-0.085917,-0.048573,-0.037344
extreme_ambiguity,3.0,0.45,0.95,decorrelated,27,0.426,0.448,1.0,1.0,0.753996,0.0,0.0,1.0,0.612303,0.574958,0.660876,-0.085917,-0.048573,-0.037344
extreme_ambiguity,3.0,0.45,0.95,training_distribution,28,0.44,0.462,1.0,1.0,0.750131,0.0,1.0,0.0,0.658162,0.78239,0.590847,0.191542,0.067315,0.124227
extreme_ambiguity,3.0,0.45,0.95,decorrelated,28,0.44,0.462,1.0,1.0,0.750131,0.0,1.0,0.0,0.658162,0.78239,0.590847,0.191542,0.067315,0.124227
extreme_ambiguity,3.0,0.45,0.95,training_distribution,29,0.406,0.428,1.0,0.0,0.721264,1.0,0.0,0.0,0.718373,0.563143,0.57411,-0.010967,0.144264,-0.15523
extreme_ambiguity,3.0,0.45,0.95,decorrelated,29,0.406,0.428,1.0,0.0,0.721264,1.0,0.0,0.0,0.718373,0.563143,0.57411,-0.010967,0.144264,-0.15523
