feature_condition,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,abs_proxy_dependence,proxy_action_dependence
phase_only,0,acquisition,1,1,0.95,0.05,-0.022,0.0,0.9,0.755273,0.1,0.0,0.9,-0.010235,0.012147,0.021155,-0.009008,0.022382,-0.005867,0.005867,0.0
phase_only,0,acquisition,100,100,0.95,0.05,0.501333,0.523333,0.5,0.746829,0.5,0.0,0.5,0.063581,0.047239,0.047009,0.00023,-0.016342,-0.020028,0.020028,0.0
phase_only,0,acquisition,200,200,0.95,0.05,0.458,0.48,0.5,0.746168,0.5,0.0,0.5,0.130334,0.110542,0.110534,9e-06,-0.019792,-0.001335,0.001335,0.0
phase_only,0,acquisition,300,300,0.95,0.05,0.478,0.5,0.5,0.746454,0.5,0.0,0.5,0.201209,0.18084,0.18413,-0.00329,-0.020369,-0.008,0.008,0.0
phase_only,0,acquisition,400,400,0.95,0.05,0.464667,0.486667,0.5,0.747132,0.5,0.0,0.5,0.263961,0.248644,0.249703,-0.001059,-0.015317,-0.004667,0.004667,0.0
phase_only,0,acquisition,500,500,0.95,0.05,0.461333,0.483333,0.6,0.74734,0.4,0.3,0.3,0.321569,0.307975,0.308043,-6.7e-05,-0.013594,-0.00427,0.00427,-0.00854
phase_only,0,acquisition,600,600,0.95,0.05,0.544667,0.566667,0.6,0.749197,0.4,0.3,0.3,0.352758,0.349124,0.348771,0.000353,-0.003635,0.00243,0.00243,-0.007291
phase_only,0,acquisition,700,700,0.95,0.05,0.471333,0.493333,0.6,0.749155,0.4,0.1,0.5,0.378188,0.372342,0.374846,-0.002504,-0.005845,0.000267,0.000267,-0.011603
phase_only,0,acquisition,800,800,0.95,0.05,0.424667,0.446667,0.6,0.749214,0.4,0.3,0.3,0.393942,0.389836,0.390191,-0.000355,-0.004106,0.010198,0.010198,0.004965
phase_only,0,acquisition,900,900,0.95,0.05,0.514667,0.536667,0.7,0.749655,0.3,0.0,0.7,0.399581,0.396003,0.398988,-0.002985,-0.003578,0.002684,0.002684,0.0
phase_only,0,acquisition,1000,1000,0.95,0.05,0.511333,0.533333,0.7,0.749173,0.3,0.0,0.7,0.405029,0.398801,0.401924,-0.003123,-0.006228,0.000401,0.000401,0.0
phase_only,0,acquisition,1100,1100,0.95,0.05,0.454667,0.476667,0.7,0.750414,0.3,0.1,0.6,0.397073,0.398352,0.4,-0.001647,0.00128,0.002674,0.002674,-0.002674
phase_only,0,acquisition,1200,1200,0.95,0.05,0.491333,0.513333,0.7,0.749249,0.3,0.0,0.7,0.393965,0.388486,0.390954,-0.002468,-0.005478,0.001467,0.001467,0.0
phase_only,0,acquisition,1300,1300,0.95,0.05,0.501333,0.523333,0.7,0.749693,0.3,0.0,0.7,0.385926,0.382317,0.385486,-0.003169,-0.003609,0.000801,0.000801,0.0
phase_only,0,acquisition,1400,1400,0.95,0.05,0.498,0.52,0.6,0.749609,0.4,0.1,0.5,0.378172,0.375815,0.376397,-0.000583,-0.002358,0.013616,0.013616,-0.000267
phase_only,0,acquisition,1500,1500,0.95,0.05,0.481333,0.503333,0.6,0.748542,0.4,0.0,0.6,0.375349,0.367344,0.367898,-0.000554,-0.008004,0.001333,0.001333,0.0
phase_only,0,acquisition,1600,1600,0.95,0.05,0.498,0.52,0.4,0.74772,0.6,0.3,0.1,0.372523,0.360307,0.360636,-0.000329,-0.012216,0.014943,0.014943,-0.012541
phase_only,0,acquisition,1700,1700,0.95,0.05,0.484667,0.506667,0.5,0.748096,0.5,0.4,0.1,0.368604,0.358793,0.358498,0.000296,-0.009811,-0.014667,0.014667,0.017067
phase_only,0,acquisition,1800,1800,0.95,0.05,0.488,0.51,0.5,0.748039,0.5,0.0,0.5,0.367178,0.355732,0.357443,-0.00171,-0.011446,0.005335,0.005335,0.0
phase_only,0,acquisition,1900,1900,0.95,0.05,0.468,0.49,0.4,0.747964,0.6,0.3,0.1,0.367918,0.357855,0.356905,0.00095,-0.010063,-0.001068,0.001068,0.005472
phase_only,0,acquisition,2000,2000,0.95,0.05,0.468,0.49,0.6,0.748155,0.4,0.0,0.6,0.369245,0.35801,0.360351,-0.00234,-0.011235,-0.009872,0.009872,0.0
phase_only,0,acquisition,2100,2100,0.95,0.05,0.498,0.52,0.6,0.749101,0.4,0.0,0.6,0.363459,0.358219,0.359049,-0.00083,-0.005239,-0.00454,0.00454,0.0
phase_only,0,acquisition,2200,2200,0.95,0.05,0.451333,0.473333,0.6,0.748189,0.4,0.0,0.6,0.365792,0.355746,0.356558,-0.000812,-0.010046,0.016576,0.016576,0.0
phase_only,0,acquisition,2300,2300,0.95,0.05,0.498,0.52,0.5,0.748487,0.5,0.1,0.4,0.36179,0.353712,0.35392,-0.000208,-0.008078,-0.004673,0.004673,-0.000401
phase_only,0,acquisition,2400,2400,0.95,0.05,0.478,0.5,0.5,0.747286,0.5,0.3,0.2,0.370741,0.357525,0.355958,0.001567,-0.013215,0.013334,0.013334,-0.007467
phase_only,0,acquisition,2500,2500,0.95,0.05,0.464667,0.486667,0.5,0.746642,0.5,0.2,0.3,0.384202,0.367586,0.366067,0.001519,-0.016615,-0.003334,0.003334,0.003734
phase_only,0,acquisition,2600,2600,0.95,0.05,0.468,0.49,0.5,0.747924,0.5,0.0,0.5,0.385759,0.374835,0.374885,-5e-05,-0.010924,-0.018673,0.018673,0.0
phase_only,0,acquisition,2700,2700,0.95,0.05,0.481333,0.503333,0.6,0.749446,0.4,0.0,0.6,0.379292,0.375648,0.376836,-0.001189,-0.003645,0.002134,0.002134,0.0
phase_only,0,acquisition,2800,2800,0.95,0.05,0.448,0.47,0.6,0.748973,0.4,0.0,0.6,0.379798,0.374086,0.374621,-0.000535,-0.005712,-0.000802,0.000802,0.0
phase_only,0,acquisition,2900,2900,0.95,0.05,0.474667,0.496667,0.6,0.748984,0.4,0.0,0.6,0.376308,0.370919,0.371025,-0.000106,-0.005389,0.008267,0.008267,0.0
phase_only,0,acquisition,3000,3000,0.95,0.05,0.461333,0.483333,0.6,0.748852,0.4,0.3,0.3,0.373273,0.367461,0.367172,0.000288,-0.005812,0.001334,0.001334,0.002001
phase_only,0,reversal,1,3001,0.05,0.95,0.494667,0.516667,0.6,0.748769,0.4,0.3,0.3,0.373683,0.367437,0.367137,0.000299,-0.006246,0.008545,0.008545,-0.008278
phase_only,0,reversal,100,3100,0.05,0.95,0.468,0.49,0.6,0.749404,0.4,0.0,0.6,0.367082,0.363895,0.364042,-0.000147,-0.003187,-0.001334,0.001334,0.0
phase_only,0,reversal,200,3200,0.05,0.95,0.474667,0.496667,0.5,0.748333,0.5,0.2,0.3,0.367421,0.359112,0.358445,0.000667,-0.008309,0.002667,0.002667,-0.001334
phase_only,0,reversal,300,3300,0.05,0.95,0.424667,0.446667,0.5,0.747798,0.5,0.3,0.2,0.371686,0.360333,0.360013,0.00032,-0.011353,-0.009398,0.009398,0.005102
phase_only,0,reversal,400,3400,0.05,0.95,0.471333,0.493333,0.5,0.746951,0.5,0.1,0.4,0.383888,0.368405,0.367618,0.000786,-0.015484,0.007343,0.007343,0.002003
phase_only,0,reversal,500,3500,0.05,0.95,0.488,0.51,0.5,0.74808,0.5,0.0,0.5,0.383267,0.372624,0.373479,-0.000854,-0.010642,-0.016678,0.016678,0.0
phase_only,0,reversal,600,3600,0.05,0.95,0.478,0.5,0.5,0.747971,0.5,0.0,0.5,0.388197,0.376852,0.377904,-0.001052,-0.011345,0.014,0.014,0.0
phase_only,0,reversal,700,3700,0.05,0.95,0.514667,0.536667,0.6,0.748263,0.4,0.0,0.6,0.389824,0.378821,0.38168,-0.002859,-0.011004,-0.004288,0.004288,0.0
phase_only,0,reversal,800,3800,0.05,0.95,0.494667,0.516667,0.6,0.749073,0.4,0.0,0.6,0.387515,0.381244,0.383413,-0.002169,-0.006271,0.00267,0.00267,0.0
phase_only,0,reversal,900,3900,0.05,0.95,0.498,0.52,0.6,0.749461,0.4,0.0,0.6,0.385904,0.381527,0.383937,-0.00241,-0.004377,-0.011761,0.011761,0.0
phase_only,0,reversal,1000,4000,0.05,0.95,0.454667,0.476667,0.7,0.750742,0.3,0.2,0.5,0.376111,0.380073,0.380184,-0.000111,0.003962,-0.00574,0.00574,0.001068
phase_only,0,reversal,1100,4100,0.05,0.95,0.418,0.44,0.7,0.750695,0.3,0.5,0.2,0.37146,0.37602,0.374849,0.001171,0.00456,0.012297,0.012297,-0.000676
phase_only,0,reversal,1200,4200,0.05,0.95,0.494667,0.516667,0.7,0.751211,0.3,0.1,0.6,0.361706,0.368006,0.368344,-0.000339,0.006299,-0.006003,0.006003,-0.000667
phase_only,0,reversal,1300,4300,0.05,0.95,0.461333,0.483333,0.7,0.750398,0.3,0.3,0.4,0.356916,0.359005,0.359138,-0.000133,0.002089,0.006943,0.006943,0.001602
phase_only,0,reversal,1400,4400,0.05,0.95,0.471333,0.493333,0.6,0.749119,0.4,0.0,0.6,0.355292,0.350034,0.350975,-0.000942,-0.005258,-0.002933,0.002933,0.0
phase_only,0,reversal,1500,4500,0.05,0.95,0.461333,0.483333,0.5,0.749111,0.5,0.1,0.4,0.350235,0.345156,0.345752,-0.000596,-0.00508,0.001335,0.001335,-0.010684
phase_only,0,extinction,1,4501,0.5,0.5,0.468,0.49,0.5,0.749303,0.5,0.1,0.4,0.349176,0.345118,0.345709,-0.00059,-0.004058,-0.013334,0.013334,-0.0128
phase_only,0,extinction,100,4600,0.5,0.5,0.484667,0.506667,0.5,0.749146,0.5,0.0,0.5,0.343639,0.338627,0.339398,-0.000772,-0.005012,0.007334,0.007334,0.0
phase_only,0,extinction,200,4700,0.5,0.5,0.494667,0.516667,0.7,0.748779,0.3,0.0,0.7,0.344828,0.337648,0.338787,-0.001138,-0.00718,-0.0288,0.0288,0.0
phase_only,0,extinction,300,4800,0.5,0.5,0.468,0.49,0.5,0.746496,0.5,0.0,0.5,0.364695,0.345561,0.346625,-0.001064,-0.019134,-0.002667,0.002667,0.0
phase_only,0,extinction,400,4900,0.5,0.5,0.498,0.52,0.5,0.746293,0.5,0.0,0.5,0.379501,0.356286,0.361905,-0.005619,-0.023215,0.032669,0.032669,0.0
phase_only,0,extinction,500,5000,0.5,0.5,0.491333,0.513333,0.7,0.748222,0.3,0.0,0.7,0.378899,0.364573,0.372056,-0.007483,-0.014325,0.0144,0.0144,0.0
phase_only,0,extinction,600,5100,0.5,0.5,0.461333,0.483333,0.6,0.747334,0.4,0.0,0.6,0.388235,0.370086,0.376289,-0.006202,-0.018149,0.000267,0.000267,0.0
phase_only,0,extinction,700,5200,0.5,0.5,0.508,0.53,0.6,0.747457,0.4,0.0,0.6,0.393193,0.374335,0.382558,-0.008223,-0.018858,0.028555,0.028555,0.0
phase_only,0,extinction,800,5300,0.5,0.5,0.524667,0.546667,0.7,0.750951,0.3,0.0,0.7,0.375433,0.377007,0.382337,-0.00533,0.001575,0.027476,0.027476,0.0
phase_only,0,extinction,900,5400,0.5,0.5,0.454667,0.476667,0.8,0.750434,0.2,0.0,0.8,0.375894,0.37745,0.37869,-0.00124,0.001557,-0.0024,0.0024,0.0
phase_only,0,extinction,1000,5500,0.5,0.5,0.448,0.47,0.7,0.751244,0.3,0.5,0.2,0.368101,0.375971,0.374202,0.001769,0.007871,0.028533,0.028533,-0.025333
phase_only,0,extinction,1100,5600,0.5,0.5,0.551333,0.573333,0.7,0.750745,0.3,0.1,0.6,0.364605,0.368401,0.368734,-0.000333,0.003795,-0.0008,0.0008,0.007734
phase_only,0,extinction,1200,5700,0.5,0.5,0.531333,0.553333,0.7,0.751272,0.3,0.5,0.2,0.355408,0.362188,0.362264,-7.6e-05,0.00678,0.0072,0.0072,0.008
phase_only,0,extinction,1300,5800,0.5,0.5,0.461333,0.483333,0.5,0.749361,0.5,0.4,0.1,0.357619,0.354375,0.354195,0.00018,-0.003244,0.026684,0.026684,-0.019746
phase_only,0,extinction,1400,5900,0.5,0.5,0.484667,0.506667,0.4,0.748454,0.6,0.2,0.2,0.360986,0.3528,0.352825,-2.5e-05,-0.008186,0.013888,0.013888,0.002404
phase_only,0,extinction,1500,6000,0.5,0.5,0.508,0.53,0.7,0.750291,0.3,0.0,0.7,0.34708,0.347945,0.349029,-0.001085,0.000865,-0.010134,0.010134,0.0
phase_only,1,acquisition,1,1,0.95,0.05,-0.022,0.0,0.9,0.749854,0.1,0.0,0.9,-0.006382,-0.040162,0.008364,-0.048526,-0.03378,-0.012169,0.012169,0.0
phase_only,1,acquisition,100,100,0.95,0.05,0.478,0.5,0.5,0.745673,0.5,0.2,0.3,0.081116,0.05334,0.061004,-0.007664,-0.027776,-0.006,0.006,-0.004
phase_only,1,acquisition,200,200,0.95,0.05,0.454667,0.476667,0.5,0.746125,0.5,0.3,0.2,0.163564,0.143053,0.143894,-0.000841,-0.020511,0.015374,0.015374,-0.011898
phase_only,1,acquisition,300,300,0.95,0.05,0.518,0.54,0.5,0.745583,0.5,0.3,0.2,0.257378,0.235908,0.234323,0.001585,-0.02147,0.021485,0.021485,-0.01316
phase_only,1,acquisition,400,400,0.95,0.05,0.454667,0.476667,0.6,0.747025,0.4,0.3,0.3,0.33626,0.320963,0.3214,-0.000437,-0.015296,0.00748,0.00748,-0.00374
phase_only,1,acquisition,500,500,0.95,0.05,0.474667,0.496667,0.6,0.74829,0.4,0.4,0.2,0.389884,0.382993,0.380536,0.002456,-0.006892,-0.010934,0.010934,0.003733
phase_only,1,acquisition,600,600,0.95,0.05,0.448,0.47,0.7,0.749692,0.3,0.3,0.4,0.414549,0.414308,0.412709,0.001599,-0.000242,0.011493,0.011493,-0.004544
phase_only,1,acquisition,700,700,0.95,0.05,0.508,0.53,0.6,0.749193,0.4,0.4,0.2,0.432039,0.430051,0.427006,0.003045,-0.001988,-0.004277,0.004277,0.005079
phase_only,1,acquisition,800,800,0.95,0.05,0.518,0.54,0.7,0.749761,0.3,0.5,0.2,0.433023,0.434466,0.430715,0.003752,0.001444,0.004423,0.004423,-0.008713
phase_only,1,acquisition,900,900,0.95,0.05,0.511333,0.533333,0.7,0.749762,0.3,0.5,0.2,0.433369,0.434866,0.431044,0.003822,0.001497,0.00481,0.00481,-0.013361
phase_only,1,acquisition,1000,1000,0.95,0.05,0.451333,0.473333,0.7,0.749797,0.3,0.5,0.2,0.431641,0.432865,0.429717,0.003148,0.001224,0.00948,0.00948,-0.004673
phase_only,1,acquisition,1100,1100,0.95,0.05,0.491333,0.513333,0.7,0.750581,0.3,0.5,0.2,0.423601,0.428923,0.425823,0.003101,0.005322,-0.001733,0.001733,-0.012667
phase_only,1,acquisition,1200,1200,0.95,0.05,0.488,0.51,0.6,0.749943,0.4,0.4,0.2,0.413296,0.41586,0.411758,0.004102,0.002564,-0.000533,0.000533,-0.001867
phase_only,1,acquisition,1300,1300,0.95,0.05,0.464667,0.486667,0.6,0.749183,0.4,0.3,0.3,0.403408,0.400226,0.398658,0.001567,-0.003182,0.002668,0.002668,0.008003
phase_only,1,acquisition,1400,1400,0.95,0.05,0.464667,0.486667,0.6,0.749961,0.4,0.1,0.5,0.385636,0.385769,0.385391,0.000379,0.000133,0.010674,0.010674,-0.008006
phase_only,1,acquisition,1500,1500,0.95,0.05,0.531333,0.553333,0.5,0.748571,0.5,0.1,0.4,0.378051,0.371508,0.370069,0.001439,-0.006542,0.00135,0.00135,-0.005131
phase_only,1,acquisition,1600,1600,0.95,0.05,0.514667,0.536667,0.4,0.747895,0.6,0.1,0.3,0.374804,0.364246,0.363467,0.000779,-0.010558,-0.001873,0.001873,0.004148
phase_only,1,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.5,0.748428,0.5,0.3,0.2,0.369983,0.363528,0.360828,0.0027,-0.006455,-0.006674,0.006674,0.00347
phase_only,1,acquisition,1800,1800,0.95,0.05,0.464667,0.486667,0.4,0.748022,0.6,0.1,0.3,0.372546,0.363811,0.361333,0.002478,-0.008734,-0.005068,0.005068,0.002267
phase_only,1,acquisition,1900,1900,0.95,0.05,0.484667,0.506667,0.6,0.750153,0.4,0.4,0.2,0.357353,0.360223,0.357242,0.002981,0.00287,-0.002933,0.002933,-0.0016
phase_only,1,acquisition,2000,2000,0.95,0.05,0.514667,0.536667,0.5,0.748991,0.5,0.2,0.3,0.351864,0.347855,0.345915,0.00194,-0.004009,0.002677,0.002677,-0.001071
phase_only,1,acquisition,2100,2100,0.95,0.05,0.444667,0.466667,0.5,0.748711,0.5,0.5,0.0,0.350651,0.345755,0.342951,0.002805,-0.004895,-0.009382,0.009382,0.009382
phase_only,1,acquisition,2200,2200,0.95,0.05,0.424667,0.446667,0.5,0.748954,0.5,0.0,0.5,0.345378,0.33994,0.339866,7.4e-05,-0.005438,-0.002016,0.002016,0.0
phase_only,1,acquisition,2300,2300,0.95,0.05,0.464667,0.486667,0.6,0.748748,0.4,0.4,0.2,0.34464,0.339652,0.337283,0.002369,-0.004988,0.010406,0.010406,-0.013608
phase_only,1,acquisition,2400,2400,0.95,0.05,0.498,0.52,0.5,0.748342,0.5,0.2,0.3,0.34664,0.338946,0.337412,0.001533,-0.007694,0.003338,0.003338,-0.011216
phase_only,1,acquisition,2500,2500,0.95,0.05,0.454667,0.476667,0.5,0.747464,0.5,0.5,0.0,0.35363,0.342567,0.339165,0.003402,-0.011063,0.007344,0.007344,-0.007344
phase_only,1,acquisition,2600,2600,0.95,0.05,0.521333,0.543333,0.4,0.746811,0.6,0.4,0.0,0.369965,0.355557,0.352079,0.003478,-0.014408,-0.012335,0.012335,0.012335
phase_only,1,acquisition,2700,2700,0.95,0.05,0.481333,0.503333,0.4,0.746589,0.6,0.2,0.2,0.378277,0.361439,0.359878,0.001561,-0.016838,-0.0016,0.0016,0.0008
phase_only,1,acquisition,2800,2800,0.95,0.05,0.478,0.5,0.5,0.747898,0.5,0.2,0.3,0.37879,0.368624,0.36735,0.001274,-0.010166,-0.006,0.006,0.003467
phase_only,1,acquisition,2900,2900,0.95,0.05,0.538,0.56,0.6,0.749433,0.4,0.4,0.2,0.374437,0.372807,0.370881,0.001927,-0.00163,-0.007819,0.007819,0.008358
phase_only,1,acquisition,3000,3000,0.95,0.05,0.478,0.5,0.6,0.749645,0.4,0.6,0.0,0.371006,0.37064,0.368514,0.002126,-0.000365,-0.014136,0.014136,0.014136
phase_only,1,reversal,1,3001,0.05,0.95,0.458,0.48,0.6,0.749545,0.4,0.5,0.1,0.371525,0.370616,0.368509,0.002106,-0.00091,-0.000534,0.000534,-0.00601
phase_only,1,reversal,100,3100,0.05,0.95,0.491333,0.513333,0.6,0.749995,0.4,0.3,0.3,0.365729,0.366644,0.365356,0.001288,0.000916,-0.007735,0.007735,0.002534
phase_only,1,reversal,200,3200,0.05,0.95,0.538,0.56,0.7,0.750513,0.3,0.5,0.2,0.358814,0.362884,0.360993,0.001892,0.004071,-0.002838,0.002838,0.00473
phase_only,1,reversal,300,3300,0.05,0.95,0.471333,0.493333,0.6,0.749062,0.4,0.3,0.3,0.36343,0.359182,0.358218,0.000964,-0.004249,-0.005604,0.005604,-0.000534
phase_only,1,reversal,400,3400,0.05,0.95,0.491333,0.513333,0.7,0.750546,0.3,0.4,0.3,0.355033,0.359284,0.357374,0.00191,0.004251,0.005071,0.005071,0.004538
phase_only,1,reversal,500,3500,0.05,0.95,0.504667,0.526667,0.7,0.750534,0.3,0.7,0.0,0.347756,0.353335,0.349327,0.004008,0.005579,0.002271,0.002271,-0.002271
phase_only,1,reversal,600,3600,0.05,0.95,0.501333,0.523333,0.6,0.749916,0.4,0.4,0.2,0.344337,0.345098,0.343371,0.001727,0.000761,0.004273,0.004273,-0.005074
phase_only,1,reversal,700,3700,0.05,0.95,0.498,0.52,0.5,0.748549,0.5,0.2,0.3,0.34734,0.340043,0.339536,0.000507,-0.007297,0.006005,0.006005,-0.001335
phase_only,1,reversal,800,3800,0.05,0.95,0.474667,0.496667,0.6,0.749155,0.4,0.2,0.4,0.346172,0.342178,0.341543,0.000634,-0.003994,-0.001333,0.001333,-0.002667
phase_only,1,reversal,900,3900,0.05,0.95,0.498,0.52,0.5,0.748324,0.5,0.3,0.2,0.354482,0.346296,0.345391,0.000905,-0.008186,-0.002003,0.002003,0.008678
phase_only,1,reversal,1000,4000,0.05,0.95,0.484667,0.506667,0.6,0.749929,0.4,0.6,0.0,0.348279,0.349328,0.347289,0.002039,0.001049,0.0008,0.0008,-0.0008
phase_only,1,reversal,1100,4100,0.05,0.95,0.464667,0.486667,0.6,0.749357,0.4,0.5,0.1,0.35002,0.347928,0.346038,0.001889,-0.002092,-0.001067,0.001067,0.002001
phase_only,1,reversal,1200,4200,0.05,0.95,0.488,0.51,0.5,0.748575,0.5,0.5,0.0,0.354161,0.34795,0.346041,0.001909,-0.006211,-0.006001,0.006001,0.006001
phase_only,1,reversal,1300,4300,0.05,0.95,0.514667,0.536667,0.6,0.748609,0.4,0.5,0.1,0.357857,0.352042,0.349832,0.002209,-0.005816,-0.004818,0.004818,0.006022
phase_only,1,reversal,1400,4400,0.05,0.95,0.491333,0.513333,0.5,0.748007,0.5,0.5,0.0,0.363181,0.354242,0.351937,0.002305,-0.008939,-0.004003,0.004003,0.004003
phase_only,1,reversal,1500,4500,0.05,0.95,0.438,0.46,0.6,0.748855,0.4,0.5,0.1,0.36036,0.355228,0.353936,0.001292,-0.005132,-0.001072,0.001072,-0.00335
phase_only,1,extinction,1,4501,0.5,0.5,0.468,0.49,0.6,0.748736,0.4,0.5,0.1,0.360974,0.355258,0.353901,0.001357,-0.005715,0.003467,0.003467,0.002667
phase_only,1,extinction,100,4600,0.5,0.5,0.451333,0.473333,0.5,0.747735,0.5,0.3,0.2,0.368236,0.35723,0.355886,0.001343,-0.011006,0.001333,0.001333,0.001867
phase_only,1,extinction,200,4700,0.5,0.5,0.481333,0.503333,0.5,0.747088,0.5,0.4,0.1,0.377062,0.363044,0.361153,0.001891,-0.014018,-0.013343,0.013343,0.010674
phase_only,1,extinction,300,4800,0.5,0.5,0.478,0.5,0.6,0.747735,0.4,0.5,0.1,0.379014,0.368742,0.366302,0.00244,-0.010271,-0.016546,0.016546,0.020682
phase_only,1,extinction,400,4900,0.5,0.5,0.488,0.51,0.6,0.748575,0.4,0.6,0.0,0.375875,0.370011,0.367603,0.002408,-0.005864,0.002134,0.002134,-0.002134
phase_only,1,extinction,500,5000,0.5,0.5,0.458,0.48,0.6,0.74831,0.4,0.4,0.2,0.379374,0.371009,0.370272,0.000737,-0.008364,-0.008545,0.008545,0.002136
phase_only,1,extinction,600,5100,0.5,0.5,0.484667,0.506667,0.5,0.747052,0.5,0.4,0.1,0.388811,0.373821,0.373097,0.000724,-0.014989,0.000667,0.000667,-0.016267
phase_only,1,extinction,700,5200,0.5,0.5,0.418,0.44,0.6,0.74828,0.4,0.5,0.1,0.384544,0.376692,0.374957,0.001734,-0.007852,-0.015734,0.015734,0.017334
phase_only,1,extinction,800,5300,0.5,0.5,0.454667,0.476667,0.7,0.749346,0.3,0.5,0.2,0.378948,0.377095,0.374795,0.0023,-0.001853,-0.0056,0.0056,0.010668
phase_only,1,extinction,900,5400,0.5,0.5,0.484667,0.506667,0.8,0.751587,0.2,0.6,0.2,0.364654,0.375728,0.371909,0.003819,0.011074,0.005337,0.005337,-0.00934
phase_only,1,extinction,1000,5500,0.5,0.5,0.494667,0.516667,0.8,0.750674,0.2,0.7,0.1,0.365287,0.371805,0.367509,0.004296,0.006518,-0.009067,0.009067,0.015601
phase_only,1,extinction,1100,5600,0.5,0.5,0.508,0.53,0.6,0.749981,0.4,0.4,0.2,0.363692,0.365547,0.362699,0.002849,0.001855,0.028822,0.028822,-0.023217
phase_only,1,extinction,1200,5700,0.5,0.5,0.498,0.52,0.6,0.7496,0.4,0.3,0.3,0.363219,0.361599,0.360919,0.000679,-0.00162,0.019235,0.019235,0.010419
phase_only,1,extinction,1300,5800,0.5,0.5,0.474667,0.496667,0.5,0.747858,0.5,0.3,0.2,0.369499,0.358716,0.357959,0.000757,-0.010783,0.035333,0.035333,-0.019867
phase_only,1,extinction,1400,5900,0.5,0.5,0.481333,0.503333,0.5,0.747302,0.5,0.2,0.3,0.375141,0.360166,0.361318,-0.001152,-0.014976,0.028667,0.028667,-0.003467
phase_only,1,extinction,1500,6000,0.5,0.5,0.451333,0.473333,0.6,0.749568,0.4,0.3,0.3,0.368396,0.366497,0.365991,0.000506,-0.001899,0.007467,0.007467,-0.005733
phase_only,2,acquisition,1,1,0.95,0.05,0.511333,0.533333,1.0,0.751006,0.0,0.0,1.0,-0.013849,-0.005025,-0.011368,0.006344,0.008824,0.0,0.0,0.0
phase_only,2,acquisition,100,100,0.95,0.05,0.484667,0.506667,0.6,0.747002,0.4,0.0,0.6,0.071303,0.054032,0.056288,-0.002256,-0.017271,-0.0056,0.0056,0.0
phase_only,2,acquisition,200,200,0.95,0.05,0.494667,0.516667,0.6,0.748145,0.4,0.0,0.6,0.124769,0.116383,0.114513,0.00187,-0.008387,-0.009348,0.009348,0.0
phase_only,2,acquisition,300,300,0.95,0.05,0.444667,0.466667,0.6,0.748125,0.4,0.0,0.6,0.17818,0.168072,0.168688,-0.000616,-0.010108,0.022494,0.022494,0.0
phase_only,2,acquisition,400,400,0.95,0.05,0.484667,0.506667,0.6,0.748357,0.4,0.0,0.6,0.227719,0.218278,0.219754,-0.001477,-0.009441,0.007201,0.007201,0.0
phase_only,2,acquisition,500,500,0.95,0.05,0.438,0.46,0.6,0.748304,0.4,0.0,0.6,0.272656,0.265001,0.263375,0.001626,-0.007655,0.002408,0.002408,0.0
phase_only,2,acquisition,600,600,0.95,0.05,0.421333,0.443333,0.6,0.748424,0.4,0.0,0.6,0.30642,0.297172,0.29889,-0.001718,-0.009248,0.014304,0.014304,0.0
phase_only,2,acquisition,700,700,0.95,0.05,0.451333,0.473333,0.6,0.748886,0.4,0.0,0.6,0.329209,0.32359,0.323466,0.000124,-0.005619,-0.002407,0.002407,0.0
phase_only,2,acquisition,800,800,0.95,0.05,0.478,0.5,0.6,0.748803,0.4,0.3,0.3,0.344705,0.340039,0.337796,0.002243,-0.004666,0.0064,0.0064,-0.000533
phase_only,2,acquisition,900,900,0.95,0.05,0.458,0.48,0.7,0.749441,0.3,0.0,0.7,0.356006,0.352584,0.35353,-0.000946,-0.003422,-0.001202,0.001202,0.0
phase_only,2,acquisition,1000,1000,0.95,0.05,0.471333,0.493333,0.7,0.749236,0.3,0.3,0.4,0.370256,0.36657,0.366309,0.000262,-0.003686,-0.004534,0.004534,-0.001867
phase_only,2,acquisition,1100,1100,0.95,0.05,0.524667,0.546667,0.7,0.749823,0.3,0.2,0.5,0.371611,0.370992,0.37075,0.000242,-0.000619,0.001477,0.001477,0.005906
phase_only,2,acquisition,1200,1200,0.95,0.05,0.441333,0.463333,0.7,0.749644,0.3,0.1,0.6,0.372396,0.369794,0.371077,-0.001283,-0.002602,-0.011653,0.011653,0.001473
phase_only,2,acquisition,1300,1300,0.95,0.05,0.498,0.52,0.7,0.749727,0.3,0.1,0.6,0.369367,0.36742,0.36836,-0.000939,-0.001947,0.004405,0.004405,-0.001201
phase_only,2,acquisition,1400,1400,0.95,0.05,0.488,0.51,0.7,0.749257,0.3,0.3,0.4,0.370487,0.366266,0.366876,-0.00061,-0.004221,0.002534,0.002534,-0.0028
phase_only,2,acquisition,1500,1500,0.95,0.05,0.454667,0.476667,0.7,0.749016,0.3,0.0,0.7,0.368314,0.361409,0.364116,-0.002707,-0.006905,-0.003869,0.003869,0.0
