feature_condition,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,abs_proxy_dependence,proxy_action_dependence
phase_only,0,acquisition,1,1,0.95,0.05,0.508,0.53,1.0,0.752866,0.0,0.0,1.0,-0.009931,0.005531,0.005189,0.000342,0.015462,0.0,0.0,0.0
phase_only,0,acquisition,100,100,0.95,0.05,0.491333,0.513333,0.1,0.745053,0.9,0.0,0.1,0.075688,0.049067,0.049819,-0.000752,-0.026621,0.003734,0.003734,0.0
phase_only,0,acquisition,200,200,0.95,0.05,0.414667,0.436667,0.2,0.745059,0.8,0.0,0.2,0.135206,0.108395,0.109588,-0.001193,-0.026811,-0.00459,0.00459,0.0
phase_only,0,acquisition,300,300,0.95,0.05,0.448,0.47,0.3,0.745929,0.7,0.0,0.3,0.194237,0.172795,0.172904,-0.000109,-0.021442,0.005628,0.005628,0.0
phase_only,0,acquisition,400,400,0.95,0.05,0.418,0.44,0.3,0.746544,0.7,0.0,0.3,0.238214,0.220345,0.220007,0.000338,-0.017869,-0.008355,0.008355,0.0
phase_only,0,acquisition,500,500,0.95,0.05,0.511333,0.533333,0.3,0.745832,0.7,0.0,0.3,0.285766,0.262233,0.264827,-0.002594,-0.023533,-0.004146,0.004146,0.0
phase_only,0,acquisition,600,600,0.95,0.05,0.504667,0.526667,0.4,0.746876,0.6,0.0,0.4,0.32443,0.305648,0.309419,-0.00377,-0.018782,0.014159,0.014159,0.0
phase_only,0,acquisition,700,700,0.95,0.05,0.441333,0.463333,0.4,0.747091,0.6,0.0,0.4,0.356839,0.340985,0.34209,-0.001105,-0.015855,-0.005888,0.005888,0.0
phase_only,0,acquisition,800,800,0.95,0.05,0.491333,0.513333,0.4,0.748532,0.6,0.0,0.4,0.371687,0.36379,0.364372,-0.000582,-0.007897,0.000533,0.000533,0.0
phase_only,0,acquisition,900,900,0.95,0.05,0.474667,0.496667,0.5,0.74879,0.5,0.4,0.1,0.384972,0.380027,0.378214,0.001813,-0.004945,-0.004667,0.004667,-0.0016
phase_only,0,acquisition,1000,1000,0.95,0.05,0.471333,0.493333,0.4,0.748821,0.6,0.0,0.4,0.392378,0.386664,0.386221,0.000443,-0.005714,-0.008535,0.008535,0.0
phase_only,0,acquisition,1100,1100,0.95,0.05,0.434667,0.456667,0.5,0.750019,0.5,0.2,0.3,0.382854,0.384123,0.382694,0.001429,0.00127,-0.000671,0.000671,-0.000537
phase_only,0,acquisition,1200,1200,0.95,0.05,0.444667,0.466667,0.5,0.750213,0.5,0.3,0.2,0.37906,0.381589,0.379788,0.001801,0.002529,-0.012047,0.012047,0.014992
phase_only,0,acquisition,1300,1300,0.95,0.05,0.491333,0.513333,0.5,0.749632,0.5,0.4,0.1,0.377598,0.377111,0.375188,0.001923,-0.000488,-0.004001,0.004001,0.004801
phase_only,0,acquisition,1400,1400,0.95,0.05,0.478,0.5,0.5,0.749016,0.5,0.0,0.5,0.380507,0.37515,0.375624,-0.000474,-0.005358,-0.004,0.004,0.0
phase_only,0,acquisition,1500,1500,0.95,0.05,0.464667,0.486667,0.5,0.749546,0.5,0.0,0.5,0.377282,0.375058,0.375048,1e-05,-0.002224,0.012676,0.012676,0.0
phase_only,0,acquisition,1600,1600,0.95,0.05,0.494667,0.516667,0.4,0.748759,0.6,0.1,0.3,0.378851,0.373015,0.372137,0.000877,-0.005836,0.013337,0.013337,-0.003334
phase_only,0,acquisition,1700,1700,0.95,0.05,0.464667,0.486667,0.5,0.750163,0.5,0.1,0.4,0.370191,0.371825,0.370916,0.000908,0.001633,0.005336,0.005336,-0.007204
phase_only,0,acquisition,1800,1800,0.95,0.05,0.514667,0.536667,0.5,0.750557,0.5,0.0,0.5,0.362746,0.365798,0.365893,-9.6e-05,0.003052,0.016069,0.016069,0.0
phase_only,0,acquisition,1900,1900,0.95,0.05,0.444667,0.466667,0.5,0.749358,0.5,0.0,0.5,0.364439,0.361098,0.361204,-0.000106,-0.003341,-0.012038,0.012038,0.0
phase_only,0,acquisition,2000,2000,0.95,0.05,0.518,0.54,0.5,0.750071,0.5,0.5,0.0,0.353949,0.355272,0.354046,0.001226,0.001323,-0.006027,0.006027,0.006027
phase_only,0,acquisition,2100,2100,0.95,0.05,0.494667,0.516667,0.4,0.748913,0.6,0.3,0.1,0.355626,0.350241,0.349845,0.000396,-0.005385,-0.008277,0.008277,0.007209
phase_only,0,acquisition,2200,2200,0.95,0.05,0.528,0.55,0.4,0.748352,0.6,0.0,0.4,0.360097,0.351311,0.351553,-0.000242,-0.008786,0.014769,0.014769,0.0
phase_only,0,acquisition,2300,2300,0.95,0.05,0.524667,0.546667,0.4,0.748166,0.6,0.0,0.4,0.362659,0.352739,0.353214,-0.000475,-0.009921,-0.002143,0.002143,0.0
phase_only,0,acquisition,2400,2400,0.95,0.05,0.454667,0.476667,0.3,0.746781,0.7,0.3,0.0,0.37522,0.359361,0.357761,0.0016,-0.015858,0.006011,0.006011,-0.006011
phase_only,0,acquisition,2500,2500,0.95,0.05,0.481333,0.503333,0.3,0.746823,0.7,0.0,0.3,0.380556,0.36367,0.363954,-0.000283,-0.016886,-0.001467,0.001467,0.0
phase_only,0,acquisition,2600,2600,0.95,0.05,0.491333,0.513333,0.4,0.748559,0.6,0.0,0.4,0.374889,0.366873,0.367623,-0.000751,-0.008016,-0.012011,0.012011,0.0
phase_only,0,acquisition,2700,2700,0.95,0.05,0.511333,0.533333,0.4,0.747417,0.6,0.0,0.4,0.382235,0.368799,0.368618,0.000181,-0.013436,-0.00508,0.00508,0.0
phase_only,0,acquisition,2800,2800,0.95,0.05,0.471333,0.493333,0.4,0.747897,0.6,0.3,0.1,0.382164,0.37149,0.370966,0.000524,-0.010674,-0.010937,0.010937,0.000534
phase_only,0,acquisition,2900,2900,0.95,0.05,0.444667,0.466667,0.4,0.748034,0.6,0.4,0.0,0.383924,0.374673,0.373094,0.001579,-0.00925,-0.001337,0.001337,0.001337
phase_only,0,acquisition,3000,3000,0.95,0.05,0.468,0.49,0.4,0.747435,0.6,0.0,0.4,0.388411,0.374665,0.375086,-0.000421,-0.013746,-0.000534,0.000534,0.0
phase_only,0,reversal,1,3001,0.05,0.95,0.521333,0.543333,0.4,0.747452,0.6,0.0,0.4,0.388333,0.374691,0.375089,-0.000397,-0.013641,-0.020668,0.020668,0.0
phase_only,0,reversal,100,3100,0.05,0.95,0.478,0.5,0.5,0.749211,0.5,0.0,0.5,0.379282,0.374767,0.37544,-0.000673,-0.004515,-0.006,0.006,0.0
phase_only,0,reversal,200,3200,0.05,0.95,0.414667,0.436667,0.4,0.748967,0.6,0.4,0.0,0.378621,0.373731,0.373028,0.000703,-0.00489,0.00054,0.00054,-0.00054
phase_only,0,reversal,300,3300,0.05,0.95,0.498,0.52,0.4,0.747805,0.6,0.4,0.0,0.382563,0.372024,0.37056,0.001464,-0.010539,-0.002404,0.002404,0.002404
phase_only,0,reversal,400,3400,0.05,0.95,0.424667,0.446667,0.3,0.747011,0.7,0.0,0.3,0.387386,0.370841,0.372081,-0.00124,-0.016544,-0.006862,0.006862,0.0
phase_only,0,reversal,500,3500,0.05,0.95,0.481333,0.503333,0.3,0.746368,0.7,0.0,0.3,0.394547,0.375431,0.375447,-1.6e-05,-0.019116,-0.006401,0.006401,0.0
phase_only,0,reversal,600,3600,0.05,0.95,0.448,0.47,0.3,0.747079,0.7,0.1,0.2,0.391989,0.376857,0.376524,0.000333,-0.015132,-0.00107,0.00107,-0.000535
phase_only,0,reversal,700,3700,0.05,0.95,0.488,0.51,0.4,0.74849,0.6,0.3,0.1,0.382791,0.375358,0.374662,0.000697,-0.007433,-0.024004,0.024004,0.014669
phase_only,0,reversal,800,3800,0.05,0.95,0.434667,0.456667,0.4,0.74771,0.6,0.0,0.4,0.384385,0.372419,0.372329,9e-05,-0.011965,0.008052,0.008052,0.0
phase_only,0,reversal,900,3900,0.05,0.95,0.498,0.52,0.4,0.747666,0.6,0.0,0.4,0.383475,0.371686,0.370983,0.000703,-0.011789,0.002671,0.002671,0.0
phase_only,0,reversal,1000,4000,0.05,0.95,0.481333,0.503333,0.3,0.746807,0.7,0.0,0.3,0.388617,0.372493,0.371484,0.001009,-0.016125,0.014535,0.014535,0.0
phase_only,0,reversal,1100,4100,0.05,0.95,0.464667,0.486667,0.3,0.747003,0.7,0.3,0.0,0.389891,0.375959,0.37321,0.002749,-0.013932,0.003602,0.003602,-0.003602
phase_only,0,reversal,1200,4200,0.05,0.95,0.484667,0.506667,0.4,0.747729,0.6,0.0,0.4,0.386836,0.375437,0.374644,0.000794,-0.011399,0.000533,0.000533,0.0
phase_only,0,reversal,1300,4300,0.05,0.95,0.424667,0.446667,0.5,0.749708,0.5,0.0,0.5,0.37253,0.370607,0.37133,-0.000722,-0.001922,0.008748,0.008748,0.0
phase_only,0,reversal,1400,4400,0.05,0.95,0.461333,0.483333,0.5,0.750301,0.5,0.0,0.5,0.364764,0.366108,0.366657,-0.000549,0.001344,0.006669,0.006669,0.0
phase_only,0,reversal,1500,4500,0.05,0.95,0.498,0.52,0.6,0.750588,0.4,0.3,0.3,0.357162,0.360858,0.360167,0.000691,0.003696,0.013343,0.013343,-0.005337
phase_only,0,extinction,1,4501,0.5,0.5,0.478,0.5,0.5,0.750455,0.5,0.2,0.3,0.357813,0.360829,0.360097,0.000731,0.003015,0.004,0.004,0.017067
phase_only,0,extinction,100,4600,0.5,0.5,0.411333,0.433333,0.5,0.749501,0.5,0.3,0.2,0.357775,0.35571,0.354979,0.000732,-0.002065,-0.018667,0.018667,0.033601
phase_only,0,extinction,200,4700,0.5,0.5,0.528,0.55,0.4,0.74872,0.6,0.3,0.1,0.357074,0.351078,0.350014,0.001064,-0.005996,-0.005872,0.005872,-0.002936
phase_only,0,extinction,300,4800,0.5,0.5,0.434667,0.456667,0.3,0.74765,0.7,0.2,0.1,0.359884,0.348384,0.347069,0.001315,-0.011499,0.0044,0.0044,0.015733
phase_only,0,extinction,400,4900,0.5,0.5,0.458,0.48,0.4,0.747944,0.6,0.4,0.0,0.358002,0.348665,0.346435,0.00223,-0.009338,-0.008534,0.008534,0.008534
phase_only,0,extinction,500,5000,0.5,0.5,0.484667,0.506667,0.4,0.747834,0.6,0.3,0.1,0.357042,0.346635,0.345137,0.001498,-0.010407,0.010411,0.010411,-0.002136
phase_only,0,extinction,600,5100,0.5,0.5,0.464667,0.486667,0.3,0.747287,0.7,0.3,0.0,0.360456,0.347523,0.345476,0.002048,-0.012932,0.022,0.022,-0.022
phase_only,0,extinction,700,5200,0.5,0.5,0.481333,0.503333,0.2,0.745599,0.8,0.2,0.0,0.371834,0.35069,0.347619,0.003071,-0.021144,-0.006401,0.006401,0.006401
phase_only,0,extinction,800,5300,0.5,0.5,0.478,0.5,0.3,0.746878,0.7,0.0,0.3,0.367319,0.35232,0.350138,0.002182,-0.015,0.033357,0.033357,0.0
phase_only,0,extinction,900,5400,0.5,0.5,0.508,0.53,0.3,0.747617,0.7,0.0,0.3,0.365571,0.35387,0.352599,0.001271,-0.011701,-0.0056,0.0056,0.0
phase_only,0,extinction,1000,5500,0.5,0.5,0.451333,0.473333,0.3,0.747228,0.7,0.0,0.3,0.366505,0.350796,0.352456,-0.00166,-0.01571,0.013739,0.013739,0.0
phase_only,0,extinction,1100,5600,0.5,0.5,0.424667,0.446667,0.3,0.746923,0.7,0.0,0.3,0.368391,0.351646,0.352446,-0.0008,-0.016745,-0.016276,0.016276,0.0
phase_only,0,extinction,1200,5700,0.5,0.5,0.464667,0.486667,0.3,0.74689,0.7,0.0,0.3,0.369361,0.353237,0.352844,0.000393,-0.016123,0.012137,0.012137,0.0
phase_only,0,extinction,1300,5800,0.5,0.5,0.488,0.51,0.3,0.747131,0.7,0.0,0.3,0.367902,0.352926,0.352708,0.000218,-0.014976,-0.002667,0.002667,0.0
phase_only,0,extinction,1400,5900,0.5,0.5,0.464667,0.486667,0.3,0.746897,0.7,0.3,0.0,0.368151,0.353134,0.351124,0.002009,-0.015017,-0.010001,0.010001,0.010001
phase_only,0,extinction,1500,6000,0.5,0.5,0.524667,0.546667,0.2,0.744722,0.8,0.2,0.0,0.38012,0.353604,0.351675,0.001929,-0.026516,0.006667,0.006667,-0.006667
phase_only,1,acquisition,1,1,0.95,0.05,-0.022,0.0,1.0,0.754651,0.0,1.0,0.0,-0.008742,0.026296,0.011122,0.015174,0.035037,0.0,0.0,0.0
phase_only,1,acquisition,100,100,0.95,0.05,0.498,0.52,0.0,0.746071,1.0,0.0,0.0,0.057584,0.036727,0.036744,-1.7e-05,-0.020857,0.0,0.0,0.0
phase_only,1,acquisition,200,200,0.95,0.05,0.461333,0.483333,0.1,0.746272,0.9,0.0,0.1,0.09692,0.076696,0.077392,-0.000696,-0.020224,0.002271,0.002271,0.0
phase_only,1,acquisition,300,300,0.95,0.05,0.474667,0.496667,0.2,0.746618,0.8,0.0,0.2,0.140069,0.122363,0.122074,0.000289,-0.017706,0.006401,0.006401,0.0
phase_only,1,acquisition,400,400,0.95,0.05,0.481333,0.503333,0.3,0.746301,0.7,0.0,0.3,0.18752,0.166903,0.16853,-0.001627,-0.020617,0.005868,0.005868,0.0
phase_only,1,acquisition,500,500,0.95,0.05,0.461333,0.483333,0.3,0.746824,0.7,0.0,0.3,0.222273,0.205868,0.205364,0.000505,-0.016405,-0.005472,0.005472,0.0
phase_only,1,acquisition,600,600,0.95,0.05,0.491333,0.513333,0.3,0.746634,0.7,0.1,0.2,0.260867,0.244568,0.242444,0.002124,-0.016299,0.006273,0.006273,0.005473
phase_only,1,acquisition,700,700,0.95,0.05,0.514667,0.536667,0.4,0.747341,0.6,0.2,0.2,0.289944,0.276946,0.275502,0.001444,-0.012998,-0.010454,0.010454,0.011258
phase_only,1,acquisition,800,800,0.95,0.05,0.461333,0.483333,0.4,0.748412,0.6,0.4,0.0,0.308657,0.302641,0.29924,0.003401,-0.006016,-0.003739,0.003739,0.003739
phase_only,1,acquisition,900,900,0.95,0.05,0.484667,0.506667,0.4,0.748384,0.6,0.4,0.0,0.324699,0.317235,0.315787,0.001448,-0.007464,0.005067,0.005067,-0.005067
phase_only,1,acquisition,1000,1000,0.95,0.05,0.454667,0.476667,0.4,0.747072,0.6,0.0,0.4,0.347024,0.331194,0.331892,-0.000698,-0.01583,0.006142,0.006142,0.0
phase_only,1,acquisition,1100,1100,0.95,0.05,0.491333,0.513333,0.4,0.747548,0.6,0.0,0.4,0.361987,0.348413,0.349518,-0.001105,-0.013574,0.004268,0.004268,0.0
phase_only,1,acquisition,1200,1200,0.95,0.05,0.451333,0.473333,0.4,0.747989,0.6,0.0,0.4,0.367886,0.35615,0.357986,-0.001836,-0.011736,-0.005351,0.005351,0.0
phase_only,1,acquisition,1300,1300,0.95,0.05,0.531333,0.553333,0.4,0.748242,0.6,0.0,0.4,0.375082,0.365573,0.366086,-0.000513,-0.009509,0.002158,0.002158,0.0
phase_only,1,acquisition,1400,1400,0.95,0.05,0.518,0.54,0.5,0.749218,0.5,0.0,0.5,0.374434,0.368767,0.371262,-0.002495,-0.005667,0.021429,0.021429,0.0
phase_only,1,acquisition,1500,1500,0.95,0.05,0.488,0.51,0.4,0.748257,0.6,0.0,0.4,0.381177,0.37222,0.372007,0.000213,-0.008957,-0.013613,0.013613,0.0
phase_only,1,acquisition,1600,1600,0.95,0.05,0.494667,0.516667,0.4,0.747603,0.6,0.4,0.0,0.389124,0.377052,0.376331,0.000721,-0.012072,-0.001334,0.001334,0.001334
phase_only,1,acquisition,1700,1700,0.95,0.05,0.464667,0.486667,0.4,0.74796,0.6,0.4,0.0,0.393294,0.383567,0.382166,0.0014,-0.009728,-0.007737,0.007737,0.007737
phase_only,1,acquisition,1800,1800,0.95,0.05,0.458,0.48,0.4,0.748175,0.6,0.4,0.0,0.396042,0.387847,0.385863,0.001984,-0.008195,0.001068,0.001068,-0.001068
phase_only,1,acquisition,1900,1900,0.95,0.05,0.488,0.51,0.5,0.749013,0.5,0.0,0.5,0.397364,0.391709,0.392573,-0.000865,-0.005655,0.008,0.008,0.0
phase_only,1,acquisition,2000,2000,0.95,0.05,0.511333,0.533333,0.4,0.747536,0.6,0.0,0.4,0.406904,0.392233,0.39489,-0.002657,-0.014671,-0.010432,0.010432,0.0
phase_only,1,acquisition,2100,2100,0.95,0.05,0.461333,0.483333,0.4,0.748299,0.6,0.0,0.4,0.407427,0.397288,0.399208,-0.001919,-0.010139,0.001068,0.001068,0.0
phase_only,1,acquisition,2200,2200,0.95,0.05,0.474667,0.496667,0.4,0.748377,0.6,0.0,0.4,0.407991,0.397694,0.400469,-0.002775,-0.010297,-0.004001,0.004001,0.0
phase_only,1,acquisition,2300,2300,0.95,0.05,0.438,0.46,0.4,0.748535,0.6,0.0,0.4,0.406781,0.398426,0.399534,-0.001108,-0.008355,0.012335,0.012335,0.0
phase_only,1,acquisition,2400,2400,0.95,0.05,0.514667,0.536667,0.5,0.749513,0.5,0.0,0.5,0.39951,0.39666,0.397289,-0.000629,-0.00285,0.004685,0.004685,0.0
phase_only,1,acquisition,2500,2500,0.95,0.05,0.464667,0.486667,0.5,0.74946,0.5,0.5,0.0,0.394288,0.392337,0.391176,0.001161,-0.001951,0.004668,0.004668,-0.004668
phase_only,1,acquisition,2600,2600,0.95,0.05,0.488,0.51,0.4,0.748299,0.6,0.4,0.0,0.397038,0.38837,0.388048,0.000323,-0.008668,-0.008536,0.008536,0.008536
phase_only,1,acquisition,2700,2700,0.95,0.05,0.454667,0.476667,0.4,0.748458,0.6,0.0,0.4,0.397105,0.388572,0.389301,-0.000728,-0.008533,0.012011,0.012011,0.0
phase_only,1,acquisition,2800,2800,0.95,0.05,0.494667,0.516667,0.3,0.747004,0.7,0.0,0.3,0.405834,0.389513,0.390396,-0.000883,-0.016322,-0.007874,0.007874,0.0
phase_only,1,acquisition,2900,2900,0.95,0.05,0.518,0.54,0.3,0.747076,0.7,0.0,0.3,0.408266,0.392479,0.393142,-0.000662,-0.015787,0.002145,0.002145,0.0
phase_only,1,acquisition,3000,3000,0.95,0.05,0.451333,0.473333,0.3,0.746614,0.7,0.0,0.3,0.414646,0.396007,0.397284,-0.001277,-0.018639,-0.006416,0.006416,0.0
phase_only,1,reversal,1,3001,0.05,0.95,0.431333,0.453333,0.3,0.746683,0.7,0.0,0.3,0.414308,0.395978,0.397344,-0.001366,-0.018331,0.011792,0.011792,0.0
phase_only,1,reversal,100,3100,0.05,0.95,0.451333,0.473333,0.3,0.747022,0.7,0.0,0.3,0.418508,0.402366,0.403134,-0.000768,-0.016143,-0.002538,0.002538,0.0
phase_only,1,reversal,200,3200,0.05,0.95,0.518,0.54,0.4,0.747902,0.6,0.0,0.4,0.415538,0.404535,0.404562,-2.7e-05,-0.011002,0.005362,0.005362,0.0
phase_only,1,reversal,300,3300,0.05,0.95,0.471333,0.493333,0.5,0.749514,0.5,0.4,0.1,0.403779,0.401391,0.401305,8.6e-05,-0.002388,0.004668,0.004668,-0.006136
phase_only,1,reversal,400,3400,0.05,0.95,0.481333,0.503333,0.4,0.748254,0.6,0.1,0.3,0.407367,0.398145,0.398288,-0.000143,-0.009221,0.005067,0.005067,0.001733
phase_only,1,reversal,500,3500,0.05,0.95,0.448,0.47,0.4,0.748977,0.6,0.2,0.2,0.40285,0.397566,0.397543,2.4e-05,-0.005284,0.003749,0.003749,0.006159
phase_only,1,reversal,600,3600,0.05,0.95,0.488,0.51,0.5,0.749262,0.5,0.1,0.4,0.39742,0.393309,0.393789,-0.00048,-0.004111,0.002001,0.002001,-0.00787
phase_only,1,reversal,700,3700,0.05,0.95,0.444667,0.466667,0.5,0.750449,0.5,0.0,0.5,0.38613,0.388203,0.388863,-0.00066,0.002073,0.00401,0.00401,0.0
phase_only,1,reversal,800,3800,0.05,0.95,0.501333,0.523333,0.7,0.751791,0.3,0.0,0.7,0.370789,0.380218,0.380573,-0.000355,0.00943,-0.015783,0.015783,0.0
phase_only,1,reversal,900,3900,0.05,0.95,0.518,0.54,0.6,0.750653,0.4,0.0,0.6,0.368526,0.372005,0.372159,-0.000155,0.003479,0.004558,0.004558,0.0
phase_only,1,reversal,1000,4000,0.05,0.95,0.504667,0.526667,0.7,0.751649,0.3,0.7,0.0,0.355614,0.365207,0.364159,0.001047,0.009593,0.006019,0.006019,-0.006019
phase_only,1,reversal,1100,4100,0.05,0.95,0.488,0.51,0.6,0.750551,0.4,0.4,0.2,0.352509,0.35567,0.355464,0.000206,0.003161,0.001334,0.001334,0.001334
phase_only,1,reversal,1200,4200,0.05,0.95,0.464667,0.486667,0.5,0.749533,0.5,0.0,0.5,0.350528,0.34753,0.34842,-0.00089,-0.002999,0.002668,0.002668,0.0
phase_only,1,reversal,1300,4300,0.05,0.95,0.468,0.49,0.5,0.749384,0.5,0.3,0.2,0.345253,0.341937,0.342108,-0.000171,-0.003316,-0.009335,0.009335,0.006134
phase_only,1,reversal,1400,4400,0.05,0.95,0.468,0.49,0.3,0.747747,0.7,0.0,0.3,0.351377,0.339117,0.339678,-0.000561,-0.01226,-0.000267,0.000267,0.0
phase_only,1,reversal,1500,4500,0.05,0.95,0.518,0.54,0.3,0.746766,0.7,0.0,0.3,0.360937,0.343281,0.344166,-0.000885,-0.017656,0.000804,0.000804,0.0
phase_only,1,extinction,1,4501,0.5,0.5,0.474667,0.496667,0.3,0.746637,0.7,0.0,0.3,0.361658,0.343363,0.344186,-0.000823,-0.018295,0.007867,0.007867,0.0
phase_only,1,extinction,100,4600,0.5,0.5,0.471333,0.493333,0.3,0.747825,0.7,0.1,0.2,0.358786,0.347322,0.347317,5e-06,-0.011464,-0.023068,0.023068,0.024135
phase_only,1,extinction,200,4700,0.5,0.5,0.411333,0.433333,0.3,0.74691,0.7,0.1,0.2,0.365563,0.349479,0.349152,0.000327,-0.016084,0.028267,0.028267,-0.008533
phase_only,1,extinction,300,4800,0.5,0.5,0.474667,0.496667,0.3,0.746064,0.7,0.0,0.3,0.373974,0.352987,0.353326,-0.000339,-0.020987,-0.021349,0.021349,0.0
phase_only,1,extinction,400,4900,0.5,0.5,0.428,0.45,0.3,0.745884,0.7,0.0,0.3,0.378651,0.355662,0.357592,-0.00193,-0.022988,-0.001867,0.001867,0.0
phase_only,1,extinction,500,5000,0.5,0.5,0.521333,0.543333,0.3,0.747423,0.7,0.0,0.3,0.371687,0.357113,0.358602,-0.00149,-0.014575,-0.036133,0.036133,0.0
phase_only,1,extinction,600,5100,0.5,0.5,0.508,0.53,0.3,0.747191,0.7,0.0,0.3,0.373322,0.358358,0.358596,-0.000238,-0.014963,-0.0108,0.0108,0.0
phase_only,1,extinction,700,5200,0.5,0.5,0.438,0.46,0.3,0.74663,0.7,0.3,0.0,0.375822,0.359249,0.35746,0.001789,-0.016573,-0.008667,0.008667,0.008667
phase_only,1,extinction,800,5300,0.5,0.5,0.521333,0.543333,0.3,0.747306,0.7,0.1,0.2,0.371307,0.357646,0.356848,0.000798,-0.013661,-0.012136,0.012136,-0.003067
phase_only,1,extinction,900,5400,0.5,0.5,0.458,0.48,0.3,0.747356,0.7,0.2,0.1,0.369884,0.356269,0.355793,0.000476,-0.013615,-0.010271,0.010271,0.013072
phase_only,1,extinction,1000,5500,0.5,0.5,0.484667,0.506667,0.3,0.746915,0.7,0.2,0.1,0.371181,0.354967,0.354892,7.4e-05,-0.016214,-0.008138,0.008138,0.004536
phase_only,1,extinction,1100,5600,0.5,0.5,0.488,0.51,0.3,0.746461,0.7,0.0,0.3,0.373088,0.354096,0.354589,-0.000493,-0.018992,0.02187,0.02187,0.0
phase_only,1,extinction,1200,5700,0.5,0.5,0.461333,0.483333,0.3,0.746481,0.7,0.0,0.3,0.373302,0.354399,0.354921,-0.000522,-0.018903,-0.030807,0.030807,0.0
phase_only,1,extinction,1300,5800,0.5,0.5,0.454667,0.476667,0.3,0.7467,0.7,0.0,0.3,0.372031,0.354317,0.354794,-0.000477,-0.017714,-0.0008,0.0008,0.0
phase_only,1,extinction,1400,5900,0.5,0.5,0.474667,0.496667,0.2,0.745146,0.8,0.0,0.2,0.380018,0.354117,0.354599,-0.000482,-0.025901,-0.006134,0.006134,0.0
phase_only,1,extinction,1500,6000,0.5,0.5,0.468,0.49,0.2,0.745715,0.8,0.2,0.0,0.377894,0.355643,0.35514,0.000503,-0.022251,0.013871,0.013871,-0.013871
phase_only,2,acquisition,1,1,0.95,0.05,0.461333,0.483333,1.0,0.759531,0.0,0.0,1.0,-0.039202,0.00773,0.014217,-0.006486,0.046932,0.0,0.0,0.0
phase_only,2,acquisition,100,100,0.95,0.05,0.454667,0.476667,0.3,0.746795,0.7,0.0,0.3,0.056989,0.037451,0.041315,-0.003864,-0.019538,0.007212,0.007212,0.0
phase_only,2,acquisition,200,200,0.95,0.05,0.494667,0.516667,0.3,0.745457,0.7,0.0,0.3,0.114368,0.090899,0.090157,0.000742,-0.023469,0.007072,0.007072,0.0
phase_only,2,acquisition,300,300,0.95,0.05,0.441333,0.463333,0.3,0.744392,0.7,0.0,0.3,0.177917,0.147859,0.148719,-0.00086,-0.030058,0.004825,0.004825,0.0
phase_only,2,acquisition,400,400,0.95,0.05,0.511333,0.533333,0.4,0.746335,0.6,0.0,0.4,0.225959,0.204974,0.207633,-0.002659,-0.020985,-0.001607,0.001607,0.0
phase_only,2,acquisition,500,500,0.95,0.05,0.441333,0.463333,0.4,0.747332,0.6,0.1,0.3,0.266499,0.254658,0.251536,0.003123,-0.01184,-0.002945,0.002945,-0.003614
phase_only,2,acquisition,600,600,0.95,0.05,0.451333,0.473333,0.4,0.747373,0.6,0.0,0.4,0.300211,0.286218,0.286677,-0.000459,-0.013992,-0.006415,0.006415,0.0
phase_only,2,acquisition,700,700,0.95,0.05,0.484667,0.506667,0.4,0.746888,0.6,0.0,0.4,0.33402,0.318383,0.31749,0.000893,-0.015637,-0.002934,0.002934,0.0
phase_only,2,acquisition,800,800,0.95,0.05,0.498,0.52,0.4,0.746762,0.6,0.3,0.1,0.363909,0.350779,0.34515,0.005629,-0.01313,-0.008547,0.008547,0.005742
phase_only,2,acquisition,900,900,0.95,0.05,0.504667,0.526667,0.4,0.748036,0.6,0.0,0.4,0.381252,0.371317,0.371013,0.000304,-0.009934,0.002939,0.002939,0.0
phase_only,2,acquisition,1000,1000,0.95,0.05,0.471333,0.493333,0.4,0.747972,0.6,0.0,0.4,0.39653,0.387111,0.385516,0.001594,-0.009419,0.023737,0.023737,0.0
phase_only,2,acquisition,1100,1100,0.95,0.05,0.461333,0.483333,0.4,0.748057,0.6,0.2,0.2,0.406174,0.398229,0.395092,0.003136,-0.007946,0.004807,0.004807,-0.003739
phase_only,2,acquisition,1200,1200,0.95,0.05,0.538,0.56,0.5,0.750097,0.5,0.3,0.2,0.40298,0.405145,0.403056,0.002089,0.002166,0.004057,0.004057,-0.007303
phase_only,2,acquisition,1300,1300,0.95,0.05,0.504667,0.526667,0.5,0.749973,0.5,0.1,0.4,0.400546,0.401123,0.4004,0.000724,0.000577,0.00468,0.00468,-0.009226
phase_only,2,acquisition,1400,1400,0.95,0.05,0.521333,0.543333,0.5,0.749364,0.5,0.0,0.5,0.401962,0.399298,0.398558,0.00074,-0.002664,0.002011,0.002011,0.0
phase_only,2,acquisition,1500,1500,0.95,0.05,0.461333,0.483333,0.5,0.749887,0.5,0.2,0.3,0.398801,0.399081,0.398084,0.000997,0.00028,0.002001,0.002001,0.000267
phase_only,2,acquisition,1600,1600,0.95,0.05,0.474667,0.496667,0.5,0.749796,0.5,0.4,0.1,0.39568,0.395633,0.394381,0.001252,-4.7e-05,-0.001333,0.001333,0.0064
