agent_type,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,abs_proxy_dependence,proxy_action_dependence
tabular_sarsa,8,extinction,1500,6000,0.5,0.5,0.508,0.53,0.758667,0.750208,0.241333,0.211333,0.547333,0.291661,0.285407,0.297309,-0.011902,-0.006253,-0.276145,0.276145,0.182118
tabular_sarsa,9,acquisition,1,1,0.95,0.05,0.131333,0.153333,0.746333,0.750006,0.253667,0.224667,0.521667,-9.1e-05,-7.3e-05,-5.4e-05,-1.9e-05,1.7e-05,-0.051805,0.051805,-0.005581
tabular_sarsa,9,acquisition,100,100,0.95,0.05,0.484667,0.506667,0.897,0.752912,0.103,0.407,0.49,0.026675,0.04683,0.03942,0.00741,0.020154,-0.001596,0.001596,0.204444
tabular_sarsa,9,acquisition,200,200,0.95,0.05,0.424667,0.446667,0.746333,0.750107,0.253667,0.197667,0.548667,0.065989,0.069577,0.06463,0.004947,0.003589,-0.098544,0.098544,0.009354
tabular_sarsa,9,acquisition,300,300,0.95,0.05,0.524667,0.546667,0.852333,0.750521,0.147667,0.296667,0.555667,0.080596,0.071793,0.088336,-0.016543,-0.008803,-0.099556,0.099556,-0.001663
tabular_sarsa,9,acquisition,400,400,0.95,0.05,0.474667,0.496667,0.848333,0.753178,0.151667,0.197,0.651333,0.080128,0.087986,0.101556,-0.01357,0.007858,-0.299539,0.299539,0.199023
tabular_sarsa,9,acquisition,500,500,0.95,0.05,0.481333,0.503333,0.897333,0.753902,0.102667,0.251333,0.646,0.112793,0.135139,0.134116,0.001023,0.022347,0.002596,0.002596,0.097315
tabular_sarsa,9,acquisition,600,600,0.95,0.05,0.451333,0.473333,0.847333,0.75198,0.152667,0.248667,0.598667,0.127141,0.132396,0.140054,-0.007658,0.005255,-0.104759,0.104759,0.103837
tabular_sarsa,9,acquisition,700,700,0.95,0.05,0.481333,0.503333,0.851333,0.74865,0.148667,0.252667,0.598667,0.165616,0.157857,0.158759,-0.000902,-0.007759,-0.100198,0.100198,0.29833
tabular_sarsa,9,acquisition,800,800,0.95,0.05,0.458,0.48,0.8,0.749096,0.2,0.296,0.504,0.136613,0.130262,0.132542,-0.00228,-0.006351,-0.00962,0.00962,0.202327
tabular_sarsa,9,acquisition,900,900,0.95,0.05,0.531333,0.553333,0.791,0.750369,0.209,0.307,0.484,0.162033,0.160686,0.165543,-0.004858,-0.001347,0.198442,0.198442,0.207113
tabular_sarsa,9,acquisition,1000,1000,0.95,0.05,0.471333,0.493333,0.845667,0.750007,0.154333,0.292333,0.553333,0.169543,0.16975,0.168681,0.001069,0.000206,-0.104071,0.104071,0.201379
tabular_sarsa,9,acquisition,1100,1100,0.95,0.05,0.471333,0.493333,0.749667,0.750629,0.250333,0.2,0.549667,0.17547,0.181257,0.177183,0.004074,0.005786,-0.102,0.102,-0.002667
tabular_sarsa,9,acquisition,1200,1200,0.95,0.05,0.471333,0.493333,0.602333,0.748593,0.397667,0.048667,0.553667,0.17277,0.163899,0.165936,-0.002037,-0.008871,-0.005292,0.005292,0.099252
tabular_sarsa,9,acquisition,1300,1300,0.95,0.05,0.504667,0.526667,0.745333,0.748793,0.254667,0.201667,0.543667,0.190879,0.181756,0.185848,-0.004092,-0.009123,0.105468,0.105468,-0.005925
tabular_sarsa,9,acquisition,1400,1400,0.95,0.05,0.444667,0.466667,0.644667,0.747125,0.355333,0.245333,0.399333,0.187665,0.176573,0.170385,0.006188,-0.011092,-0.098867,0.098867,0.099453
tabular_sarsa,9,acquisition,1500,1500,0.95,0.05,0.511333,0.533333,0.661667,0.750356,0.338333,0.198667,0.463,0.21353,0.215952,0.214501,0.001451,0.002423,-0.29633,0.29633,-0.202541
tabular_sarsa,9,acquisition,1600,1600,0.95,0.05,0.471333,0.493333,0.747,0.752502,0.253,0.148333,0.598667,0.20157,0.212734,0.216452,-0.003717,0.011164,-0.100289,0.100289,0.101912
tabular_sarsa,9,acquisition,1700,1700,0.95,0.05,0.534667,0.556667,0.792,0.751177,0.208,0.226667,0.565333,0.227911,0.228035,0.237409,-0.009374,0.000123,0.200761,0.200761,-0.499266
tabular_sarsa,9,acquisition,1800,1800,0.95,0.05,0.478,0.5,0.647,0.748821,0.353,0.049,0.598,0.216527,0.208993,0.210909,-0.001916,-0.007533,0.301379,0.301379,0.097545
tabular_sarsa,9,acquisition,1900,1900,0.95,0.05,0.434667,0.456667,0.789667,0.751678,0.210333,0.342667,0.447,0.206806,0.225777,0.210162,0.015615,0.018971,-0.202124,0.202124,0.088129
tabular_sarsa,9,acquisition,2000,2000,0.95,0.05,0.451333,0.473333,0.748333,0.751448,0.251667,0.151667,0.596667,0.227337,0.232273,0.236188,-0.003915,0.004936,-0.102508,0.102508,-0.107995
tabular_sarsa,9,acquisition,2100,2100,0.95,0.05,0.488,0.51,0.705,0.750803,0.295,0.200333,0.504667,0.263034,0.265871,0.267819,-0.001948,0.002837,-0.398871,0.398871,-0.001742
tabular_sarsa,9,acquisition,2200,2200,0.95,0.05,0.481333,0.503333,0.852333,0.753349,0.147667,0.151,0.701333,0.259663,0.272115,0.279652,-0.007537,0.012452,-0.297315,0.297315,-0.104018
tabular_sarsa,9,acquisition,2300,2300,0.95,0.05,0.454667,0.476667,0.796667,0.751695,0.203333,0.248333,0.548333,0.25287,0.25606,0.264672,-0.008612,0.00319,0.001422,0.001422,0.097762
tabular_sarsa,9,acquisition,2400,2400,0.95,0.05,0.444667,0.466667,1.0,0.751162,0.0,0.249667,0.750333,0.247265,0.245499,0.256869,-0.01137,-0.001766,0.0,0.0,-0.10138
tabular_sarsa,9,acquisition,2500,2500,0.95,0.05,0.488,0.51,0.594333,0.748467,0.405667,0.149,0.445333,0.267307,0.262627,0.257646,0.004981,-0.00468,0.199755,0.199755,-0.095123
tabular_sarsa,9,acquisition,2600,2600,0.95,0.05,0.428,0.45,0.646667,0.750397,0.353333,0.253667,0.393,0.257291,0.268597,0.25459,0.014007,0.011307,-0.098765,0.098765,-0.100725
tabular_sarsa,9,acquisition,2700,2700,0.95,0.05,0.491333,0.513333,0.748,0.75196,0.252,0.397,0.351,0.280506,0.300152,0.28677,0.013382,0.019647,0.102638,0.102638,-0.201464
tabular_sarsa,9,acquisition,2800,2800,0.95,0.05,0.494667,0.516667,0.752,0.749328,0.248,0.245333,0.506667,0.287428,0.288125,0.282377,0.005747,0.000697,-0.094985,0.094985,-0.097453
tabular_sarsa,9,acquisition,2900,2900,0.95,0.05,0.491333,0.513333,0.651333,0.74877,0.348667,0.243667,0.407667,0.289628,0.285532,0.282693,0.002839,-0.004096,-0.107364,0.107364,-0.095684
tabular_sarsa,9,acquisition,3000,3000,0.95,0.05,0.474667,0.496667,0.703667,0.747504,0.296333,0.199333,0.504333,0.290367,0.281051,0.275469,0.005581,-0.009316,0.206755,0.206755,0.201869
tabular_sarsa,9,reversal,1,3001,0.05,0.95,0.471333,0.493333,0.699,0.747446,0.301,0.2,0.499,0.298378,0.287826,0.283821,0.004005,-0.010552,0.192417,0.192417,0.196317
tabular_sarsa,9,reversal,100,3100,0.05,0.95,0.458,0.48,0.698667,0.750363,0.301333,0.154,0.544667,0.282927,0.256119,0.301307,-0.045189,-0.026808,0.197776,0.197776,0.105982
tabular_sarsa,9,reversal,200,3200,0.05,0.95,0.478,0.5,0.803333,0.752095,0.196667,0.099,0.704333,0.225463,0.208294,0.25357,-0.045276,-0.017169,0.000262,0.000262,0.003465
tabular_sarsa,9,reversal,300,3300,0.05,0.95,0.494667,0.516667,0.747333,0.751503,0.252667,0.099667,0.647667,0.206453,0.186509,0.229523,-0.043014,-0.019944,0.103773,0.103773,-0.008279
tabular_sarsa,9,reversal,400,3400,0.05,0.95,0.494667,0.516667,0.848333,0.752251,0.151667,0.147667,0.700667,0.195038,0.176503,0.22225,-0.045747,-0.018535,-0.102043,0.102043,0.099212
tabular_sarsa,9,reversal,500,3500,0.05,0.95,0.508,0.53,0.847667,0.750618,0.152333,0.192,0.655667,0.226835,0.19235,0.249173,-0.056824,-0.034486,-0.097149,0.097149,0.19048
tabular_sarsa,9,reversal,600,3600,0.05,0.95,0.501333,0.523333,0.751333,0.750023,0.248667,0.1,0.651333,0.249259,0.219208,0.262488,-0.04328,-0.030051,0.107561,0.107561,0.002676
tabular_sarsa,9,reversal,700,3700,0.05,0.95,0.454667,0.476667,0.743667,0.751525,0.256333,0.249333,0.494333,0.230209,0.220168,0.245431,-0.025264,-0.010042,0.300024,0.300024,0.1076
tabular_sarsa,9,reversal,800,3800,0.05,0.95,0.441333,0.463333,0.580333,0.75104,0.419667,0.2,0.380333,0.23938,0.230988,0.249845,-0.018856,-0.008392,0.610784,0.610784,-0.013656
tabular_sarsa,9,reversal,900,3900,0.05,0.95,0.478,0.5,0.846,0.753673,0.154,0.248667,0.597333,0.250291,0.252892,0.276901,-0.024009,0.002601,0.105744,0.105744,0.096663
tabular_sarsa,9,reversal,1000,4000,0.05,0.95,0.481333,0.503333,0.848333,0.754504,0.151667,0.297667,0.550667,0.254927,0.266463,0.283668,-0.017205,0.011536,0.104954,0.104954,0.197181
tabular_sarsa,9,reversal,1100,4100,0.05,0.95,0.478,0.5,0.845,0.753625,0.155,0.302667,0.542333,0.263445,0.280584,0.283332,-0.002748,0.017139,0.098714,0.098714,0.197457
tabular_sarsa,9,reversal,1200,4200,0.05,0.95,0.481333,0.503333,0.751,0.753869,0.249,0.201333,0.549667,0.270627,0.286877,0.292911,-0.006034,0.01625,0.297333,0.297333,-0.006649
tabular_sarsa,9,reversal,1300,4300,0.05,0.95,0.511333,0.533333,0.852333,0.753167,0.147667,0.244,0.608333,0.273869,0.281255,0.295339,-0.014084,0.007386,0.101729,0.101729,0.101312
tabular_sarsa,9,reversal,1400,4400,0.05,0.95,0.488,0.51,0.703333,0.750327,0.296667,0.048333,0.655,0.289484,0.267487,0.302961,-0.035474,-0.021997,0.199286,0.199286,0.098976
tabular_sarsa,9,reversal,1500,4500,0.05,0.95,0.498,0.52,0.702333,0.749685,0.297667,0.095667,0.606667,0.297362,0.278939,0.303831,-0.024892,-0.018423,0.205461,0.205461,0.195504
tabular_sarsa,9,extinction,1,4501,0.5,0.5,0.468,0.49,0.698,0.748773,0.302,0.101667,0.596333,0.300149,0.278865,0.301211,-0.022347,-0.021285,0.206703,0.206703,0.204698
tabular_sarsa,9,extinction,100,4600,0.5,0.5,0.504667,0.526667,0.756,0.744566,0.244,0.203667,0.552333,0.309219,0.298931,0.272888,0.026043,-0.010288,0.295675,0.295675,0.200395
tabular_sarsa,9,extinction,200,4700,0.5,0.5,0.464667,0.486667,0.553667,0.741052,0.446333,0.297,0.256667,0.319588,0.290568,0.266191,0.024377,-0.029019,-0.110882,0.110882,0.007188
tabular_sarsa,9,extinction,300,4800,0.5,0.5,0.474667,0.496667,0.662333,0.73935,0.337667,0.307333,0.355,0.345918,0.31372,0.282179,0.031541,-0.032198,0.104169,0.104169,0.001236
tabular_sarsa,9,extinction,400,4900,0.5,0.5,0.471333,0.493333,0.655667,0.743911,0.344333,0.204667,0.451,0.307121,0.287997,0.269762,0.018235,-0.019124,0.309041,0.309041,0.001302
tabular_sarsa,9,extinction,500,5000,0.5,0.5,0.434667,0.456667,0.596,0.740618,0.404,0.197,0.399,0.328746,0.292497,0.27657,0.015926,-0.036249,0.212466,0.212466,-0.012326
tabular_sarsa,9,extinction,600,5100,0.5,0.5,0.494667,0.516667,0.64,0.740284,0.36,0.246,0.394,0.348424,0.307339,0.296174,0.011165,-0.041085,0.301829,0.301829,-0.101176
tabular_sarsa,9,extinction,700,5200,0.5,0.5,0.411333,0.433333,0.540333,0.741857,0.459667,0.205,0.335333,0.324856,0.294772,0.278032,0.01674,-0.030084,0.092991,0.092991,0.001693
tabular_sarsa,9,extinction,800,5300,0.5,0.5,0.514667,0.536667,0.645667,0.746213,0.354333,0.244667,0.401,0.29695,0.286937,0.272329,0.014608,-0.010013,0.114995,0.114995,0.094213
tabular_sarsa,9,extinction,900,5400,0.5,0.5,0.508,0.53,0.693667,0.74793,0.306333,0.446667,0.247,0.300568,0.319953,0.274579,0.045374,0.019384,0.196998,0.196998,-0.306704
tabular_sarsa,9,extinction,1000,5500,0.5,0.5,0.511333,0.533333,0.795,0.749569,0.205,0.399,0.396,0.300256,0.319964,0.285833,0.034131,0.019708,0.409727,0.409727,-0.013199
tabular_sarsa,9,extinction,1100,5600,0.5,0.5,0.514667,0.536667,0.806,0.751582,0.194,0.363667,0.442333,0.291805,0.307782,0.295019,0.012764,0.015977,0.19155,0.19155,-0.0906
tabular_sarsa,9,extinction,1200,5700,0.5,0.5,0.484667,0.506667,0.751667,0.749994,0.248333,0.349667,0.402,0.315507,0.337119,0.303105,0.034013,0.021612,0.09165,0.09165,-0.105808
tabular_sarsa,9,extinction,1300,5800,0.5,0.5,0.514667,0.536667,0.805333,0.748608,0.194667,0.354,0.451333,0.295688,0.300707,0.281228,0.01948,0.005019,-0.004224,0.004224,0.114503
tabular_sarsa,9,extinction,1400,5900,0.5,0.5,0.478,0.5,0.742333,0.747136,0.257667,0.395,0.347333,0.306331,0.304601,0.284958,0.019644,-0.00173,0.089235,0.089235,-0.184608
tabular_sarsa,9,extinction,1500,6000,0.5,0.5,0.441333,0.463333,0.653667,0.742989,0.346333,0.254,0.399667,0.343,0.318937,0.302272,0.016665,-0.024062,0.098733,0.098733,0.094763
linear_dqn,0,acquisition,1,1,0.95,0.05,-0.002,0.02,0.952,0.750619,0.048,0.403,0.549,0.019375,0.032698,0.017518,0.015181,0.013323,0.097035,0.097035,-0.005403
linear_dqn,0,acquisition,100,100,0.95,0.05,0.501333,0.523333,0.392,0.745364,0.608,0.0,0.392,0.093548,0.072969,0.067439,0.005529,-0.020579,0.388477,0.388477,0.0
linear_dqn,0,acquisition,200,200,0.95,0.05,0.458,0.48,0.409667,0.745462,0.590333,0.0,0.409667,0.16904,0.148374,0.144198,0.004177,-0.020666,0.39407,0.39407,0.0
linear_dqn,0,acquisition,300,300,0.95,0.05,0.478,0.5,0.446,0.746162,0.554,0.0,0.446,0.24997,0.230518,0.23037,0.000148,-0.019452,0.493923,0.493923,0.0
linear_dqn,0,acquisition,400,400,0.95,0.05,0.464667,0.486667,0.353667,0.7473,0.646333,0.0,0.353667,0.313567,0.300486,0.299928,0.000558,-0.013081,0.701256,0.701256,0.0
linear_dqn,0,acquisition,500,500,0.95,0.05,0.461333,0.483333,0.411667,0.747944,0.588333,0.0,0.411667,0.365273,0.357663,0.354116,0.003547,-0.00761,0.800908,0.800908,0.0
linear_dqn,0,acquisition,600,600,0.95,0.05,0.544667,0.566667,0.401333,0.74937,0.598667,0.089667,0.311667,0.397929,0.397471,0.394417,0.003054,-0.000458,0.903904,0.903904,-0.201952
linear_dqn,0,acquisition,700,700,0.95,0.05,0.471333,0.493333,0.457333,0.750589,0.542667,0.05,0.407333,0.409454,0.412782,0.413814,-0.001032,0.003328,0.900854,0.900854,-0.09849
linear_dqn,0,acquisition,800,800,0.95,0.05,0.424667,0.446667,0.486667,0.751523,0.513333,0.107,0.379667,0.417885,0.428084,0.426419,0.001665,0.010199,0.901791,0.901791,-0.198271
linear_dqn,0,acquisition,900,900,0.95,0.05,0.514667,0.536667,0.416,0.750817,0.584,0.139667,0.276333,0.434264,0.440465,0.439093,0.001372,0.0062,0.904348,0.904348,-0.303623
linear_dqn,0,acquisition,1000,1000,0.95,0.05,0.511333,0.533333,0.433,0.75067,0.567,0.0,0.433,0.431047,0.434202,0.436377,-0.002176,0.003155,0.901457,0.901457,0.0
linear_dqn,0,acquisition,1100,1100,0.95,0.05,0.454667,0.476667,0.526667,0.753307,0.473333,0.0,0.526667,0.411471,0.428172,0.431145,-0.002973,0.016702,1.0,1.0,0.0
linear_dqn,0,acquisition,1200,1200,0.95,0.05,0.491333,0.513333,0.489,0.751912,0.511,0.148,0.341,0.409754,0.421436,0.420718,0.000718,0.011682,1.0,1.0,-0.302658
linear_dqn,0,acquisition,1300,1300,0.95,0.05,0.501333,0.523333,0.480667,0.752703,0.519333,0.0,0.480667,0.401037,0.414153,0.417781,-0.003628,0.013116,1.0,1.0,0.0
linear_dqn,0,acquisition,1400,1400,0.95,0.05,0.498,0.52,0.482667,0.752862,0.517333,0.0,0.482667,0.396509,0.41144,0.413775,-0.002335,0.014931,1.0,1.0,0.0
linear_dqn,0,acquisition,1500,1500,0.95,0.05,0.481333,0.503333,0.495,0.754173,0.505,0.0,0.495,0.382708,0.404029,0.407525,-0.003496,0.021322,1.0,1.0,0.0
linear_dqn,0,acquisition,1600,1600,0.95,0.05,0.498,0.52,0.487333,0.754855,0.512667,0.05,0.437333,0.373433,0.400155,0.401294,-0.001139,0.026722,1.0,1.0,-0.102599
linear_dqn,0,acquisition,1700,1700,0.95,0.05,0.484667,0.506667,0.497333,0.756687,0.502667,0.194667,0.302667,0.361549,0.398793,0.399314,-0.000521,0.037244,1.0,1.0,-0.391421
linear_dqn,0,acquisition,1800,1800,0.95,0.05,0.488,0.51,0.491333,0.756871,0.508667,0.294333,0.197,0.357704,0.397281,0.396156,0.001125,0.039577,1.0,1.0,-0.59905
linear_dqn,0,acquisition,1900,1900,0.95,0.05,0.468,0.49,0.515667,0.758749,0.484333,0.309,0.206667,0.344513,0.395679,0.392881,0.002798,0.051166,1.0,1.0,-0.599224
linear_dqn,0,acquisition,2000,2000,0.95,0.05,0.468,0.49,0.511333,0.759314,0.488667,0.104667,0.406667,0.342291,0.394933,0.394986,-5.3e-05,0.052642,1.0,1.0,-0.204694
linear_dqn,0,acquisition,2100,2100,0.95,0.05,0.498,0.52,0.481333,0.759852,0.518667,0.0,0.481333,0.341261,0.396775,0.397288,-0.000513,0.055514,1.0,1.0,0.0
linear_dqn,0,acquisition,2200,2200,0.95,0.05,0.451333,0.473333,0.525333,0.761414,0.474667,0.0,0.525333,0.329639,0.394222,0.394573,-0.000351,0.064583,1.0,1.0,0.0
linear_dqn,0,acquisition,2300,2300,0.95,0.05,0.498,0.52,0.482333,0.760897,0.517667,0.245333,0.237,0.335375,0.398835,0.396912,0.001923,0.063459,1.0,1.0,-0.508639
linear_dqn,0,acquisition,2400,2400,0.95,0.05,0.478,0.5,0.502667,0.761325,0.497333,0.0,0.502667,0.332708,0.396963,0.398055,-0.001092,0.064255,1.0,1.0,0.0
linear_dqn,0,acquisition,2500,2500,0.95,0.05,0.464667,0.486667,0.506333,0.761755,0.493667,0.0,0.506333,0.336545,0.404016,0.404332,-0.000316,0.06747,1.0,1.0,0.0
linear_dqn,0,acquisition,2600,2600,0.95,0.05,0.468,0.49,0.509333,0.763971,0.490667,0.0,0.509333,0.329696,0.409165,0.410092,-0.000927,0.07947,1.0,1.0,0.0
linear_dqn,0,acquisition,2700,2700,0.95,0.05,0.481333,0.503333,0.494667,0.763877,0.505333,0.245667,0.249,0.332221,0.412715,0.411647,0.001068,0.080494,1.0,1.0,-0.496631
linear_dqn,0,acquisition,2800,2800,0.95,0.05,0.448,0.47,0.527,0.766197,0.473,0.0,0.527,0.314111,0.404568,0.408599,-0.004032,0.090457,1.0,1.0,0.0
linear_dqn,0,acquisition,2900,2900,0.95,0.05,0.474667,0.496667,0.55,0.766313,0.45,0.0,0.55,0.313012,0.406372,0.4074,-0.001028,0.09336,0.901804,0.901804,0.0
linear_dqn,0,acquisition,3000,3000,0.95,0.05,0.461333,0.483333,0.61,0.767467,0.39,0.103667,0.506333,0.303895,0.404064,0.405259,-0.001195,0.100169,0.798635,0.798635,-0.202606
linear_dqn,0,reversal,1,3001,0.05,0.95,0.494667,0.516667,0.615,0.767763,0.385,0.105333,0.509667,0.301393,0.40344,0.40437,-0.00093,0.102047,0.799861,0.799861,-0.203085
linear_dqn,0,reversal,100,3100,0.05,0.95,0.468,0.49,0.641667,0.766997,0.358333,0.345,0.296667,0.303812,0.403341,0.401595,0.001745,0.099529,0.702614,0.702614,-0.295918
linear_dqn,0,reversal,200,3200,0.05,0.95,0.474667,0.496667,0.644333,0.766682,0.355667,0.151,0.493333,0.298366,0.395529,0.394048,0.00148,0.097163,0.701974,0.701974,0.298026
linear_dqn,0,reversal,300,3300,0.05,0.95,0.424667,0.446667,0.677,0.763074,0.323,0.0,0.677,0.318067,0.391304,0.394461,-0.003157,0.073237,0.596675,0.596675,0.0
linear_dqn,0,reversal,400,3400,0.05,0.95,0.471333,0.493333,0.742667,0.762521,0.257333,0.158667,0.584,0.31629,0.388695,0.387354,0.001342,0.072406,0.496463,0.496463,0.306109
linear_dqn,0,reversal,500,3500,0.05,0.95,0.488,0.51,0.808667,0.763254,0.191333,0.0,0.808667,0.308952,0.379448,0.385173,-0.005726,0.070495,0.392882,0.392882,0.0
linear_dqn,0,reversal,600,3600,0.05,0.95,0.478,0.5,0.797,0.76044,0.203,0.196667,0.600333,0.32129,0.377337,0.380038,-0.002701,0.056047,0.406271,0.406271,0.393596
linear_dqn,0,reversal,700,3700,0.05,0.95,0.514667,0.536667,0.808333,0.758737,0.191667,0.0,0.808333,0.325522,0.368907,0.375586,-0.006679,0.043385,0.195673,0.195673,0.0
linear_dqn,0,reversal,800,3800,0.05,0.95,0.494667,0.516667,0.849667,0.756914,0.150333,0.093667,0.756,0.338001,0.369922,0.378402,-0.00848,0.031921,-0.096085,0.096085,0.193793
linear_dqn,0,reversal,900,3900,0.05,0.95,0.498,0.52,0.842,0.754388,0.158,0.0,0.842,0.356171,0.36869,0.386064,-0.017374,0.012518,-0.301335,0.301335,0.0
linear_dqn,0,reversal,1000,4000,0.05,0.95,0.454667,0.476667,0.517,0.752528,0.483,0.0,0.517,0.379693,0.377717,0.402498,-0.024781,-0.001976,-1.0,1.0,0.0
linear_dqn,0,reversal,1100,4100,0.05,0.95,0.418,0.44,0.557667,0.75417,0.442333,0.0,0.557667,0.392767,0.395245,0.427669,-0.032424,0.002477,-1.0,1.0,0.0
linear_dqn,0,reversal,1200,4200,0.05,0.95,0.494667,0.516667,0.488333,0.754421,0.511667,0.047333,0.441,0.395916,0.40236,0.432385,-0.030025,0.006444,-1.0,1.0,0.096928
linear_dqn,0,reversal,1300,4300,0.05,0.95,0.461333,0.483333,0.518667,0.756859,0.481333,0.157333,0.361333,0.38563,0.41256,0.433073,-0.020514,0.02693,-1.0,1.0,0.303342
linear_dqn,0,reversal,1400,4400,0.05,0.95,0.471333,0.493333,0.551667,0.757714,0.448333,0.502667,0.049,0.372981,0.407351,0.425048,-0.017698,0.034369,-0.901475,0.901475,1.0
linear_dqn,0,reversal,1500,4500,0.05,0.95,0.461333,0.483333,0.569,0.760734,0.431,0.469,0.1,0.343506,0.396297,0.412943,-0.016645,0.052791,-0.897917,0.897917,0.901923
linear_dqn,0,extinction,1,4501,0.5,0.5,0.468,0.49,0.606667,0.760049,0.393333,0.448,0.158667,0.346759,0.395019,0.412761,-0.017743,0.048259,-0.789826,0.789826,0.89243
linear_dqn,0,extinction,100,4600,0.5,0.5,0.484667,0.506667,0.646667,0.763541,0.353333,0.457333,0.189333,0.308858,0.377853,0.39501,-0.017156,0.068995,-0.712845,0.712845,0.906808
linear_dqn,0,extinction,200,4700,0.5,0.5,0.494667,0.516667,0.688333,0.76567,0.311667,0.108333,0.58,0.286317,0.365961,0.385503,-0.019542,0.079644,-0.624166,0.624166,0.216378
linear_dqn,0,extinction,300,4800,0.5,0.5,0.468,0.49,0.696667,0.765526,0.303333,0.050333,0.646333,0.287156,0.363983,0.386285,-0.022302,0.076827,-0.601852,0.601852,0.101478
linear_dqn,0,extinction,400,4900,0.5,0.5,0.498,0.52,0.756,0.765951,0.244,0.089333,0.666667,0.288796,0.369772,0.388647,-0.018875,0.080976,-0.483807,0.483807,0.180229
linear_dqn,0,extinction,500,5000,0.5,0.5,0.491333,0.513333,0.747667,0.767844,0.252333,0.094,0.653667,0.28089,0.373326,0.390131,-0.016806,0.092436,-0.502656,0.502656,0.188755
linear_dqn,0,extinction,600,5100,0.5,0.5,0.461333,0.483333,0.700333,0.764922,0.299667,0.1,0.600333,0.29987,0.377575,0.390606,-0.013031,0.077706,-0.594184,0.594184,0.201748
linear_dqn,0,extinction,700,5200,0.5,0.5,0.508,0.53,0.644333,0.763411,0.355667,0.143,0.501333,0.310164,0.379616,0.390866,-0.01125,0.069452,-0.692408,0.692408,0.294037
linear_dqn,0,extinction,800,5300,0.5,0.5,0.524667,0.546667,0.713,0.765529,0.287,0.349333,0.363667,0.291653,0.379206,0.380176,-0.00097,0.087553,-0.584918,0.584918,0.685864
linear_dqn,0,extinction,900,5400,0.5,0.5,0.454667,0.476667,0.593,0.760863,0.407,0.353,0.24,0.312047,0.3718,0.374355,-0.002555,0.059754,-0.808074,0.808074,0.711216
linear_dqn,0,extinction,1000,5500,0.5,0.5,0.448,0.47,0.657,0.760184,0.343,0.346667,0.310333,0.309313,0.364825,0.367188,-0.002363,0.055511,-0.686916,0.686916,0.69241
linear_dqn,0,extinction,1100,5600,0.5,0.5,0.551333,0.573333,0.656667,0.759012,0.343333,0.298333,0.358333,0.305608,0.352839,0.357424,-0.004585,0.047231,-0.692204,0.692204,0.591931
linear_dqn,0,extinction,1200,5700,0.5,0.5,0.531333,0.553333,0.698333,0.759111,0.301667,0.243,0.455333,0.29721,0.342978,0.350237,-0.007259,0.045768,-0.600133,0.600133,0.488606
linear_dqn,0,extinction,1300,5800,0.5,0.5,0.461333,0.483333,0.644,0.757326,0.356,0.143,0.501,0.298947,0.332447,0.343154,-0.010707,0.0335,-0.694408,0.694408,0.293434
linear_dqn,0,extinction,1400,5900,0.5,0.5,0.484667,0.506667,0.591667,0.755539,0.408333,0.052667,0.539,0.3083,0.330483,0.343202,-0.012719,0.022183,-0.78576,0.78576,0.109646
linear_dqn,0,extinction,1500,6000,0.5,0.5,0.508,0.53,0.750667,0.757377,0.249333,0.208,0.542667,0.294137,0.32711,0.338549,-0.011439,0.032973,-0.496021,0.496021,0.418231
linear_dqn,1,acquisition,1,1,0.95,0.05,-0.022,0.0,0.842333,0.749468,0.157667,0.190667,0.651667,-0.004963,-0.015748,-0.004155,-0.011592,-0.010785,0.299178,0.299178,-0.403101
linear_dqn,1,acquisition,100,100,0.95,0.05,0.478,0.5,0.301,0.74473,0.699,0.301,0.0,0.086656,0.059918,0.0584,0.001518,-0.026737,0.6,0.6,-0.6
linear_dqn,1,acquisition,200,200,0.95,0.05,0.454667,0.476667,0.371,0.745747,0.629,0.371,0.0,0.17641,0.157998,0.152711,0.005288,-0.018411,0.70577,0.70577,-0.70577
linear_dqn,1,acquisition,300,300,0.95,0.05,0.518,0.54,0.327,0.744773,0.673,0.327,0.0,0.286028,0.263239,0.257451,0.005788,-0.022789,0.713974,0.713974,-0.713974
linear_dqn,1,acquisition,400,400,0.95,0.05,0.454667,0.476667,0.368333,0.747617,0.631667,0.368333,0.0,0.356224,0.345201,0.344384,0.000817,-0.011023,0.706522,0.706522,-0.706522
linear_dqn,1,acquisition,500,500,0.95,0.05,0.474667,0.496667,0.396,0.749162,0.604,0.396,0.0,0.412716,0.410677,0.408471,0.002206,-0.002039,0.796247,0.796247,-0.796247
linear_dqn,1,acquisition,600,600,0.95,0.05,0.448,0.47,0.470667,0.750767,0.529333,0.470667,0.0,0.435982,0.444626,0.439088,0.005538,0.008644,0.898219,0.898219,-0.898219
linear_dqn,1,acquisition,700,700,0.95,0.05,0.508,0.53,0.475667,0.750192,0.524333,0.475667,0.0,0.462421,0.46699,0.462991,0.003999,0.004569,1.0,1.0,-1.0
