agent_type,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,abs_proxy_dependence,proxy_action_dependence
linear_dqn,7,reversal,600,3600,0.05,0.95,0.521333,0.543333,0.862333,0.76211,0.137667,0.563,0.299333,0.318444,0.386542,0.384903,0.00164,0.068098,0.299275,0.299275,-0.296484
linear_dqn,7,reversal,700,3700,0.05,0.95,0.441333,0.463333,0.892,0.759422,0.108,0.542,0.35,0.330366,0.383118,0.38116,0.001958,0.052752,0.201618,0.201618,-0.302866
linear_dqn,7,reversal,800,3800,0.05,0.95,0.478,0.5,0.848,0.757461,0.152,0.445667,0.402333,0.322046,0.362496,0.362522,-2.6e-05,0.040451,-0.101105,0.101105,-0.30515
linear_dqn,7,reversal,900,3900,0.05,0.95,0.458,0.48,0.808333,0.754749,0.191667,0.448,0.360333,0.330706,0.355411,0.357341,-0.00193,0.024704,-0.395189,0.395189,-0.109645
linear_dqn,7,reversal,1000,4000,0.05,0.95,0.528,0.55,0.560333,0.751115,0.439667,0.377333,0.183,0.356665,0.369067,0.361019,0.008048,0.012402,-0.805742,0.805742,0.402954
linear_dqn,7,reversal,1100,4100,0.05,0.95,0.461333,0.483333,0.563333,0.753125,0.436667,0.409667,0.153667,0.373323,0.405574,0.385024,0.020549,0.03225,-0.899108,0.899108,0.600339
linear_dqn,7,reversal,1200,4200,0.05,0.95,0.481333,0.503333,0.549333,0.753527,0.450667,0.451,0.098333,0.39286,0.433864,0.404565,0.029299,0.041004,-0.900133,0.900133,0.703204
linear_dqn,7,reversal,1300,4300,0.05,0.95,0.484667,0.506667,0.546333,0.757611,0.453667,0.447333,0.099,0.379777,0.444558,0.414455,0.030103,0.064781,-0.900728,0.900728,0.701265
linear_dqn,7,reversal,1400,4400,0.05,0.95,0.471333,0.493333,0.51,0.760032,0.49,0.307,0.203,0.363829,0.440567,0.413882,0.026685,0.076738,-1.0,1.0,0.601961
linear_dqn,7,reversal,1500,4500,0.05,0.95,0.498,0.52,0.481333,0.760235,0.518667,0.096,0.385333,0.350554,0.426433,0.404197,0.022237,0.075879,-1.0,1.0,0.199446
linear_dqn,7,extinction,1,4501,0.5,0.5,0.514667,0.536667,0.515667,0.762056,0.484333,0.105667,0.41,0.341892,0.427142,0.405904,0.021238,0.08525,-1.0,1.0,0.204913
linear_dqn,7,extinction,100,4600,0.5,0.5,0.521333,0.543333,0.496333,0.762109,0.503667,0.148,0.348333,0.328456,0.415381,0.393765,0.021616,0.086925,-1.0,1.0,0.298187
linear_dqn,7,extinction,200,4700,0.5,0.5,0.421333,0.443333,0.505667,0.765866,0.494333,0.0,0.505667,0.3003,0.404494,0.389104,0.01539,0.104193,-1.0,1.0,0.0
linear_dqn,7,extinction,300,4800,0.5,0.5,0.441333,0.463333,0.606667,0.768227,0.393333,0.098,0.508667,0.284294,0.399462,0.387794,0.011668,0.115168,-0.800543,0.800543,-0.199457
linear_dqn,7,extinction,400,4900,0.5,0.5,0.474667,0.496667,0.644667,0.767855,0.355333,0.157,0.487667,0.287723,0.397103,0.390622,0.00648,0.109379,-0.693559,0.693559,-0.306441
linear_dqn,7,extinction,500,5000,0.5,0.5,0.488,0.51,0.702333,0.769096,0.297667,0.3,0.402333,0.283786,0.398639,0.393534,0.005105,0.114853,-0.594145,0.594145,0.0012
linear_dqn,7,extinction,600,5100,0.5,0.5,0.484667,0.506667,0.751667,0.768049,0.248333,0.098333,0.653333,0.292425,0.39829,0.396183,0.002107,0.105865,-0.489166,0.489166,0.199729
linear_dqn,7,extinction,700,5200,0.5,0.5,0.444667,0.466667,0.753333,0.767528,0.246667,0.203,0.550333,0.295178,0.398835,0.394155,0.00468,0.103657,-0.502035,0.502035,0.199022
linear_dqn,7,extinction,800,5300,0.5,0.5,0.478,0.5,0.696667,0.764578,0.303333,0.252667,0.444,0.310405,0.397132,0.391485,0.005647,0.086728,-0.609511,0.609511,0.316315
linear_dqn,7,extinction,900,5400,0.5,0.5,0.508,0.53,0.654667,0.763201,0.345333,0.307,0.347667,0.318711,0.395742,0.392074,0.003668,0.077031,-0.699527,0.699527,0.212923
linear_dqn,7,extinction,1000,5500,0.5,0.5,0.508,0.53,0.645,0.762536,0.355,0.298667,0.346333,0.317681,0.392726,0.386069,0.006657,0.075045,-0.700658,0.700658,0.417372
linear_dqn,7,extinction,1100,5600,0.5,0.5,0.458,0.48,0.538333,0.759814,0.461667,0.288667,0.249667,0.328091,0.387776,0.380989,0.006788,0.059685,-0.901693,0.901693,0.390081
linear_dqn,7,extinction,1200,5700,0.5,0.5,0.464667,0.486667,0.693,0.761204,0.307,0.245333,0.447667,0.317353,0.381479,0.379148,0.002331,0.064126,-0.617706,0.617706,0.3024
linear_dqn,7,extinction,1300,5800,0.5,0.5,0.491333,0.513333,0.548333,0.758651,0.451667,0.149,0.399333,0.3273,0.375883,0.375403,0.00048,0.048583,-0.893799,0.893799,0.301213
linear_dqn,7,extinction,1400,5900,0.5,0.5,0.481333,0.503333,0.583333,0.757241,0.416667,0.049,0.534333,0.332977,0.371961,0.373793,-0.001832,0.038983,-0.804894,0.804894,0.101589
linear_dqn,7,extinction,1500,6000,0.5,0.5,0.444667,0.466667,0.555,0.755286,0.445,0.0,0.555,0.348817,0.374494,0.379873,-0.005379,0.025677,-0.90081,0.90081,0.0
linear_dqn,8,acquisition,1,1,0.95,0.05,0.454667,0.476667,0.0,0.740311,1.0,0.0,0.0,0.03122,0.011307,-0.035757,0.047064,-0.019912,0.0,0.0,0.0
linear_dqn,8,acquisition,100,100,0.95,0.05,0.458,0.48,0.313667,0.74442,0.686333,0.0,0.313667,0.080549,0.053574,0.050271,0.003303,-0.026974,0.600511,0.600511,0.0
linear_dqn,8,acquisition,200,200,0.95,0.05,0.494667,0.516667,0.342667,0.745735,0.657333,0.0,0.342667,0.147077,0.12589,0.124619,0.001271,-0.021187,0.699796,0.699796,0.0
linear_dqn,8,acquisition,300,300,0.95,0.05,0.494667,0.516667,0.336,0.745072,0.664,0.0,0.336,0.220067,0.19403,0.195112,-0.001082,-0.026038,0.703419,0.703419,0.0
linear_dqn,8,acquisition,400,400,0.95,0.05,0.494667,0.516667,0.345667,0.745339,0.654333,0.05,0.295667,0.291354,0.266303,0.268349,-0.002046,-0.025051,0.699258,0.699258,-0.101146
linear_dqn,8,acquisition,500,500,0.95,0.05,0.511333,0.533333,0.378,0.747252,0.622,0.095667,0.282333,0.346401,0.334743,0.33199,0.002753,-0.011657,0.800282,0.800282,-0.202541
linear_dqn,8,acquisition,600,600,0.95,0.05,0.461333,0.483333,0.409333,0.748111,0.590667,0.104,0.305333,0.383378,0.375985,0.373565,0.00242,-0.007393,0.799479,0.799479,-0.203125
linear_dqn,8,acquisition,700,700,0.95,0.05,0.471333,0.493333,0.403333,0.749112,0.596667,0.151,0.252333,0.411738,0.40796,0.408004,-4.4e-05,-0.003779,0.799736,0.799736,-0.299405
linear_dqn,8,acquisition,800,800,0.95,0.05,0.441333,0.463333,0.424333,0.749459,0.575667,0.158,0.266333,0.427262,0.425496,0.425395,0.000101,-0.001765,0.800629,0.800629,-0.298113
linear_dqn,8,acquisition,900,900,0.95,0.05,0.514667,0.536667,0.416333,0.749621,0.583667,0.416333,0.0,0.451175,0.454136,0.448322,0.005814,0.00296,0.899856,0.899856,-0.899856
linear_dqn,8,acquisition,1000,1000,0.95,0.05,0.468,0.49,0.451667,0.751295,0.548333,0.199667,0.252,0.453898,0.462526,0.461834,0.000692,0.008627,0.896757,0.896757,-0.396426
linear_dqn,8,acquisition,1100,1100,0.95,0.05,0.458,0.48,0.522333,0.754192,0.477667,0.209667,0.312667,0.437129,0.461789,0.460398,0.001391,0.02466,1.0,1.0,-0.401404
linear_dqn,8,acquisition,1200,1200,0.95,0.05,0.468,0.49,0.511,0.754358,0.489,0.408333,0.102667,0.431669,0.458536,0.455281,0.003255,0.026866,1.0,1.0,-0.799087
linear_dqn,8,acquisition,1300,1300,0.95,0.05,0.464667,0.486667,0.609,0.755683,0.391,0.307333,0.301667,0.419958,0.453522,0.451077,0.002445,0.033563,0.798502,0.798502,-0.602221
linear_dqn,8,acquisition,1400,1400,0.95,0.05,0.484667,0.506667,0.598333,0.755497,0.401667,0.198667,0.399667,0.410123,0.441706,0.440805,0.0009,0.031583,0.800664,0.800664,-0.398662
linear_dqn,8,acquisition,1500,1500,0.95,0.05,0.484667,0.506667,0.540667,0.755539,0.459333,0.293667,0.247,0.399362,0.433244,0.429262,0.003981,0.033882,0.898305,0.898305,-0.600955
linear_dqn,8,acquisition,1600,1600,0.95,0.05,0.438,0.46,0.581667,0.757072,0.418333,0.158333,0.423333,0.378514,0.416538,0.419115,-0.002577,0.038024,0.90158,0.90158,-0.295398
linear_dqn,8,acquisition,1700,1700,0.95,0.05,0.531333,0.553333,0.459,0.755323,0.541,0.459,0.0,0.387656,0.422313,0.415979,0.006334,0.034658,1.0,1.0,-1.0
linear_dqn,8,acquisition,1800,1800,0.95,0.05,0.501333,0.523333,0.484667,0.755928,0.515333,0.192333,0.292333,0.37788,0.413109,0.411195,0.001914,0.035229,1.0,1.0,-0.396836
linear_dqn,8,acquisition,1900,1900,0.95,0.05,0.498,0.52,0.482333,0.756679,0.517667,0.241,0.241333,0.373621,0.415177,0.410131,0.005046,0.041555,1.0,1.0,-0.499654
linear_dqn,8,acquisition,2000,2000,0.95,0.05,0.471333,0.493333,0.505333,0.758554,0.494667,0.505333,0.0,0.359284,0.411864,0.405997,0.005867,0.05258,1.0,1.0,-1.0
linear_dqn,8,acquisition,2100,2100,0.95,0.05,0.484667,0.506667,0.593,0.759714,0.407,0.593,0.0,0.351812,0.411893,0.404516,0.007377,0.060081,0.800656,0.800656,-0.800656
linear_dqn,8,acquisition,2200,2200,0.95,0.05,0.444667,0.466667,0.525,0.760732,0.475,0.266333,0.258667,0.337652,0.400738,0.397713,0.003025,0.063086,1.0,1.0,-0.507302
linear_dqn,8,acquisition,2300,2300,0.95,0.05,0.528,0.55,0.569333,0.760869,0.430667,0.183667,0.385667,0.341879,0.404268,0.40374,0.000528,0.06239,0.800496,0.800496,-0.397547
linear_dqn,8,acquisition,2400,2400,0.95,0.05,0.494667,0.516667,0.485667,0.761012,0.514333,0.241667,0.244,0.334981,0.399037,0.397746,0.001291,0.064056,1.0,1.0,-0.497598
linear_dqn,8,acquisition,2500,2500,0.95,0.05,0.501333,0.523333,0.481,0.761153,0.519,0.385333,0.095667,0.336064,0.402735,0.399358,0.003377,0.06667,1.0,1.0,-0.801109
linear_dqn,8,acquisition,2600,2600,0.95,0.05,0.461333,0.483333,0.659,0.763826,0.341,0.309,0.35,0.323212,0.40503,0.401648,0.003381,0.081817,0.70261,0.70261,-0.40422
linear_dqn,8,acquisition,2700,2700,0.95,0.05,0.494667,0.516667,0.645333,0.763575,0.354667,0.592667,0.052667,0.327398,0.409258,0.404005,0.005253,0.08186,0.698621,0.698621,-0.802364
linear_dqn,8,acquisition,2800,2800,0.95,0.05,0.474667,0.496667,0.650667,0.765611,0.349333,0.196667,0.454,0.315799,0.407648,0.404514,0.003134,0.091849,0.701473,0.701473,-0.193096
linear_dqn,8,acquisition,2900,2900,0.95,0.05,0.488,0.51,0.640333,0.764961,0.359667,0.444,0.196333,0.317381,0.407739,0.401987,0.005752,0.090358,0.698834,0.698834,-0.493139
linear_dqn,8,acquisition,3000,3000,0.95,0.05,0.464667,0.486667,0.513333,0.765104,0.486667,0.360333,0.153,0.315457,0.406384,0.401417,0.004968,0.090928,1.0,1.0,-0.701948
linear_dqn,8,reversal,1,3001,0.05,0.95,0.534667,0.556667,0.552,0.766885,0.448,0.385,0.167,0.301907,0.402709,0.397757,0.004952,0.100801,1.0,1.0,-0.697464
linear_dqn,8,reversal,100,3100,0.05,0.95,0.478,0.5,0.654667,0.76702,0.345333,0.307667,0.347,0.310184,0.409499,0.407834,0.001665,0.099315,0.703327,0.703327,-0.604453
linear_dqn,8,reversal,200,3200,0.05,0.95,0.478,0.5,0.653667,0.765666,0.346333,0.300667,0.353,0.31082,0.402276,0.400395,0.001882,0.091456,0.698722,0.698722,-0.400152
linear_dqn,8,reversal,300,3300,0.05,0.95,0.458,0.48,0.687,0.763567,0.313,0.342667,0.344333,0.320436,0.398202,0.398002,0.000199,0.077766,0.601923,0.601923,-0.302564
linear_dqn,8,reversal,400,3400,0.05,0.95,0.524667,0.546667,0.817,0.766499,0.183,0.308,0.509,0.289917,0.381036,0.383662,-0.002626,0.091119,0.402198,0.402198,-0.211607
linear_dqn,8,reversal,500,3500,0.05,0.95,0.478,0.5,0.850333,0.762946,0.149667,0.400333,0.45,0.3019,0.373137,0.374487,-0.00135,0.071237,0.300938,0.300938,-0.196402
linear_dqn,8,reversal,600,3600,0.05,0.95,0.448,0.47,0.841333,0.760312,0.158667,0.396667,0.444667,0.309514,0.367334,0.365675,0.001659,0.05782,0.300885,0.300885,-0.202641
linear_dqn,8,reversal,700,3700,0.05,0.95,0.484667,0.506667,0.802667,0.757093,0.197333,0.703333,0.099333,0.316325,0.359813,0.352589,0.007224,0.043487,0.197566,0.197566,-0.398374
linear_dqn,8,reversal,800,3800,0.05,0.95,0.544667,0.566667,0.8,0.755132,0.2,0.625667,0.174333,0.316291,0.349597,0.34145,0.008148,0.033306,-0.006764,0.006764,-0.389448
linear_dqn,8,reversal,900,3900,0.05,0.95,0.451333,0.473333,0.760667,0.75432,0.239333,0.243,0.517667,0.331351,0.35562,0.354773,0.000847,0.024269,-0.496199,0.496199,-0.503801
linear_dqn,8,reversal,1000,4000,0.05,0.95,0.478,0.5,0.502667,0.752572,0.497333,0.352333,0.150333,0.351513,0.372364,0.363361,0.009003,0.020851,-1.0,1.0,0.700928
linear_dqn,8,reversal,1100,4100,0.05,0.95,0.444667,0.466667,0.522667,0.753864,0.477333,0.418333,0.104333,0.369897,0.405624,0.385886,0.019738,0.035727,-1.0,1.0,0.800383
linear_dqn,8,reversal,1200,4200,0.05,0.95,0.408,0.43,0.561667,0.757877,0.438333,0.506667,0.055,0.374398,0.435389,0.411734,0.023655,0.060991,-1.0,1.0,0.902077
linear_dqn,8,reversal,1300,4300,0.05,0.95,0.408,0.43,0.559667,0.75803,0.440333,0.559667,0.0,0.38741,0.453853,0.424812,0.029042,0.066443,-1.0,1.0,1.0
linear_dqn,8,reversal,1400,4400,0.05,0.95,0.461333,0.483333,0.519,0.760426,0.481,0.313,0.206,0.371934,0.45344,0.423186,0.030254,0.081506,-1.0,1.0,0.603083
linear_dqn,8,reversal,1500,4500,0.05,0.95,0.441333,0.463333,0.529333,0.761831,0.470667,0.213667,0.315667,0.357683,0.446904,0.418669,0.028235,0.089221,-1.0,1.0,0.403652
linear_dqn,8,extinction,1,4501,0.5,0.5,0.481333,0.503333,0.496,0.759603,0.504,0.193,0.303,0.368389,0.445766,0.4168,0.028966,0.077376,-1.0,1.0,0.389113
linear_dqn,8,extinction,100,4600,0.5,0.5,0.514667,0.536667,0.501,0.763213,0.499,0.149,0.352,0.339178,0.434962,0.409874,0.025088,0.095784,-1.0,1.0,0.297405
linear_dqn,8,extinction,200,4700,0.5,0.5,0.481333,0.503333,0.492,0.764873,0.508,0.0,0.492,0.31771,0.421048,0.399378,0.02167,0.103338,-1.0,1.0,0.0
linear_dqn,8,extinction,300,4800,0.5,0.5,0.468,0.49,0.503,0.767936,0.497,0.0,0.503,0.288717,0.406237,0.389316,0.016921,0.11752,-1.0,1.0,0.0
linear_dqn,8,extinction,400,4900,0.5,0.5,0.471333,0.493333,0.667667,0.771785,0.332333,0.259,0.408667,0.254979,0.391645,0.378213,0.013432,0.136666,-0.688536,0.688536,-0.101413
linear_dqn,8,extinction,500,5000,0.5,0.5,0.554667,0.576667,0.691,0.76908,0.309,0.206667,0.484333,0.266833,0.382197,0.376797,0.005401,0.115364,-0.599224,0.599224,-0.400776
linear_dqn,8,extinction,600,5100,0.5,0.5,0.491333,0.513333,0.759333,0.770586,0.240667,0.248667,0.510667,0.256942,0.380663,0.37424,0.006423,0.123721,-0.491826,0.491826,-0.508174
linear_dqn,8,extinction,700,5200,0.5,0.5,0.444667,0.466667,0.707,0.769529,0.293,0.205,0.502,0.259327,0.373718,0.370717,0.003002,0.114391,-0.588353,0.588353,-0.411647
linear_dqn,8,extinction,800,5300,0.5,0.5,0.454667,0.476667,0.703333,0.767283,0.296667,0.237333,0.466,0.268381,0.367168,0.366724,0.000443,0.098786,-0.60668,0.60668,-0.305257
linear_dqn,8,extinction,900,5400,0.5,0.5,0.531333,0.553333,0.649667,0.763794,0.350333,0.146333,0.503333,0.287579,0.363855,0.366686,-0.002832,0.076276,-0.705369,0.705369,-0.294631
linear_dqn,8,extinction,1000,5500,0.5,0.5,0.504667,0.526667,0.648667,0.762164,0.351333,0.191333,0.457333,0.294776,0.361225,0.364447,-0.003221,0.06645,-0.712644,0.712644,-0.189394
linear_dqn,8,extinction,1100,5600,0.5,0.5,0.454667,0.476667,0.503333,0.759129,0.496667,0.051667,0.451667,0.308283,0.357656,0.360571,-0.002915,0.049372,-1.0,1.0,0.102649
linear_dqn,8,extinction,1200,5700,0.5,0.5,0.454667,0.476667,0.607333,0.759563,0.392667,0.207333,0.4,0.304819,0.356456,0.359131,-0.002675,0.051637,-0.801361,0.801361,0.017047
linear_dqn,8,extinction,1300,5800,0.5,0.5,0.448,0.47,0.55,0.75731,0.45,0.155333,0.394667,0.31421,0.354358,0.35539,-0.001032,0.040148,-0.903614,0.903614,0.117426
linear_dqn,8,extinction,1400,5900,0.5,0.5,0.491333,0.513333,0.536,0.757002,0.464,0.243667,0.292333,0.316205,0.355001,0.355387,-0.000386,0.038796,-0.894027,0.894027,0.286265
linear_dqn,8,extinction,1500,6000,0.5,0.5,0.508,0.53,0.616667,0.756445,0.383333,0.211667,0.405,0.323729,0.356189,0.361072,-0.004883,0.03246,-0.777552,0.777552,-0.021264
linear_dqn,9,acquisition,1,1,0.95,0.05,-0.022,0.0,0.0,0.740947,1.0,0.0,0.0,0.022229,-0.043399,-0.016658,-0.026741,-0.065628,0.0,0.0,0.0
linear_dqn,9,acquisition,100,100,0.95,0.05,0.508,0.53,0.389667,0.744539,0.610333,0.105333,0.284333,0.080594,0.048446,0.053799,-0.005353,-0.032148,0.392508,0.392508,0.201917
linear_dqn,9,acquisition,200,200,0.95,0.05,0.461333,0.483333,0.453333,0.7457,0.546667,0.144667,0.308667,0.140832,0.117282,0.119255,-0.001973,-0.02355,0.305227,0.305227,0.296854
linear_dqn,9,acquisition,300,300,0.95,0.05,0.524667,0.546667,0.481667,0.746219,0.518333,0.163333,0.318333,0.20925,0.192482,0.188588,0.003894,-0.016768,0.402727,0.402727,0.298963
linear_dqn,9,acquisition,400,400,0.95,0.05,0.474667,0.496667,0.502333,0.747981,0.497667,0.147,0.355333,0.26308,0.254617,0.252286,0.002331,-0.008462,0.404006,0.404006,0.297772
linear_dqn,9,acquisition,500,500,0.95,0.05,0.481333,0.503333,0.344,0.747342,0.656,0.0,0.344,0.313739,0.301238,0.299998,0.00124,-0.012501,0.697297,0.697297,0.0
linear_dqn,9,acquisition,600,600,0.95,0.05,0.451333,0.473333,0.422,0.748371,0.578,0.0,0.422,0.345138,0.337124,0.337381,-0.000257,-0.008014,0.799747,0.799747,0.0
linear_dqn,9,acquisition,700,700,0.95,0.05,0.481333,0.503333,0.399,0.749069,0.601,0.0,0.399,0.371471,0.368776,0.36661,0.002166,-0.002695,0.798532,0.798532,0.0
linear_dqn,9,acquisition,800,800,0.95,0.05,0.458,0.48,0.42,0.749242,0.58,0.054333,0.365667,0.390109,0.388632,0.38617,0.002461,-0.001477,0.803059,0.803059,-0.103888
linear_dqn,9,acquisition,900,900,0.95,0.05,0.531333,0.553333,0.411,0.749774,0.589,0.0,0.411,0.409237,0.407917,0.409583,-0.001666,-0.00132,0.898688,0.898688,0.0
linear_dqn,9,acquisition,1000,1000,0.95,0.05,0.471333,0.493333,0.456,0.751616,0.544,0.0,0.456,0.399138,0.408668,0.408845,-0.000178,0.00953,0.894702,0.894702,0.0
linear_dqn,9,acquisition,1100,1100,0.95,0.05,0.471333,0.493333,0.451,0.751046,0.549,0.0,0.451,0.406364,0.413826,0.412816,0.00101,0.007462,0.902,0.902,0.0
linear_dqn,9,acquisition,1200,1200,0.95,0.05,0.471333,0.493333,0.458333,0.751821,0.541667,0.0,0.458333,0.405314,0.414568,0.417224,-0.002657,0.009253,0.899281,0.899281,0.0
linear_dqn,9,acquisition,1300,1300,0.95,0.05,0.504667,0.526667,0.426667,0.750868,0.573333,0.187667,0.239,0.41846,0.425153,0.42426,0.000893,0.006693,0.900774,0.900774,-0.3962
linear_dqn,9,acquisition,1400,1400,0.95,0.05,0.444667,0.466667,0.465,0.753188,0.535,0.310667,0.154333,0.409286,0.43009,0.426786,0.003305,0.020805,0.894804,0.894804,-0.597819
linear_dqn,9,acquisition,1500,1500,0.95,0.05,0.511333,0.533333,0.467667,0.753477,0.532333,0.186,0.281667,0.410858,0.431466,0.43082,0.000646,0.020608,1.0,1.0,-0.397719
linear_dqn,9,acquisition,1600,1600,0.95,0.05,0.471333,0.493333,0.504333,0.755488,0.495667,0.0,0.504333,0.386403,0.416344,0.418126,-0.001782,0.029941,1.0,1.0,0.0
linear_dqn,9,acquisition,1700,1700,0.95,0.05,0.534667,0.556667,0.617333,0.754518,0.382667,0.180333,0.437,0.391965,0.418082,0.417882,0.0002,0.026117,0.700855,0.700855,-0.39721
linear_dqn,9,acquisition,1800,1800,0.95,0.05,0.478,0.5,0.497667,0.755038,0.502333,0.0,0.497667,0.381921,0.408786,0.411938,-0.003152,0.026865,1.0,1.0,0.0
linear_dqn,9,acquisition,1900,1900,0.95,0.05,0.434667,0.456667,0.537667,0.756701,0.462333,0.0,0.537667,0.371149,0.407369,0.410253,-0.002884,0.03622,1.0,1.0,0.0
linear_dqn,9,acquisition,2000,2000,0.95,0.05,0.451333,0.473333,0.530333,0.758528,0.469667,0.0,0.530333,0.363766,0.410139,0.412884,-0.002745,0.046373,1.0,1.0,0.0
linear_dqn,9,acquisition,2100,2100,0.95,0.05,0.488,0.51,0.493667,0.757898,0.506333,0.0,0.493667,0.364386,0.409126,0.409429,-0.000303,0.04474,1.0,1.0,0.0
linear_dqn,9,acquisition,2200,2200,0.95,0.05,0.481333,0.503333,0.596667,0.759395,0.403333,0.196667,0.4,0.351059,0.406034,0.40365,0.002385,0.054976,0.801325,0.801325,0.004045
linear_dqn,9,acquisition,2300,2300,0.95,0.05,0.454667,0.476667,0.526333,0.761049,0.473667,0.208667,0.317667,0.335183,0.398422,0.397733,0.00069,0.06324,1.0,1.0,-0.396453
linear_dqn,9,acquisition,2400,2400,0.95,0.05,0.444667,0.466667,0.529,0.762413,0.471,0.0,0.529,0.325591,0.395297,0.396785,-0.001488,0.069706,1.0,1.0,0.0
linear_dqn,9,acquisition,2500,2500,0.95,0.05,0.488,0.51,0.596333,0.762916,0.403667,0.301333,0.295,0.3259,0.399508,0.39969,-0.000182,0.073608,0.797235,0.797235,-0.199666
linear_dqn,9,acquisition,2600,2600,0.95,0.05,0.428,0.45,0.54,0.764974,0.46,0.0,0.54,0.304466,0.38654,0.391836,-0.005295,0.082075,1.0,1.0,0.0
linear_dqn,9,acquisition,2700,2700,0.95,0.05,0.491333,0.513333,0.587333,0.764068,0.412667,0.0,0.587333,0.314598,0.391347,0.397509,-0.006162,0.076749,0.801813,0.801813,0.0
linear_dqn,9,acquisition,2800,2800,0.95,0.05,0.494667,0.516667,0.532667,0.763546,0.467333,0.0,0.532667,0.314634,0.387783,0.395711,-0.007928,0.073148,0.90045,0.90045,0.0
linear_dqn,9,acquisition,2900,2900,0.95,0.05,0.491333,0.513333,0.637333,0.765005,0.362667,0.0,0.637333,0.307608,0.388762,0.397365,-0.008603,0.081154,0.701935,0.701935,0.0
linear_dqn,9,acquisition,3000,3000,0.95,0.05,0.474667,0.496667,0.551,0.766485,0.449,0.100333,0.450667,0.29497,0.38855,0.391451,-0.002901,0.09358,0.905242,0.905242,-0.199074
linear_dqn,9,reversal,1,3001,0.05,0.95,0.471333,0.493333,0.542333,0.766035,0.457667,0.198333,0.344,0.298803,0.390189,0.392627,-0.002438,0.091387,0.900919,0.900919,-0.403117
linear_dqn,9,reversal,100,3100,0.05,0.95,0.458,0.48,0.534333,0.76475,0.465667,0.094,0.440333,0.309316,0.393208,0.396311,-0.003103,0.083892,0.897815,0.897815,-0.195291
linear_dqn,9,reversal,200,3200,0.05,0.95,0.478,0.5,0.648667,0.765326,0.351333,0.0,0.648667,0.306003,0.392112,0.396306,-0.004193,0.086109,0.703135,0.703135,0.0
linear_dqn,9,reversal,300,3300,0.05,0.95,0.494667,0.516667,0.706,0.766026,0.294,0.0,0.706,0.306728,0.394943,0.399926,-0.004983,0.088215,0.597156,0.597156,0.0
linear_dqn,9,reversal,400,3400,0.05,0.95,0.494667,0.516667,0.854333,0.766898,0.145667,0.247333,0.607,0.296031,0.390794,0.391298,-0.000504,0.094763,0.297887,0.297887,0.505794
linear_dqn,9,reversal,500,3500,0.05,0.95,0.508,0.53,0.861333,0.764936,0.138667,0.140333,0.721,0.290823,0.374197,0.373736,0.000461,0.083374,0.298208,0.298208,0.301792
linear_dqn,9,reversal,600,3600,0.05,0.95,0.501333,0.523333,0.860333,0.760643,0.139667,0.147667,0.712667,0.299928,0.356521,0.359451,-0.00293,0.056593,0.297163,0.297163,0.106771
linear_dqn,9,reversal,700,3700,0.05,0.95,0.454667,0.476667,0.797667,0.756204,0.202333,0.0,0.797667,0.319173,0.34818,0.35554,-0.00736,0.029007,0.204591,0.204591,0.0
linear_dqn,9,reversal,800,3800,0.05,0.95,0.441333,0.463333,0.853667,0.755383,0.146333,0.0,0.853667,0.327433,0.346591,0.36166,-0.015069,0.019158,-0.1065,0.1065,0.0
linear_dqn,9,reversal,900,3900,0.05,0.95,0.478,0.5,0.801,0.753532,0.199,0.052,0.749,0.339971,0.348779,0.364626,-0.015846,0.008808,-0.39747,0.39747,0.104139
linear_dqn,9,reversal,1000,4000,0.05,0.95,0.481333,0.503333,0.497333,0.751975,0.502667,0.051,0.446333,0.358793,0.355533,0.377671,-0.022138,-0.00326,-1.0,1.0,0.102547
linear_dqn,9,reversal,1100,4100,0.05,0.95,0.478,0.5,0.501,0.754107,0.499,0.100333,0.400667,0.375495,0.379065,0.409266,-0.030201,0.00357,-1.0,1.0,0.200266
linear_dqn,9,reversal,1200,4200,0.05,0.95,0.481333,0.503333,0.594,0.754914,0.406,0.102667,0.491333,0.395182,0.40438,0.434228,-0.029848,0.009198,-0.806623,0.806623,0.206711
linear_dqn,9,reversal,1300,4300,0.05,0.95,0.511333,0.533333,0.471667,0.757202,0.528333,0.236,0.235667,0.393273,0.422401,0.442797,-0.020396,0.029128,-1.0,1.0,0.500353
linear_dqn,9,reversal,1400,4400,0.05,0.95,0.488,0.51,0.488333,0.759694,0.511667,0.439667,0.048667,0.37937,0.4293,0.440824,-0.011524,0.04993,-1.0,1.0,0.900341
linear_dqn,9,reversal,1500,4500,0.05,0.95,0.498,0.52,0.59,0.762603,0.41,0.489333,0.100667,0.354199,0.422725,0.432559,-0.009834,0.068527,-0.802872,0.802872,1.0
linear_dqn,9,extinction,1,4501,0.5,0.5,0.468,0.49,0.591333,0.762959,0.408667,0.496667,0.094667,0.352679,0.423299,0.433024,-0.009725,0.070619,-0.811921,0.811921,1.0
linear_dqn,9,extinction,100,4600,0.5,0.5,0.504667,0.526667,0.647,0.763674,0.353,0.500333,0.146667,0.338256,0.415245,0.422865,-0.00762,0.076988,-0.706471,0.706471,1.0
