agent_type,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,proxy_action_dependence
tabular_sarsa,4,extinction,100,4600,0.5,0.5,0.519667,0.541667,0.6525,0.7386,0.3475,0.0975,0.555,0.309839,0.22385,0.268848,-0.044998,-0.08599,0.322826,-0.194676
tabular_sarsa,4,extinction,200,4700,0.5,0.5,0.511333,0.533333,0.595833,0.742155,0.404167,0.200833,0.395,0.273844,0.216994,0.244596,-0.027602,-0.056849,0.194915,-0.408475
tabular_sarsa,4,extinction,300,4800,0.5,0.5,0.536333,0.558333,0.503333,0.738748,0.496667,0.1525,0.350833,0.297086,0.227481,0.250545,-0.023064,-0.069606,-0.013268,-0.308081
tabular_sarsa,4,extinction,400,4900,0.5,0.5,0.486333,0.508333,0.655833,0.742072,0.344167,0.204167,0.451667,0.281367,0.22913,0.248447,-0.019317,-0.052237,0.285245,-0.40429
tabular_sarsa,4,extinction,500,5000,0.5,0.5,0.503,0.525,0.594167,0.7398,0.405833,0.098333,0.495833,0.297974,0.223918,0.259648,-0.03573,-0.074056,0.229806,-0.194719
tabular_sarsa,4,extinction,600,5100,0.5,0.5,0.444667,0.466667,0.718333,0.743076,0.281667,0.100833,0.6175,0.297768,0.232981,0.280788,-0.047807,-0.064786,0.413333,-0.201667
tabular_sarsa,4,extinction,700,5200,0.5,0.5,0.528,0.55,0.656667,0.745505,0.343333,0.1575,0.499167,0.265205,0.223613,0.252082,-0.028468,-0.041592,0.295071,-0.3
tabular_sarsa,4,extinction,800,5300,0.5,0.5,0.503,0.525,0.69,0.744777,0.31,0.151667,0.538333,0.277264,0.230371,0.262231,-0.03186,-0.046893,0.408434,-0.312715
tabular_sarsa,4,extinction,900,5400,0.5,0.5,0.494667,0.516667,0.649167,0.747644,0.350833,0.088333,0.560833,0.275625,0.238638,0.277977,-0.039339,-0.036987,0.280967,-0.181197
tabular_sarsa,4,extinction,1000,5500,0.5,0.5,0.519667,0.541667,0.718333,0.747115,0.281667,0.16,0.558333,0.285398,0.26014,0.278486,-0.018346,-0.025258,0.372826,-0.314754
tabular_sarsa,4,extinction,1100,5600,0.5,0.5,0.561333,0.583333,0.699167,0.745864,0.300833,0.05,0.649167,0.288736,0.247562,0.279523,-0.031961,-0.041174,0.415088,-0.101695
tabular_sarsa,4,extinction,1200,5700,0.5,0.5,0.469667,0.491667,0.6875,0.746306,0.3125,0.135,0.5525,0.288419,0.25237,0.280738,-0.028368,-0.036049,0.227207,-0.276451
tabular_sarsa,4,extinction,1300,5800,0.5,0.5,0.553,0.575,0.718333,0.749947,0.281667,0.048333,0.67,0.268706,0.257712,0.275236,-0.017524,-0.010994,0.209587,-0.097315
tabular_sarsa,4,extinction,1400,5900,0.5,0.5,0.503,0.525,0.643333,0.748389,0.356667,0.1475,0.495833,0.262046,0.244911,0.25911,-0.014199,-0.017135,0.284075,-0.297479
tabular_sarsa,4,extinction,1500,6000,0.5,0.5,0.511333,0.533333,0.796667,0.7503,0.203333,0.295833,0.500833,0.26986,0.268028,0.274261,-0.006233,-0.001832,0.191676,-0.401892
tabular_sarsa,5,acquisition,1,1,0.95,0.05,0.369667,0.391667,0.801667,0.75056,0.198333,0.35,0.451667,0.000256,0.005431,0.002102,0.003329,0.005175,-0.175012,0.259544
tabular_sarsa,5,acquisition,100,100,0.95,0.05,0.419667,0.441667,0.9,0.752653,0.1,0.243333,0.656667,0.021248,0.030594,0.037664,-0.00707,0.009346,-0.007429,0.096394
tabular_sarsa,5,acquisition,200,200,0.95,0.05,0.494667,0.516667,0.759167,0.751903,0.240833,0.314167,0.445,0.060653,0.079686,0.066254,0.013433,0.019033,-0.300572,0.401504
tabular_sarsa,5,acquisition,300,300,0.95,0.05,0.453,0.475,0.540833,0.749253,0.459167,0.2925,0.248333,0.073334,0.065812,0.071344,-0.005532,-0.007522,-0.314682,0.394196
tabular_sarsa,5,acquisition,400,400,0.95,0.05,0.519667,0.541667,1.0,0.751729,0.0,0.406667,0.593333,0.082864,0.093982,0.090962,0.00302,0.011118,0.0,0.210007
tabular_sarsa,5,acquisition,500,500,0.95,0.05,0.478,0.5,0.849167,0.751005,0.150833,0.246667,0.6025,0.099463,0.113485,0.099915,0.01357,0.014022,0.103178,0.089136
tabular_sarsa,5,acquisition,600,600,0.95,0.05,0.486333,0.508333,0.851667,0.750176,0.148333,0.148333,0.703333,0.121817,0.121124,0.123169,-0.002045,-0.000692,0.101262,-0.302207
tabular_sarsa,5,acquisition,700,700,0.95,0.05,0.428,0.45,0.75,0.749207,0.25,0.214167,0.535833,0.131991,0.114665,0.134375,-0.01971,-0.017326,-0.292629,-0.202691
tabular_sarsa,5,acquisition,800,800,0.95,0.05,0.436333,0.458333,0.840833,0.750781,0.159167,0.24,0.600833,0.139822,0.142922,0.145053,-0.002131,0.0031,-0.082097,-0.098664
tabular_sarsa,5,acquisition,900,900,0.95,0.05,0.544667,0.566667,0.86,0.749742,0.14,0.155,0.705,0.184153,0.177291,0.184901,-0.007609,-0.006861,-0.096632,0.099024
tabular_sarsa,5,acquisition,1000,1000,0.95,0.05,0.486333,0.508333,0.898333,0.750279,0.101667,0.248333,0.65,0.166901,0.162861,0.170736,-0.007875,-0.00404,0.002656,0.088345
tabular_sarsa,5,acquisition,1100,1100,0.95,0.05,0.453,0.475,0.753333,0.750768,0.246667,0.200833,0.5525,0.179045,0.181479,0.183974,-0.002495,0.002434,-0.102693,-0.193055
tabular_sarsa,5,acquisition,1200,1200,0.95,0.05,0.453,0.475,0.703333,0.747588,0.296667,0.146667,0.556667,0.197834,0.175158,0.189502,-0.014344,-0.022676,0.205562,-0.087939
tabular_sarsa,5,acquisition,1300,1300,0.95,0.05,0.436333,0.458333,0.701667,0.749338,0.298333,0.0925,0.609167,0.180776,0.16656,0.182602,-0.016042,-0.014216,0.202556,0.2
tabular_sarsa,5,acquisition,1400,1400,0.95,0.05,0.461333,0.483333,0.6,0.748366,0.4,0.195,0.405,0.191305,0.185718,0.181105,0.004612,-0.005588,-0.002671,0.001619
tabular_sarsa,5,acquisition,1500,1500,0.95,0.05,0.436333,0.458333,0.710833,0.748167,0.289167,0.1675,0.543333,0.201323,0.181666,0.196402,-0.014737,-0.019657,0.209777,-0.30687
tabular_sarsa,5,acquisition,1600,1600,0.95,0.05,0.394667,0.416667,0.916667,0.751193,0.083333,0.3775,0.539167,0.194512,0.191721,0.205388,-0.013667,-0.00279,0.192678,-0.485252
tabular_sarsa,5,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.6575,0.749846,0.3425,0.250833,0.406667,0.222977,0.221804,0.222175,-0.000371,-0.001173,0.094601,0.105858
tabular_sarsa,5,acquisition,1800,1800,0.95,0.05,0.511333,0.533333,0.705,0.748829,0.295,0.3,0.405,0.240523,0.236248,0.232852,0.003397,-0.004275,-0.210777,0.009363
tabular_sarsa,5,acquisition,1900,1900,0.95,0.05,0.553,0.575,0.7975,0.751921,0.2025,0.281667,0.515833,0.250456,0.259991,0.26096,-0.00097,0.009534,-0.001642,-0.199174
tabular_sarsa,5,acquisition,2000,2000,0.95,0.05,0.436333,0.458333,0.7875,0.750985,0.2125,0.246667,0.540833,0.227111,0.230106,0.233539,-0.003433,0.002995,-0.198357,0.118695
tabular_sarsa,5,acquisition,2100,2100,0.95,0.05,0.461333,0.483333,0.596667,0.747779,0.403333,0.3075,0.289167,0.258977,0.243494,0.250749,-0.007255,-0.015484,0.00098,-0.220113
tabular_sarsa,5,acquisition,2200,2200,0.95,0.05,0.503,0.525,0.795833,0.749536,0.204167,0.340833,0.455,0.25865,0.256238,0.256144,9.4e-05,-0.002412,0.195953,-0.287188
tabular_sarsa,5,acquisition,2300,2300,0.95,0.05,0.403,0.425,0.866667,0.75128,0.133333,0.253333,0.613333,0.206086,0.214687,0.212139,0.002547,0.008601,0.305344,-0.100772
tabular_sarsa,5,acquisition,2400,2400,0.95,0.05,0.444667,0.466667,0.646667,0.751597,0.353333,0.195833,0.450833,0.236107,0.250166,0.24206,0.008107,0.014059,-0.11956,0.00091
tabular_sarsa,5,acquisition,2500,2500,0.95,0.05,0.586333,0.608333,0.758333,0.751163,0.241667,0.075833,0.6825,0.27818,0.277454,0.288153,-0.010699,-0.000726,-0.121312,-0.188017
tabular_sarsa,5,acquisition,2600,2600,0.95,0.05,0.511333,0.533333,0.709167,0.749921,0.290833,0.200833,0.508333,0.265153,0.269017,0.262674,0.006344,0.003865,-0.206299,-0.005115
tabular_sarsa,5,acquisition,2700,2700,0.95,0.05,0.519667,0.541667,0.610833,0.747144,0.389167,0.049167,0.561667,0.302281,0.267203,0.297925,-0.030721,-0.035077,-0.189117,-0.106498
tabular_sarsa,5,acquisition,2800,2800,0.95,0.05,0.469667,0.491667,0.8,0.748739,0.2,0.101667,0.698333,0.274379,0.253059,0.274155,-0.021096,-0.02132,0.011335,-0.000961
tabular_sarsa,5,acquisition,2900,2900,0.95,0.05,0.503,0.525,0.6,0.748191,0.4,0.0475,0.5525,0.28937,0.265313,0.286219,-0.020906,-0.024057,-0.003342,-0.1
tabular_sarsa,5,acquisition,3000,3000,0.95,0.05,0.553,0.575,0.7025,0.74811,0.2975,0.271667,0.430833,0.304545,0.283695,0.300185,-0.01649,-0.02085,-0.008159,-0.399643
tabular_sarsa,5,reversal,1,3001,0.05,0.95,0.478,0.5,0.606667,0.748571,0.393333,0.303333,0.303333,0.270934,0.25688,0.266785,-0.009904,-0.014054,0.195253,-0.399307
tabular_sarsa,5,reversal,100,3100,0.05,0.95,0.528,0.55,0.79,0.752854,0.21,0.4125,0.3775,0.24772,0.338535,0.219391,0.119144,0.090815,-0.211215,-0.395209
tabular_sarsa,5,reversal,200,3200,0.05,0.95,0.528,0.55,0.701667,0.752086,0.298333,0.376667,0.325,0.229576,0.3111,0.202301,0.108798,0.081524,-0.004707,-0.494033
tabular_sarsa,5,reversal,300,3300,0.05,0.95,0.453,0.475,0.7025,0.752131,0.2975,0.333333,0.369167,0.210172,0.282174,0.188158,0.094016,0.072002,-0.012089,-0.492693
tabular_sarsa,5,reversal,400,3400,0.05,0.95,0.444667,0.466667,0.804167,0.750583,0.195833,0.3875,0.416667,0.209475,0.258079,0.189581,0.068498,0.048604,-0.199361,-0.396476
tabular_sarsa,5,reversal,500,3500,0.05,0.95,0.503,0.525,0.658333,0.75058,0.341667,0.460833,0.1975,0.228992,0.275471,0.210515,0.064956,0.046479,0.105322,-0.317148
tabular_sarsa,5,reversal,600,3600,0.05,0.95,0.561333,0.583333,0.830833,0.752315,0.169167,0.609167,0.221667,0.23898,0.298084,0.229338,0.068746,0.059104,-0.292929,-0.002895
tabular_sarsa,5,reversal,700,3700,0.05,0.95,0.528,0.55,0.785,0.751916,0.215,0.5025,0.2825,0.241165,0.297063,0.230415,0.066647,0.055898,-0.209091,-0.196465
tabular_sarsa,5,reversal,800,3800,0.05,0.95,0.444667,0.466667,0.7525,0.748638,0.2475,0.330833,0.421667,0.237996,0.259221,0.216231,0.04299,0.021224,-0.110265,-0.491953
tabular_sarsa,5,reversal,900,3900,0.05,0.95,0.461333,0.483333,0.805,0.749385,0.195,0.4925,0.3125,0.248139,0.274999,0.22899,0.046009,0.02686,-0.206609,-0.203061
tabular_sarsa,5,reversal,1000,4000,0.05,0.95,0.528,0.55,0.651667,0.749126,0.348333,0.375833,0.275833,0.297388,0.331948,0.272761,0.059187,0.034559,0.093752,-0.499717
tabular_sarsa,5,reversal,1100,4100,0.05,0.95,0.553,0.575,0.7875,0.750035,0.2125,0.468333,0.319167,0.299526,0.326069,0.28678,0.039289,0.026543,-0.204961,-0.305351
tabular_sarsa,5,reversal,1200,4200,0.05,0.95,0.503,0.525,0.691667,0.747689,0.308333,0.3,0.391667,0.294364,0.299725,0.274277,0.025448,0.005361,-0.200663,-0.201471
tabular_sarsa,5,reversal,1300,4300,0.05,0.95,0.553,0.575,0.6425,0.746339,0.3575,0.3075,0.335,0.327423,0.325305,0.299726,0.025579,-0.002118,-0.086234,-0.20893
tabular_sarsa,5,reversal,1400,4400,0.05,0.95,0.536333,0.558333,0.696667,0.746464,0.303333,0.213333,0.483333,0.325157,0.316281,0.301167,0.015114,-0.008876,0.019471,-0.203175
tabular_sarsa,5,reversal,1500,4500,0.05,0.95,0.494667,0.516667,0.599167,0.745486,0.400833,0.198333,0.400833,0.306773,0.289622,0.27923,0.010392,-0.01715,-0.194379,-0.197988
tabular_sarsa,5,extinction,1,4501,0.5,0.5,0.544667,0.566667,0.604167,0.745824,0.395833,0.205833,0.398333,0.309004,0.291466,0.284306,0.007161,-0.017537,-0.200348,-0.190981
tabular_sarsa,5,extinction,100,4600,0.5,0.5,0.436333,0.458333,0.695,0.74705,0.305,0.099167,0.595833,0.275033,0.231887,0.273676,-0.041789,-0.043146,0.014918,-0.006653
tabular_sarsa,5,extinction,200,4700,0.5,0.5,0.503,0.525,0.700833,0.748972,0.299167,0.289167,0.411667,0.24794,0.213491,0.255279,-0.041788,-0.034449,0.002754,-0.420602
tabular_sarsa,5,extinction,300,4800,0.5,0.5,0.503,0.525,0.744167,0.749986,0.255833,0.299167,0.445,0.248254,0.231939,0.255026,-0.023087,-0.016316,0.084511,-0.38695
tabular_sarsa,5,extinction,400,4900,0.5,0.5,0.478,0.5,0.6975,0.749903,0.3025,0.189167,0.508333,0.254487,0.235678,0.262163,-0.026485,-0.018809,-0.000125,-0.201251
tabular_sarsa,5,extinction,500,5000,0.5,0.5,0.428,0.45,0.758333,0.749294,0.241667,0.303333,0.455,0.256133,0.234507,0.260605,-0.026098,-0.021626,0.119584,-0.399999
tabular_sarsa,5,extinction,600,5100,0.5,0.5,0.511333,0.533333,0.745,0.746756,0.255,0.149167,0.595833,0.277841,0.239763,0.270392,-0.030629,-0.038078,0.091409,-0.112765
tabular_sarsa,5,extinction,700,5200,0.5,0.5,0.478,0.5,0.564167,0.746469,0.435833,0.143333,0.420833,0.262149,0.233028,0.248148,-0.01512,-0.029121,-0.340163,-0.109636
tabular_sarsa,5,extinction,800,5300,0.5,0.5,0.453,0.475,0.721667,0.750089,0.278333,0.2,0.521667,0.269659,0.2514,0.27733,-0.02593,-0.018259,-0.010903,-0.205498
tabular_sarsa,5,extinction,900,5400,0.5,0.5,0.478,0.5,0.748333,0.749412,0.251667,0.2675,0.480833,0.256808,0.241453,0.258714,-0.017261,-0.015355,0.085042,-0.309681
tabular_sarsa,5,extinction,1000,5500,0.5,0.5,0.453,0.475,0.688333,0.748601,0.311667,0.054167,0.634167,0.261179,0.223378,0.26721,-0.043832,-0.037801,-0.008683,0.102524
tabular_sarsa,5,extinction,1100,5600,0.5,0.5,0.444667,0.466667,0.783333,0.748342,0.216667,0.055833,0.7275,0.272934,0.23113,0.278807,-0.047676,-0.041803,0.216171,0.109836
tabular_sarsa,5,extinction,1200,5700,0.5,0.5,0.478,0.5,0.804167,0.748346,0.195833,0.0475,0.756667,0.285425,0.241903,0.292215,-0.050312,-0.043522,0.232273,0.09596
tabular_sarsa,5,extinction,1300,5800,0.5,0.5,0.403,0.425,0.701667,0.747565,0.298333,0.144167,0.5575,0.271522,0.238982,0.267461,-0.028478,-0.03254,0.190653,-0.096415
tabular_sarsa,5,extinction,1400,5900,0.5,0.5,0.428,0.45,0.700833,0.746029,0.299167,0.050833,0.65,0.301132,0.247529,0.295623,-0.048093,-0.053603,0.228023,0.106272
tabular_sarsa,5,extinction,1500,6000,0.5,0.5,0.436333,0.458333,0.7175,0.746617,0.2825,0.154167,0.563333,0.300496,0.258652,0.293138,-0.034486,-0.041844,0.17049,-0.096353
tabular_sarsa,6,acquisition,1,1,0.95,0.05,0.561333,0.583333,0.72,0.749855,0.28,0.22,0.5,0.003921,0.001889,0.003784,-0.001895,-0.002032,0.031886,-0.062545
tabular_sarsa,6,acquisition,100,100,0.95,0.05,0.544667,0.566667,0.833333,0.749622,0.166667,0.059167,0.774167,0.046417,0.04064,0.046117,-0.005478,-0.005777,0.296736,0.105341
tabular_sarsa,6,acquisition,200,200,0.95,0.05,0.586333,0.608333,0.761667,0.746932,0.238333,0.236667,0.525,0.094659,0.076063,0.080031,-0.003968,-0.018596,0.396122,-0.594142
tabular_sarsa,6,acquisition,300,300,0.95,0.05,0.536333,0.558333,0.785,0.747744,0.215,0.1,0.685,0.130667,0.115856,0.120875,-0.005019,-0.014811,0.392097,-0.002692
tabular_sarsa,6,acquisition,400,400,0.95,0.05,0.494667,0.516667,0.645,0.745459,0.355,0.199167,0.445833,0.167135,0.129455,0.1503,-0.020845,-0.03768,0.311587,-0.405085
tabular_sarsa,6,acquisition,500,500,0.95,0.05,0.569667,0.591667,0.639167,0.748813,0.360833,0.123333,0.515833,0.155974,0.146154,0.151292,-0.005137,-0.009819,0.105569,-0.293651
tabular_sarsa,6,acquisition,600,600,0.95,0.05,0.544667,0.566667,0.5375,0.746528,0.4625,0.160833,0.376667,0.173255,0.151887,0.156483,-0.004597,-0.021368,0.298767,0.107082
tabular_sarsa,6,acquisition,700,700,0.95,0.05,0.528,0.55,0.5625,0.745452,0.4375,0.133333,0.429167,0.172957,0.157318,0.144811,0.012507,-0.015639,0.801527,-0.293578
tabular_sarsa,6,acquisition,800,800,0.95,0.05,0.511333,0.533333,0.654167,0.750352,0.345833,0.405833,0.248333,0.156294,0.166989,0.153535,0.013454,0.010695,-0.109244,0.204414
tabular_sarsa,6,acquisition,900,900,0.95,0.05,0.519667,0.541667,0.555,0.749728,0.445,0.2175,0.3375,0.16748,0.170474,0.164014,0.006461,0.002994,-0.108873,0.404025
tabular_sarsa,6,acquisition,1000,1000,0.95,0.05,0.494667,0.516667,0.803333,0.749179,0.196667,0.404167,0.399167,0.197516,0.211128,0.181919,0.029209,0.013612,0.012735,-0.009751
tabular_sarsa,6,acquisition,1100,1100,0.95,0.05,0.494667,0.516667,0.698333,0.750717,0.301667,0.3525,0.345833,0.198488,0.212089,0.197008,0.015081,0.013601,-0.002328,-0.287159
tabular_sarsa,6,acquisition,1200,1200,0.95,0.05,0.503,0.525,0.754167,0.750535,0.245833,0.15,0.604167,0.205422,0.200203,0.212254,-0.012052,-0.00522,0.096914,-0.307167
tabular_sarsa,6,acquisition,1300,1300,0.95,0.05,0.503,0.525,0.700833,0.748568,0.299167,0.398333,0.3025,0.208692,0.206867,0.198455,0.008412,-0.001825,0.000384,-0.200747
tabular_sarsa,6,acquisition,1400,1400,0.95,0.05,0.486333,0.508333,0.749167,0.749769,0.250833,0.299167,0.45,0.197861,0.195981,0.197005,-0.001024,-0.00188,-0.100898,-0.005971
tabular_sarsa,6,acquisition,1500,1500,0.95,0.05,0.478,0.5,0.844167,0.748163,0.155833,0.200833,0.643333,0.188478,0.173511,0.181642,-0.008131,-0.014968,0.106366,0.001025
tabular_sarsa,6,acquisition,1600,1600,0.95,0.05,0.394667,0.416667,0.693333,0.748658,0.306667,0.289167,0.404167,0.174926,0.17316,0.164851,0.008308,-0.001766,0.014884,0.195239
tabular_sarsa,6,acquisition,1700,1700,0.95,0.05,0.494667,0.516667,0.85,0.749524,0.15,0.355,0.495,0.212314,0.217339,0.205851,0.011489,0.005025,0.095026,-0.091859
tabular_sarsa,6,acquisition,1800,1800,0.95,0.05,0.478,0.5,0.753333,0.749155,0.246667,0.150833,0.6025,0.219973,0.21311,0.216898,-0.003788,-0.006864,-0.10409,-0.10955
tabular_sarsa,6,acquisition,1900,1900,0.95,0.05,0.486333,0.508333,0.848333,0.748562,0.151667,0.145,0.703333,0.243129,0.230583,0.238281,-0.007698,-0.012546,-0.110986,-0.097311
tabular_sarsa,6,acquisition,2000,2000,0.95,0.05,0.453,0.475,0.599167,0.749323,0.400833,0.1025,0.496667,0.221371,0.216299,0.218789,-0.00249,-0.005072,0.40196,-0.2
tabular_sarsa,6,acquisition,2100,2100,0.95,0.05,0.486333,0.508333,0.5,0.745938,0.5,0.0525,0.4475,0.255937,0.220297,0.241903,-0.021606,-0.03564,-0.188359,-0.103789
tabular_sarsa,6,acquisition,2200,2200,0.95,0.05,0.469667,0.491667,0.546667,0.74566,0.453333,0.2025,0.344167,0.270916,0.243926,0.249931,-0.006005,-0.026991,-0.096102,-0.000275
tabular_sarsa,6,acquisition,2300,2300,0.95,0.05,0.519667,0.541667,0.660833,0.747023,0.339167,0.350833,0.31,0.303536,0.287964,0.287535,0.000429,-0.015571,-0.281728,0.085151
tabular_sarsa,6,acquisition,2400,2400,0.95,0.05,0.486333,0.508333,0.7525,0.750172,0.2475,0.245833,0.506667,0.264148,0.268253,0.26311,0.005143,0.004105,-0.311691,0.098539
tabular_sarsa,6,acquisition,2500,2500,0.95,0.05,0.486333,0.508333,0.8475,0.751765,0.1525,0.450833,0.396667,0.264329,0.285751,0.267458,0.018293,0.021423,-0.109638,0.5077
tabular_sarsa,6,acquisition,2600,2600,0.95,0.05,0.403,0.425,0.746667,0.75199,0.253333,0.263333,0.483333,0.224871,0.237669,0.234579,0.003089,0.012798,-0.0863,-0.09398
tabular_sarsa,6,acquisition,2700,2700,0.95,0.05,0.394667,0.416667,0.671667,0.750657,0.328333,0.199167,0.4725,0.231247,0.235871,0.23425,0.001621,0.004624,0.287447,0.002811
tabular_sarsa,6,acquisition,2800,2800,0.95,0.05,0.511333,0.533333,0.655833,0.75087,0.344167,0.355833,0.3,0.291203,0.306017,0.290411,0.015606,0.014814,-0.298583,0.298917
tabular_sarsa,6,acquisition,2900,2900,0.95,0.05,0.494667,0.516667,0.7475,0.749823,0.2525,0.293333,0.454167,0.291192,0.295539,0.287422,0.008117,0.004347,0.092439,0.002579
tabular_sarsa,6,acquisition,3000,3000,0.95,0.05,0.469667,0.491667,0.61,0.748749,0.39,0.201667,0.408333,0.262473,0.259112,0.254511,0.004601,-0.003361,0.20692,0.002102
tabular_sarsa,6,reversal,1,3001,0.05,0.95,0.511333,0.533333,0.605833,0.749212,0.394167,0.2525,0.353333,0.253511,0.25321,0.247645,0.005565,-0.000301,0.21336,-0.106912
tabular_sarsa,6,reversal,100,3100,0.05,0.95,0.528,0.55,0.755,0.759683,0.245,0.29,0.465,0.205942,0.245823,0.263002,-0.017179,0.039881,0.114248,0.193513
tabular_sarsa,6,reversal,200,3200,0.05,0.95,0.461333,0.483333,0.7425,0.75767,0.2575,0.353333,0.389167,0.225778,0.256472,0.270199,-0.013727,0.030694,0.096197,0.299941
tabular_sarsa,6,reversal,300,3300,0.05,0.95,0.494667,0.516667,0.745,0.757355,0.255,0.249167,0.495833,0.207379,0.233416,0.252798,-0.019381,0.026037,0.105886,0.090827
tabular_sarsa,6,reversal,400,3400,0.05,0.95,0.494667,0.516667,0.710833,0.756433,0.289167,0.154167,0.556667,0.221625,0.244876,0.26046,-0.015583,0.023252,0.19998,-0.108877
tabular_sarsa,6,reversal,500,3500,0.05,0.95,0.469667,0.491667,0.796667,0.756461,0.203333,0.2975,0.499167,0.217161,0.239525,0.257436,-0.017911,0.022365,0.015989,0.190676
tabular_sarsa,6,reversal,600,3600,0.05,0.95,0.436333,0.458333,0.853333,0.752923,0.146667,0.415833,0.4375,0.226585,0.236314,0.245179,-0.008864,0.009729,-0.090987,0.405505
tabular_sarsa,6,reversal,700,3700,0.05,0.95,0.428,0.45,0.849167,0.752504,0.150833,0.356667,0.4925,0.229581,0.240956,0.244142,-0.003187,0.011374,-0.10504,0.101735
tabular_sarsa,6,reversal,800,3800,0.05,0.95,0.453,0.475,0.858333,0.751906,0.141667,0.308333,0.55,0.253295,0.261224,0.264029,-0.002805,0.007928,-0.295139,0.405983
tabular_sarsa,6,reversal,900,3900,0.05,0.95,0.586333,0.608333,0.7,0.751574,0.3,0.16,0.54,0.325257,0.327621,0.337147,-0.009527,0.002364,-0.00975,-0.098055
tabular_sarsa,6,reversal,1000,4000,0.05,0.95,0.486333,0.508333,0.744167,0.751498,0.255833,0.398333,0.345833,0.273608,0.283928,0.280494,0.003434,0.01032,0.10252,0.191328
tabular_sarsa,6,reversal,1100,4100,0.05,0.95,0.503,0.525,0.848333,0.752571,0.151667,0.3025,0.545833,0.281351,0.298367,0.293196,0.005171,0.017017,-0.097038,-0.012139
tabular_sarsa,6,reversal,1200,4200,0.05,0.95,0.436333,0.458333,0.644167,0.749455,0.355833,0.0,0.644167,0.259745,0.242496,0.263825,-0.021329,-0.017249,0.093748,0.0
tabular_sarsa,6,reversal,1300,4300,0.05,0.95,0.486333,0.508333,0.755833,0.751467,0.244167,0.098333,0.6575,0.292906,0.28005,0.310444,-0.030394,-0.012856,0.101593,0.007978
tabular_sarsa,6,reversal,1400,4400,0.05,0.95,0.503,0.525,0.7975,0.750043,0.2025,0.095,0.7025,0.306847,0.291933,0.314465,-0.022532,-0.014914,0.001835,-0.000334
tabular_sarsa,6,reversal,1500,4500,0.05,0.95,0.544667,0.566667,0.655,0.748551,0.345,0.145,0.51,0.332889,0.315748,0.330547,-0.014799,-0.017141,-0.098627,0.099774
tabular_sarsa,6,extinction,1,4501,0.5,0.5,0.453,0.475,0.638333,0.748175,0.361667,0.1425,0.495833,0.30574,0.289334,0.300042,-0.010708,-0.016406,-0.12362,0.096911
tabular_sarsa,6,extinction,100,4600,0.5,0.5,0.511333,0.533333,0.805833,0.751833,0.194167,0.211667,0.594167,0.279007,0.287588,0.289103,-0.001515,0.008581,0.171581,0.03353
tabular_sarsa,6,extinction,200,4700,0.5,0.5,0.494667,0.516667,0.7075,0.753057,0.2925,0.21,0.4975,0.266303,0.270335,0.28714,-0.016805,0.004032,-0.005482,-0.021393
tabular_sarsa,6,extinction,300,4800,0.5,0.5,0.469667,0.491667,0.785833,0.750414,0.214167,0.189167,0.596667,0.256902,0.2488,0.264994,-0.016195,-0.008102,0.220765,-0.007094
tabular_sarsa,6,extinction,400,4900,0.5,0.5,0.419667,0.441667,0.708333,0.750258,0.291667,0.214167,0.494167,0.248183,0.238542,0.255786,-0.017244,-0.009641,-0.008195,-0.001903
tabular_sarsa,6,extinction,500,5000,0.5,0.5,0.486333,0.508333,0.79,0.75211,0.21,0.1425,0.6475,0.24627,0.246429,0.262415,-0.015987,0.000159,0.208734,0.119838
tabular_sarsa,6,extinction,600,5100,0.5,0.5,0.469667,0.491667,0.811667,0.754639,0.188333,0.206667,0.605,0.256067,0.262135,0.289421,-0.027286,0.006068,0.185853,-0.000578
tabular_sarsa,6,extinction,700,5200,0.5,0.5,0.511333,0.533333,0.7075,0.750331,0.2925,0.194167,0.513333,0.250299,0.24444,0.256738,-0.012298,-0.005859,0.011827,-0.013805
tabular_sarsa,6,extinction,800,5300,0.5,0.5,0.511333,0.533333,0.811667,0.752845,0.188333,0.1975,0.614167,0.256363,0.258742,0.276746,-0.018004,0.002379,0.198122,-0.020309
tabular_sarsa,6,extinction,900,5400,0.5,0.5,0.453,0.475,0.811667,0.752533,0.188333,0.15,0.661667,0.266281,0.259849,0.28788,-0.028031,-0.006431,0.181888,0.088169
tabular_sarsa,6,extinction,1000,5500,0.5,0.5,0.461333,0.483333,0.753333,0.749589,0.246667,0.251667,0.501667,0.263556,0.258263,0.262337,-0.004074,-0.005293,0.103293,-0.096649
tabular_sarsa,6,extinction,1100,5600,0.5,0.5,0.444667,0.466667,0.745,0.750727,0.255,0.149167,0.595833,0.272472,0.260769,0.283192,-0.022423,-0.011703,0.136485,0.078476
tabular_sarsa,6,extinction,1200,5700,0.5,0.5,0.453,0.475,0.750833,0.750979,0.249167,0.106667,0.644167,0.289576,0.27017,0.30621,-0.036041,-0.019406,0.072531,0.004138
