agent_type,seed,phase,phase_episode,global_episode,p_proxy_given_reward,p_proxy_given_no_reward,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,proxy_action_dependence
tabular_sarsa,9,extinction,600,5100,0.5,0.5,0.519667,0.541667,0.795,0.751111,0.205,0.209167,0.585833,0.286489,0.271587,0.301494,-0.029908,-0.014903,0.190629,-0.202359
tabular_sarsa,9,extinction,700,5200,0.5,0.5,0.378,0.4,0.761667,0.750943,0.238333,0.213333,0.548333,0.279745,0.277977,0.286459,-0.008482,-0.001768,-0.10403,-0.188756
tabular_sarsa,9,extinction,800,5300,0.5,0.5,0.511333,0.533333,0.745833,0.747895,0.254167,0.148333,0.5975,0.281254,0.260124,0.274861,-0.014737,-0.02113,0.097004,-0.117873
tabular_sarsa,9,extinction,900,5400,0.5,0.5,0.528,0.55,0.7975,0.748729,0.2025,0.1925,0.605,0.288707,0.263751,0.290537,-0.026786,-0.024956,-0.007068,-0.193501
tabular_sarsa,9,extinction,1000,5500,0.5,0.5,0.528,0.55,0.801667,0.751387,0.198333,0.155,0.646667,0.283073,0.276403,0.294458,-0.018055,-0.00667,-0.007912,-0.095527
tabular_sarsa,9,extinction,1100,5600,0.5,0.5,0.478,0.5,0.8675,0.75006,0.1325,0.195,0.6725,0.292835,0.281168,0.297215,-0.016047,-0.011667,0.080612,-0.170201
tabular_sarsa,9,extinction,1200,5700,0.5,0.5,0.411333,0.433333,0.745833,0.748356,0.254167,0.1425,0.603333,0.317526,0.294479,0.313737,-0.019259,-0.023047,-0.114211,-0.103094
tabular_sarsa,9,extinction,1300,5800,0.5,0.5,0.428,0.45,0.7425,0.749582,0.2575,0.201667,0.540833,0.279722,0.275375,0.277605,-0.00223,-0.004347,-0.128024,-0.179372
tabular_sarsa,9,extinction,1400,5900,0.5,0.5,0.503,0.525,0.658333,0.746522,0.341667,0.105,0.553333,0.294587,0.265363,0.281656,-0.016293,-0.029224,0.109919,-0.211055
tabular_sarsa,9,extinction,1500,6000,0.5,0.5,0.453,0.475,0.596667,0.74089,0.403333,0.108333,0.488333,0.34109,0.283985,0.301056,-0.017071,-0.057105,0.007203,-0.221088
dqn,0,acquisition,1,1,0.95,0.05,0.003,0.025,0.955833,0.750712,0.044167,0.406667,0.549167,0.018787,0.032752,0.017347,0.015404,0.013965,0.096715,0.000493
dqn,0,acquisition,100,100,0.95,0.05,0.486333,0.508333,0.39,0.745367,0.61,0.0,0.39,0.093532,0.072966,0.067435,0.005531,-0.020566,0.382448,0.0
dqn,0,acquisition,200,200,0.95,0.05,0.519667,0.541667,0.39,0.74491,0.61,0.0,0.39,0.173264,0.149593,0.145572,0.004021,-0.023671,0.401294,0.0
dqn,0,acquisition,300,300,0.95,0.05,0.469667,0.491667,0.451667,0.746238,0.548333,0.0,0.451667,0.24934,0.230293,0.230135,0.000159,-0.019047,0.488413,0.0
dqn,0,acquisition,400,400,0.95,0.05,0.428,0.45,0.38,0.747881,0.62,0.0,0.38,0.308504,0.298525,0.297934,0.000592,-0.009979,0.701538,0.0
dqn,0,acquisition,500,500,0.95,0.05,0.444667,0.466667,0.421667,0.748238,0.578333,0.0,0.421667,0.362672,0.35659,0.353062,0.003528,-0.006082,0.794349,0.0
dqn,0,acquisition,600,600,0.95,0.05,0.528,0.55,0.414167,0.749593,0.585833,0.093333,0.320833,0.395869,0.3966,0.393554,0.003047,0.000732,0.906934,-0.20438
dqn,0,acquisition,700,700,0.95,0.05,0.444667,0.466667,0.48,0.751008,0.52,0.051667,0.428333,0.405529,0.411115,0.412132,-0.001016,0.005586,0.904239,-0.097331
dqn,0,acquisition,800,800,0.95,0.05,0.469667,0.491667,0.445833,0.750633,0.554167,0.096667,0.349167,0.426154,0.431557,0.429951,0.001606,0.005403,0.903716,-0.195946
dqn,0,acquisition,900,900,0.95,0.05,0.494667,0.516667,0.428333,0.75113,0.571667,0.141667,0.286667,0.431368,0.439241,0.437861,0.00138,0.007873,0.900175,-0.297723
dqn,0,acquisition,1000,1000,0.95,0.05,0.503,0.525,0.435,0.750734,0.565,0.0,0.435,0.430479,0.433969,0.436143,-0.002174,0.00349,0.9,0.0
dqn,0,acquisition,1100,1100,0.95,0.05,0.394667,0.416667,0.58,0.754408,0.42,0.0,0.58,0.401373,0.423993,0.426939,-0.002946,0.022619,1.0,0.0
dqn,0,acquisition,1200,1200,0.95,0.05,0.519667,0.541667,0.461667,0.75135,0.538333,0.140833,0.320833,0.414901,0.423575,0.422841,0.000734,0.008674,1.0,-0.305054
dqn,0,acquisition,1300,1300,0.95,0.05,0.544667,0.566667,0.4425,0.75187,0.5575,0.0,0.4425,0.408512,0.417151,0.420774,-0.003623,0.008639,1.0,0.0
dqn,0,acquisition,1400,1400,0.95,0.05,0.486333,0.508333,0.5,0.753265,0.5,0.0,0.5,0.392973,0.410052,0.412394,-0.002341,0.01708,1.0,0.0
dqn,0,acquisition,1500,1500,0.95,0.05,0.461333,0.483333,0.51,0.754532,0.49,0.0,0.51,0.379553,0.402824,0.406318,-0.003494,0.023271,1.0,0.0
dqn,0,acquisition,1600,1600,0.95,0.05,0.469667,0.491667,0.52,0.755682,0.48,0.053333,0.466667,0.366304,0.397542,0.398624,-0.001082,0.031239,1.0,-0.102564
dqn,0,acquisition,1700,1700,0.95,0.05,0.486333,0.508333,0.496667,0.756669,0.503333,0.195833,0.300833,0.361702,0.398848,0.399369,-0.000521,0.037146,1.0,-0.394295
dqn,0,acquisition,1800,1800,0.95,0.05,0.528,0.55,0.4525,0.755748,0.5475,0.2675,0.185,0.367094,0.400524,0.399427,0.001097,0.03343,1.0,-0.59116
dqn,0,acquisition,1900,1900,0.95,0.05,0.486333,0.508333,0.504167,0.758394,0.495833,0.3075,0.196667,0.347434,0.396679,0.393863,0.002816,0.049245,1.0,-0.609917
dqn,0,acquisition,2000,2000,0.95,0.05,0.511333,0.533333,0.474167,0.758095,0.525833,0.095,0.379167,0.352234,0.398225,0.398246,-2.1e-05,0.045991,1.0,-0.200351
dqn,0,acquisition,2100,2100,0.95,0.05,0.519667,0.541667,0.4675,0.759376,0.5325,0.0,0.4675,0.345122,0.398018,0.398512,-0.000494,0.052896,1.0,0.0
dqn,0,acquisition,2200,2200,0.95,0.05,0.469667,0.491667,0.508333,0.760792,0.491667,0.0,0.508333,0.334599,0.395787,0.396113,-0.000326,0.061188,1.0,0.0
dqn,0,acquisition,2300,2300,0.95,0.05,0.519667,0.541667,0.461667,0.760109,0.538333,0.2375,0.224167,0.341628,0.400773,0.398809,0.001964,0.059145,1.0,-0.51444
dqn,0,acquisition,2400,2400,0.95,0.05,0.494667,0.516667,0.49,0.760813,0.51,0.0,0.49,0.336729,0.398186,0.399243,-0.001057,0.061457,1.0,0.0
dqn,0,acquisition,2500,2500,0.95,0.05,0.453,0.475,0.516667,0.762185,0.483333,0.0,0.516667,0.33313,0.402988,0.403329,-0.000341,0.069858,1.0,0.0
dqn,0,acquisition,2600,2600,0.95,0.05,0.436333,0.458333,0.54,0.765302,0.46,0.0,0.54,0.319281,0.406051,0.407032,-0.00098,0.08677,1.0,0.0
dqn,0,acquisition,2700,2700,0.95,0.05,0.444667,0.466667,0.526667,0.765293,0.473333,0.260833,0.265833,0.32107,0.409414,0.408397,0.001017,0.088344,1.0,-0.495253
dqn,0,acquisition,2800,2800,0.95,0.05,0.444667,0.466667,0.520833,0.765904,0.479167,0.0,0.520833,0.316336,0.405207,0.409238,-0.004031,0.088871,1.0,0.0
dqn,0,acquisition,2900,2900,0.95,0.05,0.394667,0.416667,0.615,0.769714,0.385,0.0,0.615,0.286411,0.398805,0.399887,-0.001082,0.112394,0.902344,0.0
dqn,0,acquisition,3000,3000,0.95,0.05,0.528,0.55,0.564167,0.764537,0.435833,0.091667,0.4725,0.32669,0.410423,0.411536,-0.001113,0.083732,0.794833,-0.202952
dqn,0,reversal,1,3001,0.05,0.95,0.486333,0.508333,0.6075,0.767299,0.3925,0.1075,0.5,0.305003,0.404447,0.405363,-0.000916,0.099445,0.79966,-0.211129
dqn,0,reversal,100,3100,0.05,0.95,0.428,0.45,0.6125,0.764864,0.3875,0.335833,0.276667,0.320339,0.408005,0.406126,0.001879,0.087666,0.700301,-0.296687
dqn,0,reversal,200,3200,0.05,0.95,0.428,0.45,0.6125,0.764578,0.3875,0.164167,0.448333,0.314937,0.400391,0.398748,0.001643,0.085454,0.702417,0.297583
dqn,0,reversal,300,3300,0.05,0.95,0.453,0.475,0.6925,0.764138,0.3075,0.0,0.6925,0.309525,0.388668,0.391878,-0.00321,0.079143,0.595161,0.0
dqn,0,reversal,400,3400,0.05,0.95,0.503,0.525,0.759167,0.763878,0.240833,0.145833,0.613333,0.305015,0.384862,0.383683,0.001179,0.079847,0.499136,0.302245
dqn,0,reversal,500,3500,0.05,0.95,0.469667,0.491667,0.801667,0.762693,0.198333,0.0,0.801667,0.313973,0.38141,0.387074,-0.005664,0.067437,0.392092,0.0
dqn,0,reversal,600,3600,0.05,0.95,0.453,0.475,0.790833,0.760111,0.209167,0.208333,0.5825,0.324706,0.378982,0.381619,-0.002637,0.054276,0.405493,0.403877
dqn,0,reversal,700,3700,0.05,0.95,0.553,0.575,0.815833,0.75905,0.184167,0.0,0.815833,0.320784,0.365792,0.3726,-0.006809,0.045007,0.201735,0.0
dqn,0,reversal,800,3800,0.05,0.95,0.478,0.5,0.85,0.756944,0.15,0.098333,0.751667,0.338972,0.371105,0.379513,-0.008408,0.032132,-0.104174,0.198319
dqn,0,reversal,900,3900,0.05,0.95,0.503,0.525,0.8375,0.754298,0.1625,0.0,0.8375,0.356102,0.368099,0.385533,-0.017434,0.011998,-0.306122,0.0
dqn,0,reversal,1000,4000,0.05,0.95,0.503,0.525,0.48,0.751686,0.52,0.0,0.48,0.381297,0.374424,0.399757,-0.025333,-0.006873,-1.0,0.0
dqn,0,reversal,1100,4100,0.05,0.95,0.419667,0.441667,0.548333,0.75388,0.451667,0.0,0.548333,0.393648,0.394415,0.427068,-0.032654,0.000767,-1.0,0.0
dqn,0,reversal,1200,4200,0.05,0.95,0.469667,0.491667,0.499167,0.754841,0.500833,0.046667,0.4525,0.39435,0.403323,0.432952,-0.029629,0.008973,-1.0,0.093489
dqn,0,reversal,1300,4300,0.05,0.95,0.503,0.525,0.483333,0.755297,0.516667,0.146667,0.336667,0.392173,0.409497,0.431661,-0.022163,0.017324,-1.0,0.303448
dqn,0,reversal,1400,4400,0.05,0.95,0.453,0.475,0.565833,0.75848,0.434167,0.518333,0.0475,0.369527,0.408616,0.425508,-0.016892,0.039089,-0.901384,1.0
dqn,0,reversal,1500,4500,0.05,0.95,0.519667,0.541667,0.5175,0.757632,0.4825,0.415833,0.101667,0.358483,0.392188,0.41182,-0.019632,0.033705,-0.897674,0.899099
dqn,0,extinction,1,4501,0.5,0.5,0.403,0.425,0.606667,0.760507,0.393333,0.458333,0.148333,0.344453,0.395649,0.412934,-0.017285,0.051196,-0.804089,0.897227
dqn,0,extinction,100,4600,0.5,0.5,0.511333,0.533333,0.636667,0.763331,0.363333,0.456667,0.18,0.309873,0.377639,0.394971,-0.017332,0.067766,-0.72788,0.911814
dqn,0,extinction,200,4700,0.5,0.5,0.536333,0.558333,0.695,0.76625,0.305,0.105833,0.589167,0.283262,0.366507,0.385566,-0.019059,0.083246,-0.623509,0.207178
dqn,0,extinction,300,4800,0.5,0.5,0.461333,0.483333,0.706667,0.76638,0.293333,0.055833,0.650833,0.282741,0.364729,0.386374,-0.021645,0.081988,-0.599659,0.109299
dqn,0,extinction,400,4900,0.5,0.5,0.428,0.45,0.761667,0.765643,0.238333,0.0825,0.679167,0.29043,0.369495,0.388609,-0.019114,0.079065,-0.46732,0.168367
dqn,0,extinction,500,5000,0.5,0.5,0.494667,0.516667,0.733333,0.766798,0.266667,0.095833,0.6375,0.286342,0.372395,0.389981,-0.017586,0.086052,-0.511182,0.200348
dqn,0,extinction,600,5100,0.5,0.5,0.419667,0.441667,0.68,0.763892,0.32,0.1025,0.5775,0.30514,0.376633,0.390432,-0.013799,0.071493,-0.609524,0.215789
dqn,0,extinction,700,5200,0.5,0.5,0.519667,0.541667,0.6475,0.76405,0.3525,0.145,0.5025,0.306843,0.380265,0.390997,-0.010732,0.073423,-0.706177,0.289517
dqn,0,extinction,800,5300,0.5,0.5,0.536333,0.558333,0.7275,0.765632,0.2725,0.349167,0.378333,0.291146,0.379306,0.380191,-0.000885,0.08816,-0.55802,0.68241
dqn,0,extinction,900,5400,0.5,0.5,0.444667,0.466667,0.568333,0.760007,0.431667,0.34,0.228333,0.316327,0.370874,0.374226,-0.003353,0.054547,-0.81962,0.71831
dqn,0,extinction,1000,5500,0.5,0.5,0.444667,0.466667,0.658333,0.759999,0.341667,0.3375,0.320833,0.31024,0.364611,0.367161,-0.002551,0.054371,-0.676568,0.681818
dqn,0,extinction,1100,5600,0.5,0.5,0.569667,0.591667,0.655833,0.75904,0.344167,0.298333,0.3575,0.305461,0.352873,0.357428,-0.004555,0.047412,-0.695286,0.590759
dqn,0,extinction,1200,5700,0.5,0.5,0.469667,0.491667,0.7,0.759118,0.3,0.2475,0.4525,0.297187,0.342983,0.350238,-0.007254,0.045796,-0.597015,0.497487
dqn,0,extinction,1300,5800,0.5,0.5,0.369667,0.391667,0.6425,0.75733,0.3575,0.146667,0.495833,0.298926,0.332452,0.343154,-0.010702,0.033526,-0.697561,0.300855
dqn,0,extinction,1400,5900,0.5,0.5,0.461333,0.483333,0.5725,0.755039,0.4275,0.051667,0.520833,0.310773,0.329918,0.343135,-0.013216,0.019145,-0.789231,0.112727
dqn,0,extinction,1500,6000,0.5,0.5,0.469667,0.491667,0.754167,0.757968,0.245833,0.225833,0.528333,0.29116,0.32775,0.338613,-0.010863,0.03659,-0.516637,0.430843
dqn,1,acquisition,1,1,0.95,0.05,-0.022,0.0,0.839167,0.749444,0.160833,0.186667,0.6525,-0.004796,-0.015943,-0.003997,-0.011946,-0.011147,0.300623,-0.401434
dqn,1,acquisition,100,100,0.95,0.05,0.511333,0.533333,0.278333,0.744435,0.721667,0.278333,0.0,0.088808,0.059727,0.0594,0.000327,-0.02908,0.595365,-0.595365
dqn,1,acquisition,200,200,0.95,0.05,0.453,0.475,0.373333,0.745803,0.626667,0.373333,0.0,0.175958,0.157922,0.152516,0.005406,-0.018036,0.704403,-0.704403
dqn,1,acquisition,300,300,0.95,0.05,0.494667,0.516667,0.345,0.745151,0.655,0.345,0.0,0.28272,0.262285,0.255964,0.00632,-0.020435,0.716263,-0.716263
dqn,1,acquisition,400,400,0.95,0.05,0.461333,0.483333,0.375833,0.74772,0.624167,0.375833,0.0,0.355218,0.344846,0.343903,0.000943,-0.010371,0.71248,-0.71248
dqn,1,acquisition,500,500,0.95,0.05,0.486333,0.508333,0.394167,0.749134,0.605833,0.394167,0.0,0.41298,0.410779,0.408601,0.002179,-0.0022,0.794958,-0.794958
dqn,1,acquisition,600,600,0.95,0.05,0.469667,0.491667,0.451667,0.750373,0.548333,0.451667,0.0,0.43991,0.446243,0.440998,0.005245,0.006333,0.898839,-0.898839
dqn,1,acquisition,700,700,0.95,0.05,0.469667,0.491667,0.511667,0.750886,0.488333,0.511667,0.0,0.455587,0.46414,0.459729,0.004411,0.008553,1.0,-1.0
dqn,1,acquisition,800,800,0.95,0.05,0.511333,0.533333,0.471667,0.751352,0.528333,0.3725,0.099167,0.464628,0.472519,0.472807,-0.000288,0.007891,1.0,-0.789753
dqn,1,acquisition,900,900,0.95,0.05,0.528,0.55,0.455833,0.750606,0.544167,0.275833,0.18,0.468779,0.473079,0.472831,0.000248,0.004299,1.0,-0.605119
dqn,1,acquisition,1000,1000,0.95,0.05,0.461333,0.483333,0.505833,0.752827,0.494167,0.206667,0.299167,0.448871,0.464798,0.465102,-0.000304,0.015927,1.0,-0.408567
dqn,1,acquisition,1100,1100,0.95,0.05,0.469667,0.491667,0.514167,0.754682,0.485833,0.210833,0.303333,0.432668,0.459719,0.458328,0.001391,0.027051,1.0,-0.410049
dqn,1,acquisition,1200,1200,0.95,0.05,0.444667,0.466667,0.535,0.754493,0.465,0.218333,0.316667,0.419576,0.446175,0.444012,0.002163,0.026599,1.0,-0.4081
dqn,1,acquisition,1300,1300,0.95,0.05,0.444667,0.466667,0.530833,0.755369,0.469167,0.263333,0.2675,0.403762,0.436089,0.432502,0.003586,0.032326,1.0,-0.496075
dqn,1,acquisition,1400,1400,0.95,0.05,0.428,0.45,0.546667,0.756247,0.453333,0.435833,0.110833,0.387457,0.426341,0.420092,0.006249,0.038884,1.0,-0.797256
dqn,1,acquisition,1500,1500,0.95,0.05,0.536333,0.558333,0.446667,0.753979,0.553333,0.446667,0.0,0.395749,0.425595,0.414604,0.010991,0.029846,1.0,-1.0
dqn,1,acquisition,1600,1600,0.95,0.05,0.536333,0.558333,0.455,0.754624,0.545,0.455,0.0,0.384392,0.414935,0.40834,0.006595,0.030542,1.0,-1.0
dqn,1,acquisition,1700,1700,0.95,0.05,0.486333,0.508333,0.488333,0.755794,0.511667,0.488333,0.0,0.369903,0.407941,0.399753,0.008188,0.038038,1.0,-1.0
dqn,1,acquisition,1800,1800,0.95,0.05,0.419667,0.441667,0.549167,0.758334,0.450833,0.333333,0.215833,0.348509,0.399041,0.39299,0.006051,0.050532,1.0,-0.60698
dqn,1,acquisition,1900,1900,0.95,0.05,0.486333,0.508333,0.5925,0.758505,0.4075,0.243333,0.349167,0.345368,0.395179,0.391733,0.003446,0.049811,0.804276,-0.493243
dqn,1,acquisition,2000,2000,0.95,0.05,0.536333,0.558333,0.455833,0.757241,0.544167,0.2275,0.228333,0.345113,0.38867,0.384639,0.004031,0.043557,1.0,-0.499086
dqn,1,acquisition,2100,2100,0.95,0.05,0.436333,0.458333,0.531667,0.760166,0.468333,0.270833,0.260833,0.320378,0.380264,0.376053,0.004211,0.059885,1.0,-0.509404
dqn,1,acquisition,2200,2200,0.95,0.05,0.369667,0.391667,0.595833,0.762538,0.404167,0.240833,0.355,0.300766,0.372016,0.370564,0.001453,0.07125,1.0,-0.404196
dqn,1,acquisition,2300,2300,0.95,0.05,0.453,0.475,0.610833,0.761577,0.389167,0.409167,0.201667,0.315164,0.385767,0.377843,0.007923,0.070602,0.799658,-0.4068
dqn,1,acquisition,2400,2400,0.95,0.05,0.511333,0.533333,0.5325,0.760942,0.4675,0.341667,0.190833,0.319528,0.386136,0.379312,0.006824,0.066608,0.894737,-0.495086
dqn,1,acquisition,2500,2500,0.95,0.05,0.411333,0.433333,0.555833,0.76375,0.444167,0.445833,0.11,0.297106,0.38142,0.372092,0.009328,0.084315,1.0,-0.802099
dqn,1,acquisition,2600,2600,0.95,0.05,0.544667,0.566667,0.439167,0.758811,0.560833,0.309167,0.13,0.344068,0.399885,0.393112,0.006773,0.055817,1.0,-0.703985
dqn,1,acquisition,2700,2700,0.95,0.05,0.469667,0.491667,0.513333,0.762426,0.486667,0.31,0.203333,0.321403,0.395699,0.391765,0.003933,0.074296,1.0,-0.603896
dqn,1,acquisition,2800,2800,0.95,0.05,0.478,0.5,0.504167,0.763342,0.495833,0.25,0.254167,0.324063,0.402926,0.400142,0.002783,0.078862,1.0,-0.495868
dqn,1,acquisition,2900,2900,0.95,0.05,0.536333,0.558333,0.444167,0.761337,0.555833,0.22,0.224167,0.345068,0.411731,0.41098,0.000751,0.066663,1.0,-0.49531
dqn,1,acquisition,3000,3000,0.95,0.05,0.494667,0.516667,0.539167,0.765214,0.460833,0.19,0.349167,0.316316,0.402081,0.405666,-0.003586,0.085765,0.896272,-0.391081
dqn,1,reversal,1,3001,0.05,0.95,0.444667,0.466667,0.520833,0.764247,0.479167,0.181667,0.339167,0.323663,0.404185,0.40764,-0.003455,0.080522,0.895639,-0.390681
dqn,1,reversal,100,3100,0.05,0.95,0.494667,0.516667,0.660833,0.768889,0.339167,0.156667,0.504167,0.291206,0.396277,0.402185,-0.005907,0.105071,0.701724,-0.303226
dqn,1,reversal,200,3200,0.05,0.95,0.478,0.5,0.746667,0.76965,0.253333,0.204167,0.5425,0.282291,0.390618,0.397737,-0.007118,0.108328,0.509213,-0.21963
dqn,1,reversal,300,3300,0.05,0.95,0.503,0.525,0.703333,0.766851,0.296667,0.35,0.353333,0.289183,0.385779,0.385791,-1.2e-05,0.096596,0.602369,-0.092854
dqn,1,reversal,400,3400,0.05,0.95,0.486333,0.508333,0.8025,0.766589,0.1975,0.348333,0.454167,0.284342,0.378865,0.378016,0.00085,0.094524,0.401015,-0.102906
dqn,1,reversal,500,3500,0.05,0.95,0.519667,0.541667,0.815833,0.765603,0.184167,0.5075,0.308333,0.272058,0.361022,0.358502,0.00252,0.088964,0.403285,-0.211959
dqn,1,reversal,600,3600,0.05,0.95,0.544667,0.566667,0.860833,0.762762,0.139167,0.73,0.130833,0.272724,0.346638,0.341432,0.005207,0.073914,0.310409,-0.60223
dqn,1,reversal,700,3700,0.05,0.95,0.503,0.525,0.855,0.758162,0.145,0.515,0.34,0.289639,0.336038,0.333368,0.002671,0.046399,0.298969,-1.0
dqn,1,reversal,800,3800,0.05,0.95,0.469667,0.491667,0.850833,0.756772,0.149167,0.495,0.355833,0.294581,0.33437,0.32978,0.004589,0.039788,0.102898,-0.801753
dqn,1,reversal,900,3900,0.05,0.95,0.511333,0.533333,0.748333,0.753646,0.251667,0.558333,0.19,0.314309,0.340699,0.331215,0.009484,0.02639,-0.294613,-0.103293
dqn,1,reversal,1000,4000,0.05,0.95,0.469667,0.491667,0.551667,0.753811,0.448333,0.500833,0.050833,0.332829,0.362879,0.349853,0.013027,0.030051,-0.898164,0.796666
dqn,1,reversal,1100,4100,0.05,0.95,0.411333,0.433333,0.5575,0.755796,0.4425,0.5575,0.0,0.350084,0.395287,0.376717,0.01857,0.045203,-1.0,1.0
dqn,1,reversal,1200,4200,0.05,0.95,0.444667,0.466667,0.540833,0.756559,0.459167,0.540833,0.0,0.366913,0.419085,0.397521,0.021564,0.052172,-1.0,1.0
dqn,1,reversal,1300,4300,0.05,0.95,0.503,0.525,0.526667,0.755594,0.473333,0.433333,0.093333,0.380226,0.433067,0.404155,0.028912,0.052841,-0.900158,0.703322
dqn,1,reversal,1400,4400,0.05,0.95,0.444667,0.466667,0.578333,0.758528,0.421667,0.258333,0.32,0.368661,0.437963,0.409614,0.02835,0.069302,-0.898757,0.295931
dqn,1,reversal,1500,4500,0.05,0.95,0.403,0.425,0.571667,0.762857,0.428333,0.176667,0.395,0.339744,0.430538,0.407246,0.023292,0.090794,-1.0,0.309038
dqn,1,extinction,1,4501,0.5,0.5,0.494667,0.516667,0.498333,0.758893,0.501667,0.154167,0.344167,0.358652,0.430293,0.403099,0.027194,0.071641,-1.0,0.309365
dqn,1,extinction,100,4600,0.5,0.5,0.536333,0.558333,0.654167,0.762861,0.345833,0.143333,0.510833,0.334515,0.425107,0.403651,0.021456,0.090592,-0.706985,-0.293015
dqn,1,extinction,200,4700,0.5,0.5,0.436333,0.458333,0.69,0.764847,0.31,0.2525,0.4375,0.32087,0.425262,0.400855,0.024407,0.104393,-0.608838,-0.282503
dqn,1,extinction,300,4800,0.5,0.5,0.536333,0.558333,0.705833,0.768649,0.294167,0.178333,0.5275,0.295796,0.419849,0.398336,0.021513,0.124053,-0.622575,-0.377425
dqn,1,extinction,400,4900,0.5,0.5,0.536333,0.558333,0.6825,0.767359,0.3175,0.2,0.4825,0.300035,0.415714,0.39525,0.020464,0.115679,-0.613527,-0.386473
dqn,1,extinction,500,5000,0.5,0.5,0.444667,0.466667,0.75,0.769498,0.25,0.23,0.52,0.286275,0.408961,0.395009,0.013951,0.122686,-0.520833,-0.479167
dqn,1,extinction,600,5100,0.5,0.5,0.478,0.5,0.695833,0.766011,0.304167,0.205833,0.49,0.30456,0.40323,0.394166,0.009064,0.09867,-0.596405,-0.403595
dqn,1,extinction,700,5200,0.5,0.5,0.403,0.425,0.7125,0.766439,0.2875,0.21,0.5025,0.300604,0.39855,0.392677,0.005873,0.097946,-0.577889,-0.422111
dqn,1,extinction,800,5300,0.5,0.5,0.394667,0.416667,0.65,0.764004,0.35,0.141667,0.508333,0.310234,0.391949,0.38842,0.003528,0.081715,-0.711864,-0.288136
dqn,1,extinction,900,5400,0.5,0.5,0.503,0.525,0.699167,0.763684,0.300833,0.1925,0.506667,0.302455,0.383051,0.377752,0.005299,0.080596,-0.609797,-0.390203
dqn,1,extinction,1000,5500,0.5,0.5,0.553,0.575,0.604167,0.760831,0.395833,0.095,0.509167,0.307757,0.368713,0.368307,0.000405,0.060956,-0.806452,-0.193548
dqn,1,extinction,1100,5600,0.5,0.5,0.494667,0.516667,0.6125,0.759181,0.3875,0.090833,0.521667,0.305977,0.356748,0.357272,-0.000523,0.050771,-0.810105,-0.189895
dqn,1,extinction,1200,5700,0.5,0.5,0.536333,0.558333,0.668333,0.759043,0.331667,0.144167,0.524167,0.303596,0.351403,0.35487,-0.003467,0.047807,-0.697023,-0.302977
dqn,1,extinction,1300,5800,0.5,0.5,0.503,0.525,0.489167,0.75548,0.510833,0.0,0.489167,0.316985,0.346568,0.348008,-0.00144,0.029583,-1.0,0.0
dqn,1,extinction,1400,5900,0.5,0.5,0.419667,0.441667,0.5625,0.754863,0.4375,0.055,0.5075,0.324274,0.34919,0.352268,-0.003078,0.024916,-0.888325,-0.111675
dqn,1,extinction,1500,6000,0.5,0.5,0.486333,0.508333,0.704167,0.756365,0.295833,0.188333,0.515833,0.319466,0.354865,0.354274,0.000591,0.035398,-0.611015,-0.388985
dqn,2,acquisition,1,1,0.95,0.05,-0.022,0.0,0.0,0.743494,1.0,0.0,0.0,0.025664,-0.016753,-0.004832,-0.011922,-0.042418,0.0,0.0
dqn,2,acquisition,100,100,0.95,0.05,0.486333,0.508333,0.349167,0.745189,0.650833,0.151667,0.1975,0.075604,0.051868,0.049515,0.002354,-0.023736,0.479344,-0.085657
dqn,2,acquisition,200,200,0.95,0.05,0.444667,0.466667,0.4675,0.747475,0.5325,0.2,0.2675,0.127275,0.118238,0.11222,0.006018,-0.009037,0.495478,0.010034
dqn,2,acquisition,300,300,0.95,0.05,0.469667,0.491667,0.405,0.747151,0.595,0.1475,0.2575,0.191131,0.178786,0.175478,0.003308,-0.012346,0.609403,-0.105324
dqn,2,acquisition,400,400,0.95,0.05,0.511333,0.533333,0.379167,0.747271,0.620833,0.094167,0.285,0.252717,0.240116,0.238325,0.001791,-0.012602,0.798246,-0.198246
dqn,2,acquisition,500,500,0.95,0.05,0.428,0.45,0.433333,0.748388,0.566667,0.11,0.323333,0.294417,0.288341,0.28584,0.002501,-0.006075,0.798771,-0.202765
dqn,2,acquisition,600,600,0.95,0.05,0.428,0.45,0.44,0.74929,0.56,0.055,0.385,0.332461,0.328655,0.33005,-0.001395,-0.003806,0.793985,-0.099248
dqn,2,acquisition,700,700,0.95,0.05,0.461333,0.483333,0.46,0.749437,0.54,0.155833,0.304167,0.365353,0.364994,0.362418,0.002577,-0.000358,0.896104,-0.303571
dqn,2,acquisition,800,800,0.95,0.05,0.469667,0.491667,0.463333,0.749075,0.536667,0.155833,0.3075,0.387147,0.385197,0.382193,0.003003,-0.00195,0.896774,-0.301613
dqn,2,acquisition,900,900,0.95,0.05,0.428,0.45,0.545833,0.751953,0.454167,0.109167,0.436667,0.386725,0.39742,0.398536,-0.001116,0.010695,1.0,-0.2
dqn,2,acquisition,1000,1000,0.95,0.05,0.494667,0.516667,0.489167,0.750882,0.510833,0.145,0.344167,0.408694,0.415062,0.414245,0.000816,0.006367,1.0,-0.296422
