condition,proxy_strength,p_proxy_given_reward,p_proxy_given_no_reward,eval_mode,agent_type,seed,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,proxy_action_dependence
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,8,0.468,0.49,0.6994,0.748797,0.3006,0.3006,0.3988,0.304578,0.312476,0.292393,0.020083,0.007897,0.192257,-0.197492
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,8,0.468,0.49,0.6998,0.748736,0.3002,0.3038,0.396,0.308497,0.31721,0.295421,0.021789,0.008714,0.188483,-0.197965
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,9,0.444,0.466,0.7454,0.750398,0.2546,0.2588,0.4866,0.286392,0.28361,0.290416,-0.006806,-0.002782,-0.089366,-0.098919
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,9,0.444,0.466,0.7534,0.750426,0.2466,0.2464,0.507,0.291765,0.287785,0.296564,-0.008779,-0.00398,-0.092192,-0.092591
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,10,0.488,0.51,0.8526,0.751867,0.1474,0.357,0.4956,0.285925,0.303085,0.291396,0.011689,0.01716,-0.300694,0.102445
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,10,0.488,0.51,0.8502,0.751822,0.1498,0.3576,0.4926,0.285125,0.301999,0.290371,0.011628,0.016874,-0.299361,0.097372
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,11,0.484,0.506,0.8022,0.750168,0.1978,0.151,0.6512,0.292795,0.279906,0.300145,-0.020239,-0.012889,0.008138,-0.102682
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,11,0.484,0.506,0.8006,0.750125,0.1994,0.1526,0.648,0.291366,0.278461,0.298386,-0.019925,-0.012905,0.01016,-0.099478
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,12,0.506,0.528,0.7526,0.749678,0.2474,0.198,0.5546,0.314923,0.314116,0.312509,0.001606,-0.000808,-0.099153,0.009459
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,12,0.506,0.528,0.7558,0.749664,0.2442,0.2004,0.5554,0.311965,0.310943,0.309567,0.001376,-0.001022,-0.093293,-0.000808
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,13,0.498,0.52,0.7952,0.746618,0.2048,0.3422,0.453,0.331867,0.319306,0.312747,0.006559,-0.012561,0.209833,-0.300253
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,13,0.498,0.52,0.7958,0.746627,0.2042,0.3484,0.4474,0.32543,0.313495,0.306022,0.007474,-0.011935,0.216341,-0.300538
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,14,0.472,0.494,0.6474,0.74819,0.3526,0.1998,0.4476,0.325633,0.318396,0.315934,0.002462,-0.007237,0.095444,-0.191545
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,14,0.472,0.494,0.655,0.74824,0.345,0.201,0.454,0.328936,0.321719,0.319635,0.002085,-0.007217,0.095714,-0.189675
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,15,0.46,0.482,0.8484,0.753319,0.1516,0.3408,0.5076,0.277376,0.292694,0.294929,-0.002235,0.015318,-0.100742,0.300453
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,15,0.46,0.482,0.8516,0.753389,0.1484,0.3538,0.4978,0.28228,0.299382,0.299478,-9.6e-05,0.017101,-0.098656,0.297832
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,16,0.454,0.476,0.9498,0.752794,0.0502,0.304,0.6458,0.273697,0.285951,0.289328,-0.003376,0.012255,0.103633,-0.212437
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,16,0.454,0.476,0.9462,0.752813,0.0538,0.2972,0.649,0.280857,0.291823,0.297267,-0.005445,0.010966,0.104223,-0.215485
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,17,0.466,0.488,0.8042,0.750067,0.1958,0.1502,0.654,0.299934,0.28964,0.30565,-0.01601,-0.010294,0.397644,0.10419
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,17,0.466,0.488,0.798,0.750001,0.202,0.153,0.645,0.303922,0.293429,0.309213,-0.015784,-0.010494,0.395923,0.107802
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,18,0.46,0.482,0.7506,0.74862,0.2494,0.2972,0.4534,0.308225,0.313235,0.295609,0.017626,0.005011,0.096202,0.003522
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,18,0.46,0.482,0.7408,0.748269,0.2592,0.292,0.4488,0.31284,0.315673,0.2986,0.017073,0.002833,0.099293,0.013296
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,19,0.464,0.486,0.8498,0.749092,0.1502,0.258,0.5918,0.30324,0.291367,0.303089,-0.011722,-0.011873,-0.099975,-0.102057
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,19,0.464,0.486,0.8528,0.749229,0.1472,0.2564,0.5964,0.306441,0.295093,0.30705,-0.011957,-0.011348,-0.09617,-0.09908
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,20,0.48,0.502,0.809,0.750945,0.191,0.3622,0.4468,0.302419,0.312886,0.305031,0.007855,0.010467,-0.194578,-0.101409
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,20,0.48,0.502,0.8016,0.75051,0.1984,0.3594,0.4422,0.307842,0.316167,0.308154,0.008012,0.008325,-0.193499,-0.10592
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,21,0.502,0.524,0.7978,0.74781,0.2022,0.4072,0.3906,0.305748,0.308215,0.287555,0.02066,0.002467,0.008122,0.201834
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,21,0.502,0.524,0.7944,0.747671,0.2056,0.4024,0.392,0.306133,0.307648,0.28734,0.020307,0.001515,0.012846,0.200646
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,22,0.462,0.484,0.6432,0.747624,0.3568,0.1938,0.4494,0.315127,0.301945,0.302728,-0.000783,-0.013182,-0.099347,0.201332
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,22,0.462,0.484,0.6486,0.747727,0.3514,0.1982,0.4504,0.315133,0.302463,0.303288,-0.000824,-0.01267,-0.105046,0.19678
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,23,0.488,0.51,0.8008,0.750194,0.1992,0.2522,0.5486,0.307607,0.311509,0.30712,0.004389,0.003901,-0.203359,-0.095002
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,23,0.488,0.51,0.7952,0.750131,0.2048,0.2482,0.547,0.304641,0.308141,0.303843,0.004298,0.0035,-0.227899,-0.089708
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,24,0.476,0.498,0.7518,0.750079,0.2482,0.349,0.4028,0.296592,0.311068,0.289667,0.021401,0.014476,0.298793,-0.108909
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,24,0.476,0.498,0.7468,0.749965,0.2532,0.3462,0.4006,0.300134,0.313537,0.292867,0.02067,0.013403,0.307176,-0.104305
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,25,0.522,0.544,0.7582,0.749917,0.2418,0.3068,0.4514,0.30203,0.311452,0.296829,0.014623,0.009423,-0.099001,-0.002989
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,25,0.522,0.544,0.7538,0.749599,0.2462,0.3006,0.4532,0.299564,0.306519,0.293168,0.013351,0.006955,-0.088317,-0.006496
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,26,0.474,0.496,0.4994,0.747854,0.5006,0.1998,0.2996,0.303997,0.304308,0.286721,0.017587,0.000312,0.008798,0.203602
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,26,0.474,0.496,0.499,0.747885,0.501,0.2056,0.2934,0.306839,0.307731,0.289516,0.018215,0.000892,-0.012064,0.22242
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,27,0.456,0.478,0.8468,0.751676,0.1532,0.402,0.4448,0.298139,0.309933,0.305007,0.004926,0.011795,-0.303246,0.006762
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,27,0.456,0.478,0.8494,0.751648,0.1506,0.4016,0.4478,0.301959,0.313563,0.308689,0.004874,0.011604,-0.30848,-0.001356
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,28,0.496,0.518,0.6004,0.74878,0.3996,0.2008,0.3996,0.309676,0.301684,0.304074,-0.00239,-0.007992,0.198264,0.005906
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,28,0.496,0.518,0.6088,0.748713,0.3912,0.205,0.4038,0.307501,0.299407,0.301415,-0.002007,-0.008094,0.207697,0.007044
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,29,0.494,0.516,0.9006,0.751971,0.0994,0.5016,0.399,0.285755,0.310156,0.289058,0.021098,0.0244,-0.000849,0.015126
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,29,0.494,0.516,0.8986,0.752005,0.1014,0.4936,0.405,0.283784,0.308133,0.287386,0.020747,0.024349,0.006616,0.021714
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,0,0.492,0.514,0.764,0.748622,0.236,0.4286,0.3354,0.304345,0.306606,0.292577,0.014029,0.002262,0.065747,-0.131685
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,0,0.492,0.514,0.7268,0.747541,0.2732,0.373,0.3538,0.299199,0.295713,0.281888,0.013825,-0.003486,0.068942,-0.058179
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,1,0.498,0.52,0.817,0.749878,0.183,0.2946,0.5224,0.290659,0.290835,0.289579,0.001256,0.000176,0.239594,-0.138195
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,1,0.498,0.52,0.8194,0.749992,0.1806,0.3238,0.4956,0.283417,0.284447,0.28288,0.001567,0.00103,0.137422,-0.155837
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,2,0.516,0.538,0.6074,0.747069,0.3926,0.1112,0.4962,0.322199,0.296145,0.312563,-0.016419,-0.026055,-0.032249,0.092459
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,2,0.516,0.538,0.6172,0.746307,0.3828,0.1186,0.4986,0.31484,0.285646,0.300871,-0.015225,-0.029194,-0.163367,0.13932
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,3,0.47,0.492,0.7654,0.749937,0.2346,0.2914,0.474,0.304342,0.311296,0.300361,0.010934,0.006954,-0.143325,-0.05247
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,3,0.47,0.492,0.7526,0.749245,0.2474,0.3216,0.431,0.300994,0.30921,0.29141,0.0178,0.008216,-0.088582,-0.160718
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,4,0.48,0.502,0.7048,0.748285,0.2952,0.1984,0.5064,0.309135,0.301707,0.299829,0.001878,-0.007429,0.309137,0.141217
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,4,0.48,0.502,0.7484,0.749527,0.2516,0.2246,0.5238,0.296002,0.296269,0.292816,0.003453,0.000267,0.302634,0.046287
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,5,0.476,0.498,0.7856,0.750338,0.2144,0.4408,0.3448,0.303114,0.310851,0.301208,0.009643,0.007737,0.031944,-0.068827
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,5,0.476,0.498,0.7726,0.749746,0.2274,0.4226,0.35,0.3025,0.308581,0.296736,0.011845,0.006082,0.050656,0.043905
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,6,0.468,0.49,0.697,0.750294,0.303,0.1434,0.5536,0.301028,0.299407,0.304506,-0.0051,-0.001621,-0.014146,-0.096512
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,6,0.468,0.49,0.7208,0.750573,0.2792,0.1642,0.5566,0.300692,0.299946,0.306013,-0.006067,-0.000746,0.049472,-0.1513
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,7,0.484,0.506,0.552,0.747828,0.448,0.1984,0.3536,0.299594,0.293924,0.285525,0.008398,-0.005671,0.299917,-0.206883
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,7,0.484,0.506,0.5582,0.7481,0.4418,0.213,0.3452,0.291679,0.28966,0.27814,0.011521,-0.002019,0.284922,-0.216979
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,8,0.468,0.49,0.7766,0.752387,0.2234,0.3626,0.414,0.285806,0.305568,0.293674,0.011895,0.019763,-0.035656,-0.139039
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,8,0.468,0.49,0.7674,0.752073,0.2326,0.3706,0.3968,0.288069,0.311588,0.29132,0.020268,0.023518,0.045182,-0.028255
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,9,0.444,0.466,0.8236,0.74858,0.1764,0.3528,0.4708,0.290504,0.287854,0.280772,0.007082,-0.002649,0.230382,-0.156427
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,9,0.444,0.466,0.8304,0.748587,0.1696,0.3404,0.49,0.295138,0.289102,0.286778,0.002324,-0.006036,0.249193,-0.184817
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,10,0.488,0.51,0.7548,0.750784,0.2452,0.3372,0.4176,0.294661,0.317011,0.288989,0.028022,0.02235,-0.365752,0.202059
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,10,0.488,0.51,0.762,0.75054,0.238,0.332,0.43,0.286117,0.305633,0.280126,0.025507,0.019516,-0.278819,0.150131
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,11,0.484,0.506,0.6934,0.750321,0.3066,0.1974,0.496,0.29667,0.293795,0.300478,-0.006683,-0.002875,-0.134671,-0.065464
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,11,0.484,0.506,0.7248,0.751351,0.2752,0.2228,0.502,0.281386,0.285501,0.289951,-0.00445,0.004115,-0.13978,-0.047022
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,12,0.506,0.528,0.8118,0.751488,0.1882,0.3026,0.5092,0.303601,0.312958,0.310753,0.002204,0.009357,0.093999,-0.060393
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,12,0.506,0.528,0.827,0.752479,0.173,0.271,0.556,0.287679,0.297155,0.302486,-0.005331,0.009476,0.051345,-0.052225
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,13,0.498,0.52,0.7402,0.748646,0.2598,0.3286,0.4116,0.320844,0.317274,0.311579,0.005694,-0.003571,0.074431,-0.135168
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,13,0.498,0.52,0.712,0.748135,0.288,0.3262,0.3858,0.307884,0.304021,0.294691,0.00933,-0.003863,0.00153,-0.03574
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,14,0.472,0.494,0.7954,0.751084,0.2046,0.212,0.5834,0.298947,0.300592,0.30659,-0.005998,0.001645,0.122428,-0.171388
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,14,0.472,0.494,0.7698,0.750715,0.2302,0.2174,0.5524,0.299768,0.299501,0.305517,-0.006016,-0.000266,0.153813,-0.143116
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,15,0.46,0.482,0.801,0.752387,0.199,0.172,0.629,0.276153,0.279713,0.292831,-0.013117,0.00356,-0.065528,0.00414
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,15,0.46,0.482,0.8048,0.752477,0.1952,0.2062,0.5986,0.279686,0.285997,0.295648,-0.009651,0.006311,-0.090141,-0.014786
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,16,0.454,0.476,0.7176,0.749057,0.2824,0.1952,0.5224,0.28775,0.280902,0.283648,-0.002746,-0.006849,-0.036013,0.139516
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,16,0.454,0.476,0.707,0.748343,0.293,0.2548,0.4522,0.296013,0.290145,0.2857,0.004445,-0.005868,0.002216,0.069962
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,17,0.466,0.488,0.7214,0.749527,0.2786,0.296,0.4254,0.297739,0.290862,0.297366,-0.006505,-0.006878,0.152905,-0.267863
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,17,0.466,0.488,0.727,0.74996,0.273,0.2932,0.4338,0.296472,0.294601,0.296999,-0.002398,-0.001871,0.142121,-0.304089
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,18,0.46,0.482,0.7092,0.751698,0.2908,0.3036,0.4056,0.293548,0.314837,0.296163,0.018674,0.021289,-0.36953,0.130926
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,18,0.46,0.482,0.6928,0.750713,0.3072,0.2522,0.4406,0.295286,0.305266,0.296028,0.009238,0.00998,-0.312498,0.111778
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,19,0.464,0.486,0.6786,0.747842,0.3214,0.2952,0.3834,0.301349,0.295173,0.287691,0.007482,-0.006176,0.385108,-0.172199
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,19,0.464,0.486,0.701,0.748305,0.299,0.278,0.423,0.298749,0.29054,0.28986,0.000681,-0.008209,0.394426,-0.145741
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,20,0.48,0.502,0.7554,0.750702,0.2446,0.1116,0.6438,0.301002,0.291981,0.311313,-0.019332,-0.009021,-0.101362,0.037597
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,20,0.48,0.502,0.7232,0.749726,0.2768,0.122,0.6012,0.302357,0.290361,0.306766,-0.016405,-0.011996,-0.163404,0.056509
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,21,0.502,0.524,0.9048,0.753694,0.0952,0.1658,0.739,0.289508,0.295143,0.314852,-0.019709,0.005634,0.004196,0.054226
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,21,0.502,0.524,0.8966,0.75412,0.1034,0.1418,0.7548,0.279474,0.284523,0.308416,-0.023893,0.005049,0.011196,0.08931
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,22,0.462,0.484,0.7606,0.749676,0.2394,0.1804,0.5802,0.300231,0.290817,0.302291,-0.011474,-0.009414,-0.208518,0.092136
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,22,0.462,0.484,0.7466,0.749288,0.2534,0.1724,0.5742,0.295794,0.283616,0.296316,-0.0127,-0.012178,-0.196367,0.138845
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,23,0.488,0.51,0.8544,0.752822,0.1456,0.2704,0.584,0.290134,0.300668,0.306592,-0.005925,0.010534,0.022284,-0.073816
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,23,0.488,0.51,0.8534,0.753535,0.1466,0.2804,0.573,0.276878,0.294577,0.295314,-0.000737,0.017699,0.103906,-0.057607
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,24,0.476,0.498,0.6776,0.748878,0.3224,0.222,0.4556,0.298754,0.290363,0.294338,-0.003975,-0.008391,-0.366644,0.168278
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,24,0.476,0.498,0.6712,0.74814,0.3288,0.207,0.4642,0.301102,0.285019,0.295156,-0.010137,-0.016083,-0.347411,0.090599
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,25,0.522,0.544,0.6914,0.748374,0.3086,0.0864,0.605,0.312,0.291702,0.308936,-0.017234,-0.020298,0.146458,-0.051152
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,25,0.522,0.544,0.7524,0.749306,0.2476,0.1344,0.618,0.294836,0.281876,0.295449,-0.013573,-0.012961,0.099278,-0.046648
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,26,0.474,0.496,0.869,0.753591,0.131,0.4196,0.4494,0.278721,0.308989,0.291849,0.017141,0.030268,-0.262525,0.094322
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,26,0.474,0.496,0.851,0.753802,0.149,0.3976,0.4534,0.275115,0.306931,0.28929,0.017641,0.031815,-0.306458,0.110136
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,27,0.456,0.478,0.7834,0.751064,0.2166,0.2504,0.533,0.29444,0.299789,0.299676,0.000113,0.005349,-0.181514,0.187629
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,27,0.456,0.478,0.7698,0.751228,0.2302,0.2494,0.5204,0.29454,0.300709,0.300563,0.000146,0.006169,-0.165758,0.117494
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,28,0.496,0.518,0.7628,0.750532,0.2372,0.1702,0.5926,0.29503,0.294363,0.299694,-0.00533,-0.000667,-0.06837,0.063674
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,28,0.496,0.518,0.767,0.750655,0.233,0.173,0.594,0.283993,0.283581,0.289598,-0.006017,-0.000413,-0.045242,0.040727
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memory_agent,29,0.494,0.516,0.819,0.752525,0.181,0.341,0.478,0.287598,0.309833,0.296418,0.013415,0.022235,0.098912,0.136891
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memory_agent,29,0.494,0.516,0.8262,0.752401,0.1738,0.3076,0.5186,0.277535,0.294501,0.287851,0.006651,0.016966,0.143752,0.112995
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,0,0.492,0.514,0.645,0.747452,0.355,0.3938,0.2512,0.327857,0.326783,0.308283,0.0185,-0.001073,0.300478,-0.396688
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,0,0.492,0.514,0.6564,0.747636,0.3436,0.4018,0.2546,0.321244,0.321423,0.302491,0.018931,0.000179,0.295361,-0.394513
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,1,0.498,0.52,0.7026,0.749391,0.2974,0.2994,0.4032,0.312487,0.311568,0.308065,0.003504,-0.000919,-0.199709,0.004361
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,1,0.498,0.52,0.6934,0.749411,0.3066,0.293,0.4004,0.3048,0.303552,0.30069,0.002861,-0.001248,-0.215782,0.016262
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,2,0.516,0.538,0.8932,0.751794,0.1068,0.1998,0.6934,0.321887,0.325856,0.33415,-0.008294,0.003968,0.201054,-0.00134
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,2,0.516,0.538,0.9032,0.751924,0.0968,0.2006,0.7026,0.309606,0.314096,0.322628,-0.008532,0.004491,0.190777,0.002463
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,3,0.47,0.492,0.8466,0.750737,0.1534,0.1496,0.697,0.302004,0.295876,0.310641,-0.014765,-0.006129,-0.103241,-0.297297
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,3,0.47,0.492,0.8426,0.750664,0.1574,0.1492,0.6934,0.304551,0.298065,0.312794,-0.014729,-0.006486,-0.111935,-0.299478
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,4,0.48,0.502,0.495,0.742057,0.505,0.2006,0.2944,0.342006,0.307102,0.297914,0.009188,-0.034904,0.399542,-0.00122
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,4,0.48,0.502,0.4854,0.741913,0.5146,0.1898,0.2956,0.342249,0.305982,0.297709,0.008272,-0.036267,0.394815,-0.007731
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,5,0.476,0.498,0.8016,0.74873,0.1984,0.2,0.6016,0.314813,0.305517,0.309194,-0.003677,-0.009296,0.399517,-0.198889
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,5,0.476,0.498,0.8018,0.748744,0.1982,0.1954,0.6064,0.315996,0.30638,0.310644,-0.004263,-0.009616,0.397673,-0.201552
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,6,0.468,0.49,0.7508,0.749296,0.2492,0.398,0.3528,0.307559,0.315764,0.298185,0.017579,0.008205,-0.097643,0.000262
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,6,0.468,0.49,0.7546,0.749359,0.2454,0.3988,0.3558,0.317968,0.326844,0.308767,0.018077,0.008875,-0.098239,0.003898
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,7,0.484,0.506,0.6482,0.745341,0.3518,0.0992,0.549,0.329085,0.307469,0.303758,0.003711,-0.021616,0.5008,0.000581
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,7,0.484,0.506,0.6566,0.745535,0.3434,0.0994,0.5572,0.32357,0.302521,0.299484,0.003037,-0.021049,0.490051,-0.005523
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,8,0.468,0.49,0.7438,0.752942,0.2562,0.248,0.4958,0.290813,0.30492,0.306704,-0.001783,0.014107,-0.499415,0.099363
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,8,0.468,0.49,0.7476,0.753113,0.2524,0.2438,0.5038,0.298941,0.31327,0.316056,-0.002786,0.014329,-0.507439,0.091467
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,9,0.444,0.466,0.7556,0.74847,0.2444,0.2528,0.5028,0.295393,0.285149,0.288264,-0.003114,-0.010244,0.100293,-0.09543
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,9,0.444,0.466,0.75,0.748309,0.25,0.2474,0.5026,0.312461,0.300942,0.304685,-0.003743,-0.011519,0.1146,-0.086594
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,10,0.488,0.51,0.8002,0.751099,0.1998,0.3004,0.4998,0.306151,0.314827,0.310625,0.004202,0.008675,-0.199332,0.201726
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,10,0.488,0.51,0.7964,0.750868,0.2036,0.3022,0.4942,0.303522,0.310892,0.306845,0.004048,0.007371,-0.188474,0.178484
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,11,0.484,0.506,0.6988,0.750219,0.3012,0.2526,0.4462,0.300522,0.296223,0.304088,-0.007865,-0.004299,-0.203475,-0.099851
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,11,0.484,0.506,0.7024,0.750224,0.2976,0.2558,0.4466,0.297911,0.293606,0.301522,-0.007915,-0.004304,-0.198962,-0.107395
strong_proxy,0.9,0.95,0.05,training_distribution_eval,memoryless_agent,12,0.506,0.528,0.4934,0.744498,0.5066,0.102,0.3914,0.346253,0.316559,0.318286,-0.001726,-0.029694,0.200647,-0.003171
strong_proxy,0.9,0.95,0.05,decorrelated_eval,memoryless_agent,12,0.506,0.528,0.505,0.74464,0.495,0.1042,0.4008,0.335105,0.30603,0.307961,-0.001931,-0.029075,0.20332,0.005517
