condition,proxy_strength,p_proxy_given_reward,p_proxy_given_no_reward,eval_mode,agent_type,seed,reward,goal_rate,SPI,CDS,causal_action_rate,proxy_action_rate,neutral_action_rate,Q_causal,Q_proxy,Q_neutral_mean,proxy_Q_advantage,proxy_vs_causal_Q,proxy_dependence,proxy_action_dependence
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,3,0.47,0.492,0.6992,0.750485,0.3008,0.3468,0.3524,0.314048,0.329976,0.309413,0.020563,0.015928,0.196404,-0.291414
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,3,0.47,0.492,0.7008,0.750544,0.2992,0.3488,0.352,0.313853,0.330339,0.30938,0.020959,0.016487,0.205848,-0.296115
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,4,0.48,0.502,0.552,0.745853,0.448,0.1028,0.4492,0.323167,0.2977,0.303121,-0.005421,-0.025467,0.098476,-0.006432
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,4,0.48,0.502,0.555,0.745884,0.445,0.1066,0.4484,0.322904,0.297818,0.302915,-0.005096,-0.025086,0.09472,-0.012071
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,5,0.476,0.498,0.7954,0.751344,0.2046,0.2458,0.5496,0.302211,0.300113,0.313406,-0.013293,-0.002098,-0.002727,-0.097273
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,5,0.476,0.498,0.8002,0.75131,0.1998,0.258,0.5422,0.302311,0.30038,0.313158,-0.012777,-0.001931,0.004079,-0.10555
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,6,0.468,0.49,0.5992,0.748652,0.4008,0.0996,0.4996,0.31742,0.303311,0.314163,-0.010852,-0.014109,-0.196646,-0.002158
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,6,0.468,0.49,0.6038,0.748692,0.3962,0.0998,0.504,0.318445,0.304553,0.315399,-0.010846,-0.013892,-0.191687,-0.009836
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,7,0.484,0.506,0.5966,0.749606,0.4034,0.2476,0.349,0.287025,0.293243,0.280835,0.012408,0.006218,0.010055,0.080767
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,7,0.484,0.506,0.5962,0.74962,0.4038,0.2464,0.3498,0.287425,0.293643,0.28135,0.012293,0.006218,-0.006462,0.088383
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,8,0.468,0.49,0.5582,0.745509,0.4418,0.1994,0.3588,0.323576,0.307914,0.296117,0.011796,-0.015662,0.285712,0.011593
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,8,0.468,0.49,0.559,0.745591,0.441,0.2,0.359,0.323764,0.308729,0.296576,0.012153,-0.015035,0.291821,0.01232
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,9,0.444,0.466,0.75,0.749653,0.25,0.303,0.447,0.293652,0.289064,0.293154,-0.00409,-0.004588,0.114678,-0.203181
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,9,0.444,0.466,0.7518,0.749653,0.2482,0.2992,0.4526,0.294832,0.290051,0.294419,-0.004368,-0.004781,0.096604,-0.192718
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,10,0.488,0.51,0.751,0.749422,0.249,0.2,0.551,0.294603,0.296309,0.288822,0.007487,0.001706,-0.500603,-0.01408
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,10,0.488,0.51,0.7488,0.749406,0.2512,0.2032,0.5456,0.294639,0.296575,0.28862,0.007955,0.001935,-0.501998,-0.014075
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,11,0.484,0.506,0.9512,0.751632,0.0488,0.3506,0.6006,0.286563,0.294819,0.295036,-0.000218,0.008256,0.097172,0.101317
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,11,0.484,0.506,0.95,0.751595,0.05,0.3524,0.5976,0.28624,0.294491,0.29443,6.1e-05,0.008251,0.10004,0.097882
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,12,0.506,0.528,0.7966,0.750452,0.2034,0.3968,0.3998,0.310914,0.337604,0.30057,0.037033,0.02669,0.196582,-0.197318
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,12,0.506,0.528,0.7946,0.750453,0.2054,0.3908,0.4038,0.309872,0.336208,0.299743,0.036465,0.026337,0.210713,-0.200636
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,13,0.498,0.52,0.603,0.746649,0.397,0.2464,0.3566,0.333173,0.310411,0.318434,-0.008023,-0.022763,-0.386835,0.096583
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,13,0.498,0.52,0.5974,0.74643,0.4026,0.2414,0.356,0.332487,0.308439,0.316646,-0.008207,-0.024048,-0.380705,0.093043
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,14,0.472,0.494,0.7,0.746786,0.3,0.1494,0.5506,0.335687,0.313949,0.322176,-0.008227,-0.021738,0.009765,0.102102
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,14,0.472,0.494,0.6942,0.746762,0.3058,0.15,0.5442,0.336449,0.314701,0.322741,-0.00804,-0.021749,-0.002264,0.091842
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,15,0.46,0.482,0.652,0.747091,0.348,0.255,0.397,0.302716,0.29308,0.285375,0.007705,-0.009636,0.108665,-0.306162
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,15,0.46,0.482,0.6508,0.74717,0.3492,0.2498,0.401,0.302975,0.293343,0.286207,0.007136,-0.009632,0.105513,-0.295035
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,16,0.454,0.476,0.8502,0.752937,0.1498,0.2466,0.6036,0.276797,0.282905,0.296631,-0.013726,0.006107,0.300803,-0.288832
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,16,0.454,0.476,0.8456,0.752931,0.1544,0.2386,0.607,0.278757,0.284217,0.298847,-0.01463,0.00546,0.299109,-0.296172
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,17,0.466,0.488,0.5494,0.747094,0.4506,0.3016,0.2478,0.316661,0.305647,0.299499,0.006147,-0.011014,-0.097798,0.205207
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,17,0.466,0.488,0.5468,0.746983,0.4532,0.302,0.2448,0.318218,0.306813,0.300391,0.006423,-0.011405,-0.091329,0.198161
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,18,0.46,0.482,0.801,0.751392,0.199,0.1524,0.6486,0.298316,0.284256,0.315353,-0.031098,-0.01406,0.009985,-0.090367
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,18,0.46,0.482,0.8012,0.751376,0.1988,0.1506,0.6506,0.29894,0.284532,0.31604,-0.031508,-0.014408,0.015215,-0.091811
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,19,0.464,0.486,0.6984,0.746805,0.3016,0.1422,0.5562,0.316295,0.294492,0.302512,-0.00802,-0.021803,-0.205856,-0.099664
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,19,0.464,0.486,0.7014,0.746795,0.2986,0.1418,0.5596,0.317641,0.295706,0.303844,-0.008138,-0.021935,-0.19919,-0.101305
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,20,0.48,0.502,0.7058,0.749249,0.2942,0.3528,0.353,0.31098,0.315174,0.302603,0.012572,0.004194,-0.192614,-0.306341
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,20,0.48,0.502,0.708,0.749304,0.292,0.348,0.36,0.311925,0.315751,0.304141,0.01161,0.003826,-0.194667,-0.306643
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,21,0.502,0.524,0.7542,0.749773,0.2458,0.1034,0.6508,0.294852,0.281438,0.299593,-0.018155,-0.013414,-0.291542,-0.004041
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,21,0.502,0.524,0.7564,0.749865,0.2436,0.104,0.6524,0.294786,0.281726,0.300028,-0.018302,-0.01306,-0.30367,0.003561
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,22,0.462,0.484,0.855,0.752638,0.145,0.1998,0.6552,0.304467,0.309682,0.322471,-0.012789,0.005215,0.097279,-0.191643
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,22,0.462,0.484,0.853,0.752618,0.147,0.2054,0.6476,0.303654,0.309217,0.321339,-0.012122,0.005563,0.102552,-0.201536
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,23,0.488,0.51,0.7522,0.74899,0.2478,0.3524,0.3998,0.312043,0.323679,0.29918,0.024499,0.011636,-0.097459,0.100424
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,23,0.488,0.51,0.7532,0.749032,0.2468,0.3548,0.3984,0.31118,0.323496,0.29831,0.025186,0.012316,-0.10377,0.099032
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,24,0.476,0.498,0.6022,0.746195,0.3978,0.0492,0.553,0.315729,0.270393,0.308281,-0.037888,-0.045336,0.201538,0.098047
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,24,0.476,0.498,0.5936,0.745882,0.4064,0.0484,0.5452,0.317911,0.271119,0.308762,-0.037643,-0.046792,0.205448,0.095276
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,25,0.522,0.544,0.7992,0.751836,0.2008,0.3588,0.4404,0.293969,0.317489,0.296321,0.021168,0.02352,0.212728,-0.106373
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,25,0.522,0.544,0.798,0.751761,0.202,0.3558,0.4422,0.294146,0.317064,0.296224,0.020841,0.022918,0.209263,-0.111127
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,26,0.474,0.496,0.8538,0.750842,0.1462,0.0994,0.7544,0.297121,0.29199,0.306332,-0.014342,-0.005131,0.108996,-0.014782
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,26,0.474,0.496,0.8526,0.750837,0.1474,0.1008,0.7518,0.297413,0.292443,0.306487,-0.014044,-0.00497,0.109147,-0.009571
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,27,0.456,0.478,0.6004,0.746541,0.3996,0.2032,0.3972,0.325942,0.307935,0.306941,0.000994,-0.018007,-0.215231,-0.00089
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,27,0.456,0.478,0.5974,0.746513,0.4026,0.202,0.3954,0.326359,0.308326,0.307148,0.001178,-0.018033,-0.215523,0.001667
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,28,0.496,0.518,0.6022,0.750405,0.3978,0.1008,0.5014,0.308588,0.308782,0.311767,-0.002984,0.000194,-0.209829,-0.010165
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,28,0.496,0.518,0.5994,0.750376,0.4006,0.0994,0.5,0.308091,0.308056,0.311152,-0.003095,-3.4e-05,-0.201287,-0.010035
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memoryless_agent,29,0.494,0.516,0.8988,0.751325,0.1012,0.493,0.4058,0.288184,0.311623,0.286802,0.02482,0.023439,0.198743,-0.20101
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memoryless_agent,29,0.494,0.516,0.8978,0.751312,0.1022,0.4956,0.4022,0.287982,0.311543,0.286426,0.025118,0.023561,0.202617,-0.195938
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,0,0.492,0.514,0.743,0.749928,0.257,0.17,0.573,0.290149,0.289379,0.2901,-0.000721,-0.00077,-0.083252,0.047237
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,0,0.492,0.514,0.7448,0.750011,0.2552,0.1704,0.5744,0.288837,0.288507,0.289182,-0.000675,-0.000331,-0.115662,0.044493
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,1,0.498,0.52,0.8716,0.751978,0.1284,0.2556,0.616,0.276823,0.280612,0.290701,-0.010089,0.003789,-0.061931,0.020951
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,1,0.498,0.52,0.876,0.75209,0.124,0.2514,0.6246,0.275476,0.279175,0.290244,-0.011068,0.0037,-0.053997,-0.008405
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,2,0.516,0.538,0.6234,0.747786,0.3766,0.1244,0.499,0.313685,0.291282,0.307909,-0.016627,-0.022403,0.161428,0.043862
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,2,0.516,0.538,0.6166,0.747308,0.3834,0.1216,0.495,0.314141,0.289489,0.305792,-0.016302,-0.024652,0.169889,0.039609
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,3,0.47,0.492,0.8224,0.752698,0.1776,0.227,0.5954,0.294413,0.305116,0.309528,-0.004412,0.010703,-0.00089,0.063708
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,3,0.47,0.492,0.8218,0.752807,0.1782,0.2188,0.603,0.293826,0.30465,0.309828,-0.005178,0.010823,0.035117,0.052025
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,4,0.48,0.502,0.73,0.747218,0.27,0.212,0.518,0.315971,0.302677,0.300756,0.001921,-0.013293,0.045433,0.014895
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,4,0.48,0.502,0.728,0.747149,0.272,0.1974,0.5306,0.315606,0.300833,0.300566,0.000267,-0.014773,0.054659,-0.003992
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,5,0.476,0.498,0.7828,0.749272,0.2172,0.2384,0.5444,0.296409,0.299002,0.28921,0.009792,0.002593,-0.124533,-0.058589
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,5,0.476,0.498,0.777,0.749188,0.223,0.2212,0.5558,0.296734,0.298151,0.289481,0.00867,0.001418,-0.153374,-0.048185
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,6,0.468,0.49,0.7154,0.751969,0.2846,0.2266,0.4888,0.297288,0.306877,0.307515,-0.000637,0.009589,0.039607,-0.019269
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,6,0.468,0.49,0.7214,0.752059,0.2786,0.2228,0.4986,0.298957,0.308726,0.309758,-0.001032,0.009768,0.061906,-0.034356
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,7,0.484,0.506,0.7066,0.749336,0.2934,0.1934,0.5132,0.288035,0.285544,0.284341,0.001203,-0.002492,0.105901,-0.209319
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,7,0.484,0.506,0.7058,0.749274,0.2942,0.1906,0.5152,0.288714,0.285933,0.284678,0.001255,-0.00278,0.100213,-0.193886
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,8,0.468,0.49,0.709,0.749644,0.291,0.2426,0.4664,0.303138,0.300547,0.301311,-0.000763,-0.002591,0.127897,0.075314
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,8,0.468,0.49,0.6898,0.749131,0.3102,0.2354,0.4544,0.305914,0.300547,0.301519,-0.000972,-0.005367,0.112377,0.109155
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,9,0.444,0.466,0.7696,0.751083,0.2304,0.1878,0.5818,0.286701,0.285312,0.295645,-0.010334,-0.001389,-0.069666,0.032588
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,9,0.444,0.466,0.7696,0.751063,0.2304,0.1764,0.5932,0.288498,0.286017,0.297844,-0.011827,-0.002481,-0.049353,0.071577
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,10,0.488,0.51,0.7924,0.750171,0.2076,0.4182,0.3742,0.28932,0.3032,0.283178,0.020021,0.013879,0.197846,-0.03995
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,10,0.488,0.51,0.8018,0.750409,0.1982,0.4244,0.3774,0.287708,0.303194,0.282656,0.020539,0.015486,0.190317,-0.064921
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,11,0.484,0.506,0.809,0.749823,0.191,0.257,0.552,0.296417,0.295071,0.295844,-0.000773,-0.001346,-0.107683,-0.111464
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,11,0.484,0.506,0.804,0.749976,0.196,0.2534,0.5506,0.294954,0.294654,0.295065,-0.000411,-0.0003,-0.099043,-0.096197
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,12,0.506,0.528,0.7794,0.75047,0.2206,0.3112,0.4682,0.303757,0.314421,0.302288,0.012133,0.010664,-0.268569,0.014218
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,12,0.506,0.528,0.7822,0.750763,0.2178,0.3026,0.4796,0.299241,0.310142,0.299989,0.010153,0.010901,-0.247981,-0.005653
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,13,0.498,0.52,0.7314,0.747585,0.2686,0.351,0.3804,0.320869,0.313194,0.305827,0.007367,-0.007676,0.220144,-0.186515
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,13,0.498,0.52,0.729,0.747631,0.271,0.3484,0.3806,0.317655,0.310377,0.302833,0.007544,-0.007278,0.229624,-0.188528
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,14,0.472,0.494,0.8168,0.751019,0.1832,0.2634,0.5534,0.305153,0.307944,0.311485,-0.003541,0.002791,-0.082524,0.137443
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,14,0.472,0.494,0.8106,0.750837,0.1894,0.268,0.5426,0.307957,0.309574,0.31344,-0.003866,0.001616,-0.060983,0.150576
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,15,0.46,0.482,0.7462,0.748358,0.2538,0.2664,0.4798,0.295404,0.291961,0.284133,0.007828,-0.003444,0.114636,-0.023256
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,15,0.46,0.482,0.7492,0.748413,0.2508,0.2784,0.4708,0.296458,0.294712,0.284669,0.010043,-0.001746,0.093394,-0.050466
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,16,0.454,0.476,0.7464,0.750282,0.2536,0.161,0.5854,0.288779,0.284522,0.292826,-0.008303,-0.004257,0.114031,0.040889
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,16,0.454,0.476,0.7442,0.750393,0.2558,0.1774,0.5668,0.291081,0.288458,0.295171,-0.006713,-0.002623,0.10073,0.04335
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,17,0.466,0.488,0.7814,0.749741,0.2186,0.2978,0.4836,0.297731,0.295001,0.297067,-0.002067,-0.00273,0.058075,0.012791
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,17,0.466,0.488,0.774,0.749496,0.226,0.3064,0.4676,0.300279,0.297067,0.297953,-0.000886,-0.003211,0.054802,0.014705
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,18,0.46,0.482,0.8322,0.752218,0.1678,0.3402,0.492,0.287333,0.310598,0.29247,0.018128,0.023265,-0.040918,0.002643
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,18,0.46,0.482,0.8244,0.752088,0.1756,0.3444,0.48,0.288724,0.312716,0.292458,0.020258,0.023992,-0.046909,-0.004133
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,19,0.464,0.486,0.7744,0.751061,0.2256,0.3336,0.4408,0.292149,0.308358,0.291939,0.016419,0.016209,0.039259,-0.103763
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,19,0.464,0.486,0.7756,0.751142,0.2244,0.3494,0.4262,0.294121,0.312159,0.29359,0.018569,0.018039,0.041309,-0.116597
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,20,0.48,0.502,0.7104,0.749077,0.2896,0.2826,0.4278,0.304599,0.302057,0.299108,0.002949,-0.002542,-0.02089,0.156489
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,20,0.48,0.502,0.7066,0.749042,0.2934,0.2792,0.4274,0.305978,0.303581,0.300252,0.00333,-0.002396,0.010612,0.131889
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,21,0.502,0.524,0.762,0.750399,0.238,0.2274,0.5346,0.293312,0.290642,0.297318,-0.006675,-0.00267,0.050038,-0.078029
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,21,0.502,0.524,0.7686,0.750494,0.2314,0.226,0.5426,0.292819,0.289262,0.297923,-0.008661,-0.003557,0.071983,-0.066633
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,22,0.462,0.484,0.7258,0.749735,0.2742,0.1782,0.5476,0.309096,0.304611,0.309368,-0.004756,-0.004485,0.045687,0.044598
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,22,0.462,0.484,0.7218,0.749627,0.2782,0.172,0.5498,0.307506,0.301882,0.307539,-0.005656,-0.005623,0.061275,0.041141
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,23,0.488,0.51,0.7956,0.750265,0.2044,0.3194,0.4762,0.300424,0.309848,0.297951,0.011896,0.009424,0.206039,-0.071109
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,23,0.488,0.51,0.7964,0.750451,0.2036,0.322,0.4744,0.297373,0.308554,0.295494,0.01306,0.01118,0.212229,-0.067947
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,24,0.476,0.498,0.8746,0.751569,0.1254,0.3116,0.563,0.291462,0.301922,0.298363,0.003559,0.01046,0.158699,0.062557
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,24,0.476,0.498,0.8692,0.751461,0.1308,0.3194,0.5498,0.293602,0.304356,0.299543,0.004813,0.010754,0.151853,0.066196
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,25,0.522,0.544,0.7576,0.749077,0.2424,0.2282,0.5294,0.297443,0.293791,0.292221,0.001571,-0.003651,0.009777,0.055697
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,25,0.522,0.544,0.757,0.749284,0.243,0.2256,0.5314,0.295637,0.292409,0.291688,0.000721,-0.003228,0.00698,0.055834
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,26,0.474,0.496,0.8472,0.751728,0.1528,0.4304,0.4168,0.284642,0.306745,0.286676,0.02007,0.022103,-0.089348,0.259688
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,26,0.474,0.496,0.8488,0.751711,0.1512,0.436,0.4128,0.285568,0.308215,0.287194,0.021021,0.022647,-0.112432,0.256128
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,27,0.456,0.478,0.7978,0.750104,0.2022,0.267,0.5308,0.303333,0.309038,0.300707,0.008331,0.005705,-0.204502,-0.039084
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,27,0.456,0.478,0.7942,0.750129,0.2058,0.277,0.5172,0.30354,0.31043,0.300499,0.009931,0.00689,-0.215834,-0.047101
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,28,0.496,0.518,0.6012,0.747528,0.3988,0.2818,0.3194,0.309069,0.30116,0.293888,0.007272,-0.007909,-0.206235,0.164423
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,28,0.496,0.518,0.5936,0.747321,0.4064,0.269,0.3246,0.308485,0.298991,0.292496,0.006495,-0.009494,-0.209413,0.142994
weak_proxy,0.3,0.65,0.35,training_distribution_eval,memory_agent,29,0.494,0.516,0.7762,0.750318,0.2238,0.2342,0.542,0.29708,0.294129,0.301272,-0.007143,-0.002951,-0.090266,0.072606
weak_proxy,0.3,0.65,0.35,decorrelated_eval,memory_agent,29,0.494,0.516,0.7788,0.750353,0.2212,0.2296,0.5492,0.29647,0.293438,0.300952,-0.007514,-0.003031,-0.060698,0.071965
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,0,0.492,0.514,1.0,0.752982,0.0,0.3504,0.6496,0.283458,0.2999,0.298666,0.001234,0.016442,0.0,-0.104126
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,0,0.492,0.514,1.0,0.752976,0.0,0.3522,0.6478,0.28158,0.298016,0.296743,0.001272,0.016436,0.0,-0.095548
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,1,0.498,0.52,0.7972,0.751157,0.2028,0.2046,0.5926,0.28516,0.290199,0.291608,-0.001409,0.005039,0.203819,0.206604
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,1,0.498,0.52,0.799,0.751179,0.201,0.2104,0.5886,0.284385,0.289785,0.290816,-0.001031,0.0054,0.191757,0.207327
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,2,0.516,0.538,0.6508,0.748152,0.3492,0.2478,0.403,0.316258,0.300636,0.309485,-0.008849,-0.015622,0.298729,-0.295398
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,2,0.516,0.538,0.6462,0.748029,0.3538,0.2516,0.3946,0.314776,0.299082,0.307091,-0.00801,-0.015695,0.303594,-0.298713
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,3,0.47,0.492,0.8486,0.750886,0.1514,0.2454,0.6032,0.308256,0.316288,0.310848,0.005439,0.008031,-0.09999,-0.085638
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,3,0.47,0.492,0.8416,0.750679,0.1584,0.248,0.5936,0.308888,0.316616,0.310008,0.006607,0.007728,-0.109942,-0.094587
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,4,0.48,0.502,0.7486,0.746279,0.2514,0.304,0.4446,0.316631,0.306281,0.293112,0.013168,-0.01035,0.293439,-0.205718
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,4,0.48,0.502,0.7538,0.746352,0.2462,0.3058,0.448,0.315755,0.305337,0.292872,0.012465,-0.010418,0.289616,-0.211782
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,5,0.476,0.498,0.7502,0.750577,0.2498,0.1472,0.603,0.30361,0.304926,0.307109,-0.002183,0.001316,0.296602,-0.098941
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,5,0.476,0.498,0.7508,0.750469,0.2492,0.1476,0.6032,0.304238,0.304712,0.307303,-0.002591,0.000474,0.299198,-0.099856
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,6,0.468,0.49,0.5518,0.747904,0.4482,0.1514,0.4004,0.315654,0.305842,0.304659,0.001183,-0.009811,0.103352,0.099527
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,6,0.468,0.49,0.546,0.747791,0.454,0.1512,0.3948,0.319784,0.309666,0.308071,0.001594,-0.010118,0.094185,0.105041
medium_proxy,0.6,0.8,0.2,training_distribution_eval,memoryless_agent,7,0.484,0.506,0.6528,0.74916,0.3472,0.2462,0.4066,0.288601,0.290028,0.28191,0.008118,0.001427,-0.108245,-0.100006
medium_proxy,0.6,0.8,0.2,decorrelated_eval,memoryless_agent,7,0.484,0.506,0.651,0.749199,0.349,0.2518,0.3992,0.288888,0.290784,0.282291,0.008492,0.001896,-0.095525,-0.103992
